,Unnamed: 0,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
2258,45,L1-107-18_WILCOX_4-7-17_TRIMS.csv,bartacks,,none,,,,,,,,none,none,none,,,,match to shell,match to shell,,,match to shell,match to shell,100/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,46,L1-107-18_WILCOX_4-7-17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,0,,,,military,ink,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,47,L1-107-18_WILCOX_4-7-17_TRIMS.csv,10k/10k critically taped,,soluna/ main label,,,,,,,,1,none,none,,,,10k/10k critically taped,10k/10k critically taped,,,10k/10k critically taped,10k/10k critically taped,center back below neck seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,48,L1-107-18_WILCOX_4-7-17_TRIMS.csv,size label (sample size l),,soluna/ size label,,,,,,,,1,none,none,,,,"xs, s, m, l, xl","xs, s, m, l, xl",,,"xs, s, m, l, xl","xs, s, m, l, xl",center back below main label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,49,L1-107-18_WILCOX_4-7-17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,0,,,,military,ink,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,50,L1-107-18_WILCOX_4-7-17_TRIMS.csv,mens jacket hang tag,,soluna/ mens jacket hang tag,,,,,,,,1,none,none,,,,mens jacket hang tag,mens jacket hang tag,,,mens jacket hang tag,mens jacket hang tag,center back locker loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,51,L1-107-18_WILCOX_4-7-17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,0,,,,military,ink,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,52,L1-107-18_WILCOX_4-7-17_TRIMS.csv,address label,,factory sourced,,,,,,,,1,none,none,,,,address label,address label,,,address label,address label,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,53,L1-107-18_WILCOX_4-7-17_TRIMS.csv,content label,,factory sourced,,,,,,,,1,none,none,,,,content label,content label,,,content label,content label,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,54,L1-107-18_WILCOX_4-7-17_TRIMS.csv,washing label,,factory sourced,,,,,,,,1,none,none,,,,washing label,washing label,,,washing label,washing label,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,7,L1-107-18_WILCOX_4-7-17_SHELL.csv,main body,blanket lining,solis / soty066-d blanket lining / brush / no dwr,none,,,,none,none,,,,,,main body,,blanket lining,blanket lining,,,blanket lining,blanket lining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,6,L1-107-18_WILCOX_4-7-17_SHELL.csv,hood,blanket lining,solis / soty066-d blanket lining / brush / no dwr,none,,,,none,none,,,,,,hood,,blanket lining,blanket lining,,,blanket lining,blanket lining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,8,L1-107-18_WILCOX_4-7-17_SHELL.csv,hand pocket bags,blanket lining,solis / soty066-d blanket lining / brush / no dwr,none,,,,none,none,,,,,,hand pocket bags,,blanket lining,blanket lining,,,blanket lining,blanket lining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,12,L1-107-18_WILCOX_4-7-17_SHELL.csv,chin guard,brushed tricot,solis / brushed tricot,100% polyester,,,,none,none,,,,,,chin guard,,black,black,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1,L1-107-18_WILCOX_4-7-17_SHELL.csv,location ,insulation,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,5,L1-107-18_WILCOX_4-7-17_SHELL.csv,location ,lining,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0,L1-107-18_WILCOX_4-7-17_SHELL.csv,a,ottoman,solis / sotp080-2l32-i ottoman / 10k/10k dot lam / c6 + dwr,none,,,,none,none,,,,,,a,,military,ink,,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2,L1-107-18_WILCOX_4-7-17_SHELL.csv,all over,polyfill insulation ,pinneco core 60g,100% polyester,,,,none,none,,,,,,all over,,pinneco core 60g,pinneco core 60g,,,pinneco core 60g,pinneco core 60g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,13,L1-107-18_WILCOX_4-7-17_SHELL.csv,goggle pocket,regular mesh ,supplier / 1606b02,100% polyester,,,,none,none,,,,,,goggle pocket,,black,black,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,3,L1-107-18_WILCOX_4-7-17_SHELL.csv,location ,seam tape,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,4,L1-107-18_WILCOX_4-7-17_SHELL.csv,critically seam taped,seam tape,tsgs ,none,,,,none,none,,,,,,critically seam taped,,critically seam taped,critically seam taped,,,critically seam taped,critically seam taped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,9,L1-107-18_WILCOX_4-7-17_SHELL.csv,sleeves,solid 210t ,solis / sonp006-1,100% nylon,,,,none,none,,,,,,sleeves,,black,black,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,10,L1-107-18_WILCOX_4-7-17_SHELL.csv,chest pocket bag,solid 210t ,solis / sonp006-1,100% nylon,,,,none,none,,,,,,chest pocket bag,,black,black,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,11,L1-107-18_WILCOX_4-7-17_SHELL.csv,lower body & powder skirt,solid coated 210t,solis / sonp006-pu03,100% nylon,,,,none,none,,,,,,lower body & powder skirt,,black,black,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,14,L1-107-18_WILCOX_4-7-17_SHELL.csv,sleeve gaiters,stretch lycra,supplier / ref code,content,,,,none,none,,,,,,sleeve gaiters,,black,black,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,1,L1-107-17_BARSTOW_TRIMS.csv,inside pocket,#5 coil,dadhr diecast wire (non ykk) auto lock ,,psudo anti silver slider and teeth / black tape,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,0,L1-107-17_BARSTOW_TRIMS.csv,center front,#5 metal,ykk za snap on // 1-way seperating auto lock ,,psudo anti silver slider and teeth / black tape,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,28,L1-107-17_BARSTOW_TRIMS.csv,lining media pocket cable guide,"1/4"" flat elastic",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,22,L1-107-17_BARSTOW_TRIMS.csv,hem cord lock tie down,"1/4"" flat webbing loop",suppler / ref nuber,,black,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,21,L1-107-17_BARSTOW_TRIMS.csv,keyclip loop right hand pocket,"1/4"" flat x 1 3/4"" loop",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,31,L1-107-17_BARSTOW_TRIMS.csv,cuff tab,2.5cm x 6.5cm,paiho / hooketn7,,matching,none,none,,,,1 hook tab,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,30,L1-107-17_BARSTOW_TRIMS.csv,cuff ,2.5cm x 9cm,paiho / loop#1057,,matching,none,none,,,,1 loop tab,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,10,L1-107-17_BARSTOW_TRIMS.csv,cf powder skirt closure,24l metal snap,please sorce,,psudo anti silver / black cap,none,none,,,,"4 male, 2 female",none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,11,L1-107-17_BARSTOW_TRIMS.csv,pow skirt: jacket to pant connection on powderskirt hem,24l metal snap,please sorce,,psudo anti silver / black cap,none,none,,,,3 female,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,25,L1-107-17_BARSTOW_TRIMS.csv,encased in powder skirt,25mm,suppler / ref nuber,,stock,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,26,L1-107-17_BARSTOW_TRIMS.csv,encased in back of sleeve hem,25mm,suppler / ref nuber,,stock,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,34,L1-107-17_BARSTOW_TRIMS.csv,lining left side seam,address label,sew as loop,,address label,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,37,L1-107-17_BARSTOW_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,supplier // ,,clear zip tie,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,35,L1-107-17_BARSTOW_TRIMS.csv,lining left side seam,content label,sew as loop,,content label,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,13,L1-107-17_BARSTOW_TRIMS.csv,hem cord locks,cord lock,knk / sp-177,,matte black,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,14,L1-107-17_BARSTOW_TRIMS.csv,hem cord tips,cord tip,knk / cs-074,,matte black,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,33,L1-107-17_BARSTOW_TRIMS.csv,marketing,description,ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,27,L1-107-17_BARSTOW_TRIMS.csv,goggle pocket,elastine binding,suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,17,L1-107-17_BARSTOW_TRIMS.csv,hem adjust cord exit,grommet  8mm diameter,please sorce,,psudo anti silver ,none,none,,,,2 per side = 4,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,16,L1-107-17_BARSTOW_TRIMS.csv,hood cord exit,grommet 11.5 mm (large),please sorce,,psudo anti silver ,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,2,L1-107-17_BARSTOW_TRIMS.csv,zipper pulls,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,4,L1-107-17_BARSTOW_TRIMS.csv,l1 branded trims,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,9,L1-107-17_BARSTOW_TRIMS.csv,snaps,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,12,L1-107-17_BARSTOW_TRIMS.csv,cord locks,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,15,L1-107-17_BARSTOW_TRIMS.csv,grommets,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,18,L1-107-17_BARSTOW_TRIMS.csv,shockcord,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,19,L1-107-17_BARSTOW_TRIMS.csv,drawcord,item,supplier/ ref number,,0,0,0,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,20,L1-107-17_BARSTOW_TRIMS.csv,webbing ,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,24,L1-107-17_BARSTOW_TRIMS.csv,elastic,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,29,L1-107-17_BARSTOW_TRIMS.csv,velcro,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,6,L1-107-17_BARSTOW_TRIMS.csv,back right ,l1 large embroidery,soluna / l1-2016-027,,dtm,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,5,L1-107-17_BARSTOW_TRIMS.csv,front left sleeve,l1 small embroidery,soluna / l1-2016-026,,dtm,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,7,L1-107-17_BARSTOW_TRIMS.csv,hand and chest pockets,l1 snap,luks / l1-2016-trim-001,,psudo anti silver ,none,none,,,,3,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,3,L1-107-17_BARSTOW_TRIMS.csv,center front,l1 snap on metal zipper pull,luks / l1-2016-trim-009 ,,psudo anti silver ,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,8,L1-107-17_BARSTOW_TRIMS.csv,chest pocket bag,new patch,luks / new,,black ,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,23,L1-107-17_BARSTOW_TRIMS.csv,right hand pocket,plastic keyclip ,suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,32,L1-107-17_BARSTOW_TRIMS.csv,thread,spi,ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,36,L1-107-17_BARSTOW_TRIMS.csv,lining left side seam,washing label,sew as loop,,washing label,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,0,L1-107-17_BARSTOW_SHELL.csv,insulation,item,supplier/ ref number,content,colorway 1 ,colorway 2,colorway 3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,1,L1-107-17_BARSTOW_SHELL.csv,seam tape,item,supplier/ ref number,content,colorway 1 ,colorway 2,colorway 3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,2,L1-107-17_BARSTOW_SHELL.csv,lining,item,supplier/ ref number,content,colorway 1 ,colorway 2,colorway 3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,1,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,inside pocket,#5 coil,dadhr diecast wire (non ykk) auto lock ,,psudo anti silver slider and teeth / black tape,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,0,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,center front,#5 metal,ykk za snap on // 1-way seperating auto lock ,,psudo anti silver slider and teeth / black tape,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,32,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,lining media pocket cable guide,"1/4"" flat elastic",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,23,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,hem cord lock tie down,"1/4"" flat webbing loop",suppler / ref nuber,,black,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,22,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,keyclip loop right hand pocket,"1/4"" flat x 1 3/4"" loop",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,10,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,cf powder skirt closure,14 mm plastic snap,duraflex / 1414,,black,none,none,,,,"4 male, 2 female",none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,11,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,pow skirt: jacket to pant connection on powderskirt hem,14 mm plastic snap,duraflex / 1414,,black,none,none,,,,3 sets,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,12,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,"""snap away powder skirt"" snap powder skirt to front facing when not in use",14 mm plastic snap,duraflex / 1414,,black,none,none,,,,"1 male, 1 female",none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,35,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,cuff tab,2.5cm x 6.5cm,paiho / hooketn7,,matching,none,none,,,,1 hook tab,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,34,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,cuff ,2.5cm x 9cm,paiho / loop#1057,,matching,none,none,,,,1 loop tab,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,28,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,powder skirt gripper elastic,25mm,suppler / ref nuber,,stock,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,30,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,encased in back of sleeve hem,25mm,suppler / ref nuber,,stock,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,25,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,jacket to pant connection center back ,"3/4"" x 1"" finished ",suppler / ref nuber,,black,none,none,,,,tab behind each snap = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,26,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,jacket to pant connection at side tabs,"3/4"" x 3 1/4"" flat webbing",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,38,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,lining left side seam,address label,sew as loop,,address label,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,41,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,supplier // ,,clear zip tie,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,39,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,lining left side seam,content label,sew as loop,,content label,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,14,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,hem cord locks,cord lock,knk / sp-177,,matte black,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,15,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,hem cord tips,cord tip,knk / cs-074,,matte black,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,37,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,marketing,description,ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,31,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,goggle pocket,elastine binding,suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,29,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,jacket to pant connection center back tab,"flat elastic tape 3/4"" x 4 1/4""",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,18,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,hem adjust cord exit,grommet  8mm diameter,please sorce,,psudo anti silver ,none,none,,,,2 per side = 4,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,17,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,hood cord exit,grommet 11.5 mm (large),please sorce,,psudo anti silver ,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,2,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,zipper pulls,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,4,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,l1 branded trims,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,9,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,snaps,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,13,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,cord locks,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,16,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,grommets,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,19,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,shockcord,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,20,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,drawcord,item,supplier/ ref number,,0,0,0,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,21,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,webbing ,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,27,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,elastic,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,33,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,velcro,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,6,L1-107-17_BARSTOW_MARCH17_TRIMS.csv,back right ,l1 large embroidery,soluna / l1-2016-027,,dtm,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
