,style,description ,ref,Fabric,Trims,Supplier,location,Qty,Color way-1,Color way-2,Color way-3,Color way-4,Color way-5
41,lfv11412,"insulation 
primaloft black eco 100 grs
",nan,1,0,primaloft,body  & sleeve,nan,standard,standard,standard,nan,nan
42,lfv11412,"zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
",nan,0,1,"max
zipper",front zip,1,"grey
301","eclipse blue
960","burgundy
048",nan,nan
43,lfv11412,"zipper vislon #5- 1way - left insert
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk  zipper,front zip (inside jkt) / 3in1 system,1,"grey/black
tape : 301
teeth : 580","eclipse blue/azur blue
tape : 960
teeth : 918","black/burgundy
tape : 580
teeth : 048",nan,nan
44,lfv11412,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",nan,0,1,"max
zipper","hands pockets under flap (2)
chest pocket (1)",3,"grey
301","eclipse blue
960","burgundy
048",nan,nan
45,lfv11412,"nylon  #3 - 1way -
non separable -non lock - drop puller ",nan,0,1,ykk  zipper,inner pocket ,1,"grey
301","eclipse blue
960","burgundy
048",nan,nan
46,lfv11412,cord puller,zp072-e,0,1,dragon times,"front opening (1)
",1,noir,azur blue,noir,nan,nan
47,lfv11412,cord puller,zp072-e,0,1,dragon times,"front pockets (2)
chest pocket (1)",3,noir,saphir,noir,nan,nan
48,lfv11412,"17mm  metal snap  
(male & female)  (nvisible)",nan,0,1,local,front flap (2 on top + 1 on bottom),3,antic silver,antic silver,antic silver,nan,nan
49,lfv11412,"17mm  metal snap  
(male & female)  (nvisible)",nan,0,1,local,"front hood & collar flap (4)
back hood removable system  (3)",7,antic silver,antic silver,antic silver,nan,nan
50,lfv11412,"17mm metal snap  
( female)  (nvisible)",nan,0,1,local,"removable hood system
back collar flap  (3)",3,antic silver,antic silver,antic silver,nan,nan
51,lfv11412,"2,5mm elastic cord ",nan,0,1,local,"bottom adjustment  (1)
hood adjustment (1)",2,black,black,black,nan,nan
52,lfv11412,"new mmg cord stopper 
20mm+ slit",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment (2)",3,noir,noir,noir,nan,nan
53,lfv11412,10mm metal eyelet,nan,0,1,local,"bottom adjustment  (2)
hood adjustment (4)",6,antic silver,antic silver,antic silver,nan,nan
54,lfv11412,plastic pearl,cp-a1,0,1,unitex,hood adjustment (2),2,noir,noir,noir,nan,nan
55,lfv11412,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (2)
hood adjustment (2)
to hold stopper and cord",4,noir,noir,noir,nan,nan
56,lfv11412,"velcro female velvet (rounded corner)
10x60mm",nan,0,1,local / pahio,front flap,3,black,"eclipse blue
to539",black,nan,nan
57,lfv11412,"velcro male hook (rounded corner)
10x60mm",nan,0,1,local / pahio,garment front,3,black,"eclipse blue
to539",black,nan,nan
58,lfv11412,"velcro female velvet (rounded corner)
20x100mm",nan,0,1,local / pahio,"back hood adjustment
on  garment  ",1,black,"eclipse blue
to539",black,nan,nan
59,lfv11412,"velcro male hook ( rounded corner)
20x60mm",nan,0,1,local / pahio,"back hood adjustment 
on  flap ",1,black,"eclipse blue
to539",black,nan,nan
60,lfv11412,"velcro female velvet (rounded corner)
20x100mm",nan,0,1,local / pahio," cuff adjustment
on  garment  ",2,black,"eclipse blue
to539",black,nan,nan
61,lfv11412,"velcro male hook (rounded corner)
20x60mm",nan,0,1,local / pahio," cuff adjustment
on  flap ",2,black,"eclipse blue
to539",black,nan,nan
62,lfv11412,12mm nylon webbing ,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,nan,nan
63,lfv11412,10 mm plastic snap,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,nan,nan
64,lfv11412,"zipper vislon # 5 - 1way - right insert
vsor-58 du4 e p14 kensin musi n-anti newkob4",nan,0,1,ykk  zipper,front zip,1,"black/grey
tape : 580
teeth : 301","eclipse blue/azur blue
tape : 960
teeth : 918","black/burgundy
tape : 580
teeth : 048",nan,nan
65,lfv11412,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",nan,0,1,"max
zipper",hands pockets under flap (2),2,"grey
301","eclipse blue
960","burgundy
048",nan,nan
66,lfv11412,mmg webbing 5mm width,eis15u-xmtre01,0,1,yf zipper,"jkt connection 
back neckline  (1)
bottom  sleeves (2)",3,noir,dark skyfall 2,noir,nan,nan
67,lfv11412,elastic binding total width 20mm,eb011-e,0,1,wilson group,bottom sleeve hem,2,noir,abyss,noir,nan,nan
68,lfv11412,embroidery  lafuma 72 mm,nan,0,1,local / ming shyang,right front / top,1,"grey
e414","eclipse blue
30055",black,nan,nan
69,lfv11412,embroidery lafuma feuille 20 mm,nan,0,1,local / ming shyang,left sleeve / top,1,"grey
e414","eclipse blue
30055",black,nan,nan
70,lfv11412, climactive woven fly,lw050-e,0,1,triple star,left side seam ,1,black,black,black,nan,nan
71,lfv11412,marking  inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
72,lfv11412,embroidery  lafuma 72 mm,nan,0,1,local / ming shyang,right front / top,1,"grey
e414","eclipse blue
30055","burgundy
f194",nan,nan
73,lfv11412,embroidery lafuma feuille 20 mm,nan,0,1,local / ming shyang,left sleeve / top,1,"grey
e414","eclipse blue
30055","burgundy
f194",nan,nan
74,lfv11412,primaloft label,l-2000,0,1,primaloft,left side seam ,1,nan,nan,nan,nan,nan
75,lfv11412,"woven label
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
76,lfv11412,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
77,lfv11412,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan
78,lfv11412,"woven label
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
79,lfv11412,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,"standard
",nan,nan,nan,nan
80,lfv11412,care label & p.o. label,lc011-e,0,1,local,left side seam ,nan,white satin ,nan,nan,nan,nan
81,lfv11412,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan
82,lfv11412,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
83,lfv11412,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
84,lfv11412,hang tag climactive,"small
ht394146-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
85,lfv11412,"hang tag"" primaloft"" black eco ",h-3001,0,1,primaloft,nan,1,standard,nan,nan,nan,nan
86,lfv11412,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
87,lfv11412,gencode sticker,nan,0,1,local,nan,2,nan,nan,nan,nan,nan
88,lfv11412,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,nan,nan,nan,nan,nan
89,lfv11412,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan
90,lfv11420,"shell 1 
06302",nan,1,0,libolon,garment,nan,heather grey,heather grey,ink/noir,burgundy laf,nan
91,lfv11420,mesh,nan,1,0,local,body,nan,grey,grey,black,black,nan
92,lfv11420,taffetas nylon 210t,nan,1,0,local,sleeves lining + hood + pocket bag + front panel lining,nan,grey,grey,black,black,nan
93,lfv11420,"brush tricot 
ref: am1378 asia fit",nan,1,0,local,chin guard,nan,grey,grey,black,black,nan
94,lfv11420,full seam tape,nan,0,1,local,full body,nan,clear,clear,clear,clear,nan
95,lfv11420,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,white,nan
96,lfv11420,"zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
",nan,0,1,"max
zipper",front zip,1,black 580,"grey
301","eclipse blue
960","burgundy
048",nan
97,lfv11420,"zipper vislon #5- 1way - left insert
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk  zipper,front zip (inside jkt) / 3in1 system,1,black 580,"grey/black
tape : 301
teeth : 580","eclipse blue/azur blue
tape : 960
teeth : 918","black/burgundy
tape : 580
teeth : 048",nan
98,lfv11420,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",nan,0,1,"max
zipper","hands pockets under flap (2)
chest pocket (1)",3,black 580,"grey
301","eclipse blue
960","burgundy
048",nan
99,lfv11420,"nylon  #3 - 1way -
non separable -non lock - drop puller ",nan,0,1,ykk  zipper,inner pocket ,1,black 580,"grey
301","eclipse blue
960","burgundy
048",nan
100,lfv11420,cord puller,zp072-e,0,1,dragon times,"front opening (1)
",1,noir,noir,azur blue,noir,nan
101,lfv11420,cord puller,nan,0,1,dragon times,"front pockets (2)
chest pocket (1)",3,noir,noir,saphir,noir,nan
102,lfv11420,"2,5mm elastic cord ",nan,0,1,local,"bottom adjustment  (1)
hood adjustment (1)",2,black,black,black,black,nan
103,lfv11420,"mmg cord stopper
20mm+slit",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment (2)",3,noir,noir,noir,noir,nan
104,lfv11420,10mm metal eyelet,nan,0,1,local,"bottom adjustment  (2)
hood adjustment (4)",6,antic silver,antic silver,antic silver,antic silver,nan
105,lfv11420,plastic pearl,cp-a1,0,1,unitex,hood adjustment (2),2,noir,noir,noir,noir,nan
106,lfv11420,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (2)
hood adjustment (2)
to hold stopper and cord",4,noir,noir,noir,noir,nan
107,lfv11420,"17mm  metal snap  
(male & female)  (nvisible)",nan,0,1,local,front flap (2 on top + 1 on bottom),3,antic silver,antic silver,antic silver,antic silver,nan
108,lfv11420,"17mm  metal snap  
(male & female)  (nvisible)",nan,0,1,local,"front hood & collar flap (4)
back hood removable system  (3)",7,antic silver,antic silver,antic silver,antic silver,nan
109,lfv11420,"velcro female velvet (rounded corner)
10x60mm",nan,0,1,local / pahio,front flap,3,black,black,"eclipse blue
to539",black,nan
110,lfv11420,"velcro male hook (rounded corner)
10x60mm",nan,0,1,local / pahio,garment front,3,black,black,"eclipse blue
to539",black,nan
111,lfv11420,"velcro female velvet (rounded corner)
20x80mm",nan,0,1,local / pahio,"back hood adjustment
on  garment  ",1,black,black,"eclipse blue
to539",black,nan
112,lfv11420,"velcro male hook (rounded corner)
20x60mm",nan,0,1,local / pahio,"back hood adjustment 
on  flap ",1,black,black,"eclipse blue
to539",black,nan
113,lfv11420,"velcro female velvet (rounded corner)
20x100mm",nan,0,1,local / pahio," cuff adjustment
on  garment  ",2,black,black,"eclipse blue
to539",black,nan
114,lfv11420,"velcro male hook (rounded corner)
20x60mm",nan,0,1,local / pahio," cuff adjustment
on  flap ",2,black,black,"eclipse blue
to539",black,nan
115,lfv11420,"velcro female velvet (rounded corner)
12x60mm",nan,0,1,local / pahio,"back bottom hood
back bottom collar",2,black,black,"eclipse blue
to539",black,nan
116,lfv11420,"velcro male hook ( rounded corner)
12x60mm",nan,0,1,local / pahio,top collar storage hood,1,black,black,"eclipse blue
to539",black,nan
117,lfv11420,12mm nylon webbing ,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,nan
118,lfv11420,10mm plastic snap,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,nan
119,lfv11420,embroidery  lafuma 72 mm,nan,0,1,ming shang,right front / top,1,black,"grey
e414","eclipse blue
30055",black,nan
120,lfv11420,embroidery lafuma feuille 20 mm,nan,0,1,ming shang,left sleeve / top,1,black,"grey
e414","eclipse blue
30055",black,nan
121,lfv11420, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,black,black,black,black,nan
122,lfv11420,labels  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
123,lfv11420,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
124,lfv11420,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
125,lfv11420,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan
126,lfv11420,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan
127,lfv11420,hang tag low impact,ht394299-e,0,1,triple star,on top of corporate ht,1,standard,nan,nan,nan,nan
128,lfv11420,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
129,lfv11420,"hang tag climactive
","small
ht394146-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
130,lfv11420,hang tag pfc free,ht394145-e,0,1,triple star,on back of corporate ht,1,standard,nan,nan,nan,nan
131,lfv11420,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,nan,nan,nan,nan,nan
132,lfv11420,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan
133,lfv11420,"shell 1 
06302",nan,0,1,libolon,garment,nan,heather grey,heather grey,ink/noir,burgundy laf,nan
134,lfv11420,mesh,nan,0,1,local,body,nan,grey,grey,black,black,nan
135,lfv11420,taffetas nylon 210t,nan,0,1,local,sleeves lining + hood + pocket bag + front panel lining,nan,grey,grey,black,black,nan
136,lfv11420,"brush tricot 
ref: am1378 asia fit",nan,0,1,local,chin guard,nan,grey,grey,black,black,nan
137,lfv11420,full seam tape,nan,0,1,local,full body,nan,clear,clear,clear,clear,nan
138,lfv11420,non woven,nan,0,1,local,flaps + embroideries backside,nan,white,white,white,white,nan
139,lfv11420,"zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
",nan,0,1,"max
zipper",front zip,1,black 580,"grey
301","eclipse blue
960","burgundy
527",nan
140,lfv11420,"zipper vislon #5- 1way - left insert
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk  zipper,front zip (inside jkt) / 3in1 system,1,black 580,"grey/black
tape : 301
teeth : 580","eclipse blue/azur blue
tape : 960
teeth : 918","black/burgundy
tape : 580
teeth : 527",nan
141,lfv11420,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",nan,0,1,"max
zipper","hands pockets under flap (2)
chest pocket (1)",3,black 580,"grey
301","eclipse blue
960","burgundy
527",nan
142,lfv11420,"nylon  #3 - 1way -
non separable -non lock - drop puller ",nan,0,1,ykk  zipper,inner pocket ,1,black 580,"grey
301","eclipse blue
960","burgundy
527",nan
143,lfv11420,cord puller,zp072-e,0,1,dragon times,"front opening (1)
",1,noir,noir,azur blue,noir,nan
144,lfv11420,cord puller,zp072-e,0,1,dragon times,"front pockets (2)
chest pocket (1)",3,noir,noir,saphir,noir,nan
145,lfv11420,"2,5mm elastic cord ",nan,0,1,local,"bottom adjustment  (1)
hood adjustment (1)",2,black,black,black,black,nan
146,lfv11420,"mmg cord stopper
20mm+slit",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment (2)",3,noir,noir,noir,noir,nan
147,lfv11420,10mm metal eyelet,nan,0,1,local,"bottom adjustment  (2)
hood adjustment (4)",6,antic silver,antic silver,antic silver,antic silver,nan
148,lfv11420,plastic pearl,cp-a1,0,1,unitex,hood adjustment (2),2,noir,noir,noir,noir,nan
149,lfv11420,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (2)
hood adjustment (2)
to hold stopper and cord",4,noir,noir,noir,noir,nan
150,lfv11420,"17mm  metal snap  
(male & female)  (nvisible)",nan,0,1,local,front flap (2 on top + 1 on bottom),3,antic silver,antic silver,antic silver,antic silver,nan
151,lfv11420,"17mm  metal snap  
(male & female)  (nvisible)",nan,0,1,local,"front hood & collar flap (4)
back hood removable system  (3)",7,antic silver,antic silver,antic silver,antic silver,nan
152,lfv11420,"velcro female velvet (rounded corner)
10x60mm",nan,0,1,local / pahio,front flap,3,black,black,"eclipse blue
to539",black,nan
153,lfv11420,"velcro male hook (rounded corner)
10x60mm",nan,0,1,local / pahio,garment front,3,black,black,"eclipse blue
to539",black,nan
154,lfv11420,"velcro female velvet (rounded corner)
20x80mm",nan,0,1,local / pahio,"back hood adjustment
on  garment  ",1,black,black,"eclipse blue
to539",black,nan
155,lfv11420,"velcro male hook (rounded corner)
20x60mm",nan,0,1,local / pahio,"back hood adjustment 
on  flap ",1,black,black,"eclipse blue
to539",black,nan
156,lfv11420,"velcro female velvet (rounded corner)
20x100mm",nan,0,1,local / pahio," cuff adjustment
on  garment  ",2,black,black,"eclipse blue
to539",black,nan
157,lfv11420,"velcro male hook (rounded corner)
20x60mm",nan,0,1,local / pahio," cuff adjustment
on  flap ",2,black,black,"eclipse blue
to539",black,nan
158,lfv11420,"velcro female velvet (rounded corner)
12x60mm",nan,0,1,local / pahio,"back bottom hood
back bottom collar",2,black,black,"eclipse blue
to539",black,nan
159,lfv11420,"velcro male hook ( rounded corner)
12x60mm",nan,0,1,local / pahio,top collar storage hood,1,black,black,"eclipse blue
to539",black,nan
160,lfv11420,12mm nylon webbing ,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,nan
161,lfv11420,10mm plastic snap,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,nan
162,lfv11420,marking  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
163,lfv11420,embroidery  lafuma 72 mm,nan,0,1,ming shang,right front / top,1,black,"grey
40022","azur blue
9135",black,nan
164,lfv11420,embroidery lafuma feuille 20 mm,nan,0,1,ming shang,left sleeve / top,1,black,"grey
40022","azur blue
9135",black,nan
165,lfv11420, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,black,black,black,black,nan
166,lfv11420,labels  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
167,lfv11420,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
168,lfv11420,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
169,lfv11420,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan
170,lfv11420, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
171,lfv11420,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan
172,lfv11420,hang tag low impact,ht394299-e,0,1,triple star,on top of corporate ht,1,standard,nan,nan,nan,nan
173,lfv11420,hangtag lafuma corporate,ht-394081-e,0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
174,lfv11420,"hang tag climactive
","big
ht394133-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
175,lfv11420,hang tag pfc free,ht394145-e,0,1,triple star,on back of corporate ht,1,standard,nan,nan,nan,nan
176,lfv11420,gencode sticker,nan,0,1,local,nan,2,nan,nan,nan,nan,nan
177,lfv11420,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,nan,nan,nan,nan,nan
178,lfv11420,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan
179,lfv11422,"shell 1 / fleece
ptb-239-11b",nan,1,0,men chuen,fleece face,nan,tarmac,eclipse blue,noir,nan,nan
180,lfv11422,"shell 2 / nylon
8093ldf3",nan,1,0,caroltex,nylon face,nan,pixel mercury grey,pixel eclipse,pixel tarmac,nan,nan
181,lfv11422,padding quality pk80,nan,1,0,local,padding stitched on poly face,nan,80g,80g,80g,nan,nan
182,lfv11422,"non woven
",nan,1,0,local,embroideries backside,nan,white,white,white,nan,nan
183,lfv11422,"zipper vislon #5 (right insert)
1 way-separable-autolock - reversible - du puller
vsor-58 du4 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,front zip,1,"grey/eclipse blue
tape : 243
teeth : 960","eclipse blue
960","black
580",nan,nan
184,lfv11422,"zipper coil inverted #3
1way - non separable - non lock  - short puller
sn32max",nan,0,1,"max
zipper","2x pocket zipper 
fleece face",2,"eclipse blue
960","eclipse blue
960","black
580",nan,nan
185,lfv11422,"zipper coil inverted #3
1way - non separable - non lock  - short puller
sn32max",nan,0,1,"max
zipper","1x pocket zipper
nylon face",1,"eclipse blue
960","eclipse blue
960","black
580",nan,nan
186,lfv11422,"zipper cord 2 tone 1,7mm",zp070-e,0,1,unitex,"1x front zipper
2x pocket zipper 
fleece face",3,navy,navy,carbone grey,nan,nan
187,lfv11422,"zipper cord 2 tone 1,7mm",zp070-e,0,1,unitex,"1x pocket zipper
nylon face",1,navy,navy,carbone grey,nan,nan
188,lfv11422,lycra binding 20mm total width,eb011-e,0,1,wilson group,"bottom sleeve
front hood",3,saphir,saphir,black,nan,nan
189,lfv11422,marking,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
190,lfv11422,embroidery lafuma 72x13mm,nan,0,1,local / ming shyang,"right top front 
fleece face",1,"eclipse blue
9044","eclipse blue
9244","grey
e414",nan,nan
191,lfv11422,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve 
fleece face",1,"eclipse blue
9044","eclipse blue
9244","grey
e414",nan,nan
192,lfv11422,heat transfert lafuma 70 mm,pt400,0,1,j-long,"right top front
nylon face",1,insigna blue,insigna blue,carbone grey,nan,nan
193,lfv11422,heat transfert leaf 18 mm,pt401,0,1,j-long,"left top sleeve
nylon face",1,insigna blue,insigna blue,carbone grey,nan,nan
194,lfv11422,labels,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
195,lfv11422,woven label windactive,lw051-e,0,1,triple star,"nylon face
inside left back 7cm from bottom",1,black,nan,nan,nan,nan
196,lfv11422,woven label technowarm,lw052-e,0,1,triple star,"fleece face
outside left back 7cm from bottom",1,black,nan,nan,nan,nan
197,lfv11422,"woven labels lafuma
",lw033-e,0,1,sml,inside left pocket / fleece face,1,orange ,nan,nan,nan,nan
198,lfv11422,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,inside left pocket / fleece face,1,standard,nan,nan,nan,nan
199,lfv11422,care label & p.o. label,lc011-e,0,1,sml,inside left pocket / fleece face,1,white satin ,nan,nan,nan,nan
200,lfv11422, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
201,lfv11422,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan
202,lfv11422,hang tag reversible,ht094-e,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan
203,lfv11422,hangtag lafuma corporate,"small
ht394082-e",0,1,triple star,"pocket zipper outside jkt
nylon face",1,standard,nan,nan,nan,nan
204,lfv11422,hang tag windactive,"small
ht-396073-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan
205,lfv11422,"hang tag technowarm
fleece","

small
ht394159-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan
206,lfv11422,hang tag pfc free,"small
ht394145-e",0,1,triple star,nan,1,standard,nan,nan,nan,nan
207,lfv11422,gencode sticker,nan,0,1,local,nan,2,nan,nan,nan,nan,nan
208,lfv11422,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,nan,nan,nan,nan,nan
209,lfv11422,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan
210,lfv11440,"shell 1
pfm0025u87 3l",nan,1,0,flyingtex,full garment,nan,saphir,noir,nan,nan,nan
211,lfv11440,full seam tape,nan,1,0,local,full seam tape,nan,ton/ton - grey,ton/ton - grey,nan,nan,nan
212,lfv11440,non woven,nan,1,0,local,flaps + embroideries backside,nan,black,black,nan,nan,nan
213,lfv11440,fabric   inner jkt,nan,1,0,supplier,designation,nan,"eclipse blue
8598","black
0247",nan,nan,nan
214,lfv11440,"shell 2
pr20 nylon fd",nan,1,0, local,inner jacket / lining,nan,insigna blue,black,nan,nan,nan
215,lfv11440,"insulation
sk2 quality 120gr",nan,1,0,local,body,nan,120gr,120gr,nan,nan,nan
216,lfv11440,"insulation
sk2 quality 80gr",nan,1,0,local,sleeves + collar,nan,80gr,80gr,nan,nan,nan
217,lfv11440,"zipper delrin # 5
1way - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"eclipse blue
tape : 960
teeth : dark nickel","black
tape : 580
teeth : dark nickel",nan,nan,nan
218,lfv11440,"zipper delrin # 5
1way - non separable - non lock
",nan,0,1,"max
zipper",2x pocket zipper,2,"eclipse blue
tape : 960
teeth : dark nickel","black
tape : 580
teeth : dark nickel",nan,nan,nan
219,lfv11440,"zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,1x jacket connection,1,"eclipse blue
960","black
580",nan,nan,nan
220,lfv11440,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,nan,nan,nan
221,lfv11440,"17mm flat metal snap  
(male & female parts)","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","3x front flap (1x bottom + 2x top)
2x cuff tab
2x bottom pocket
1x chest pocket flap",8,"black
s9998","black
s9998",nan,nan,nan
222,lfv11440,"12mm flat metal snap - 
invisible (female & male part)",nan,0,1,local,"7x removable hood connect
 to collar tab 3x front flap",10,antic silver,antic silver,nan,nan,nan
223,lfv11440,"12mm flat metal snap  
(female part)",nan,0,1,local, 1x back collar flap (middle),1,antic silver,antic silver,nan,nan,nan
224,lfv11440,"17mm flat metal snap  
(male part)",nan,0,1,local,2x bottom sleeve,2,antic silver,antic silver,nan,nan,nan
225,lfv11440,"2,5mm elastic cord ",nan,0,1,local,1x front hood adjustment,1,black,black,nan,nan,nan
226,lfv11440,"plastic cord stopper
20mm ",eis15u-xmstp01,0,1,unitex,2x front hood adjustment,2,saphir,noir,nan,nan,nan
227,lfv11440,plastic pearl,cp-a1,0,1,unitex,2x front hood adjustment,2,saphir,noir,nan,nan,nan
228,lfv11440,10mm metal eyelet,nan,0,1,local,4x front hood adjustment,4,antic silver,antic silver,nan,nan,nan
229,lfv11440,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,"2x bottom adjustement
2x front hood adjustement 
to hold stopper and cord",3,saphir,noir,nan,nan,nan
230,lfv11440,12mm nylon webbing ,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,nan,nan,nan
231,lfv11440,8mm plastic snap,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,nan,nan,nan
232,lfv11440,nan, ref,0,1,supplier,designation,qty,"eclipse blue
8598","black
0247",nan,nan,nan
233,lfv11440,"zipper vislon #5 (right insert)
1 way-separable-autolock - reversible - du puller
vsor-58 du4 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,front zip,1,"eclipse blue
960","black
580",nan,nan,nan
234,lfv11440,"zipper nylon inverted #5 
1 way  - non separable - non-lock",nan,0,1,"max
zipper",2x pocket zipper,2,"eclipse blue
960","black
580",nan,nan,nan
235,lfv11440,lycra binding 10mm folded,eb011-e,0,1,wilson group,bottom sleeve,2,saphir,noir,nan,nan,nan
236,lfv11440,webbing 5mm,eis15u-xmtre01,0,1,yf zipper,"1x back neckline (jkt connection)
2x 4cm from bottom sleeve ( jkt connection)",3,saphir,noir,nan,nan,nan
237,lfv11440,marking  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
238,lfv11440,embroidery lafuma 72mm,nan,0,1,local / ming shyang,"right top front
outer jacket",1,"eclipse blue
30055",black,nan,nan,nan
239,lfv11440,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve 
outer jacket",1,"eclipse blue
30055",black,nan,nan,nan
240,lfv11440,marking inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
241,lfv11440,embroidery lafuma 72mm,nan,0,1,local / ming shyang,"right top front / 
inner jkt",1,"eclipse blue
30055",black,nan,nan,nan
