,item,supplier,ref,description,spec,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,fabric,trims,outer,inner
2049,size label,,,abwv_69v vietnam size label,,,,sewn in and centered below main label,1,,,black/off white,black/off white,black/off white,black/off white,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2050,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",1,,,black,black,black,black,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2051,abwvlp_01 woven loop,,,abwvlp_01 (supplied by sml),,,,inside center back neck seam,1,,,black/off white,black/off white,black/off white,black/off white,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2052,branding,,,abpa_116 airblaster pu label,,,,"left chest, see palcement page for detail",1,,,mahogany/black,duffel/butter,mahogany/black,duffel/butter,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2053,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2054,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2055,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,centered on poly bag,1,,,clear,clear,clear,clear,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2056,country of origin sticker (supplied by your side),,,made in china sticker,,,,centered above upc sticker,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2057,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,lookers right bottom corner,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB18WJ1_075F,0,1,1,0
2058,shell fabric,,,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),,,,"main body, back yoke, back pocket flaps",none,,,black,khaki,kombu green,dark navy,,,,,airblaster,AB17MP2_054,1,0,1,0
2059,shell fabric,,,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),,,,cargo pockets,none,,,black,black,camel,oxblood,,,,,airblaster,AB17MP2_054,1,0,1,0
2060,lining,,,210t-e emb07 terry emboss taffeta 100% nylon (supplied by ecoya),,,,inside lining,none,,,black,black,black,black,,,,,airblaster,AB17MP2_054,1,0,1,0
2061,lining,,, velvety tricot - soto048-1 (supplied by solis),,,,"inside wiastband, inner front pockets, inside fly panel",none,,,black,black,black,black,,,,,airblaster,AB17MP2_054,1,0,1,0
2062,other ,,,100% poly mesh - sotc025-1 (supplied by solis),,,,vents,none,,,black,black,black,black,,,,,airblaster,AB17MP2_054,1,0,1,0
2063,other,,,nylon/elastic lycra - sono029-1 (supplied by solis),,,,inside lower leg gaiters,none,,,black,black,black,black,,,,,airblaster,AB17MP2_054,1,0,1,0
2064,zipper,,,"ykk no.5 nylon coil zippers, auto-lock slider da8lh",,,,fly,1,,,black,khaki 886,duffel 237,oxblood 097,,,,,airblaster,AB17MP2_054,0,1,1,0
2065,zipper,,,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)",,,,(2) hand pockets pockets ,2,,,black,khaki 886,duffel 237,oxblood 097,,,,,airblaster,AB17MP2_054,0,1,1,0
2066,zipper,,,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1(zippers close from c.b. to side seam)",,,,(1) back pockets ,1,,,black,khaki 886,duffel 237,oxblood 097,,,,,airblaster,AB17MP2_054,0,1,1,0
2067,zipper,,,"ykk no.5 nylon coil zippers,hidden chain, auto-lock slider da8lh1 (zipper close down)",,,, vents,2,,,black,khaki 886,duffel 237,oxblood 097,,,,,airblaster,AB17MP2_054,0,1,1,0
2068,zipper pull,,,abzp_01 utility cord zipper pullers with tied end ,,,,"(2) vents, (3) pockets,  ",5,,,black,black,black,black,,,,,airblaster,AB17MP2_054,0,1,1,0
2069,hardware,,,jean button17mm  (incl. washers),,,,(1) fly opening,1,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,airblaster,AB17MP2_054,0,1,1,0
2070,hardware,,,"snap buttons absnp_01 (sets), 17mm  (incl. washers)",,,," (4) pocket flaps, (2) bang snaps, (2) back pocket flaps",8,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,airblaster,AB17MP2_054,0,1,1,0
2071,hardware,,,12mm metal eyelet  (incl. washers),,,,(2)waistband (1) left belt loop,3,,,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,airblaster,AB17MP2_054,0,1,1,0
2072,hardware,,,lace hooks,,,,c.f. of lower leg gaiters at gripper elastic,2,,,black oxidized,black oxidized,black oxidized,black oxidized,,,,,airblaster,AB17MP2_054,0,1,1,0
2073,drawcord,,,polyester flat lace drawcord with metal sealed ends.  w:1 cm,,,,waistband,1,,,black,black,dark olive,black,,,,,airblaster,AB17MP2_054,0,1,1,0
2074,elastic,,,gripper elastic,,,,at inside lower leg gators,1,,,black,black,black,black,,,,,airblaster,AB17MP2_054,0,1,1,0
2075,key clip,,,plastic key clip attched with webbing loop,,,,inside w. right pocket bag,1,,,black,black,black,black,,,,,airblaster,AB17MP2_054,0,1,1,0
2076,webbing,,,"flat webbing tape, 8mm",,,,key clip attachment at wearers right inside pocket,1,,,black,black,black,black,,,,,airblaster,AB17MP2_054,0,1,1,0
2077,main label,,,abwv_67 freedom main label,,,,"inside c.b. waist, see q/a for detail",1,,,gold/black,gold/black,gold/black,gold/black,,,,,airblaster,AB17MP2_054,0,1,1,0
2078,size label,,,abwv_69v vietnam size label,,,,sewn in and centered below main label,1,,,black/gold,black/gold,black/gold,black/gold,,,,,airblaster,AB17MP2_054,0,1,1,0
2079,w/c label,,,satin/printed w/c label (supplied by your side),,,,at inside wearers left 8 cm from waistband seam,1,,,black,black,black,black,,,,,airblaster,AB17MP2_054,0,1,1,0
2080,flag  label,,,ablt_01 flag label (airpill logo side),,,,left vent 2cm up from bottom of vent,1,,,black/white,black/white,black/white,black/white,,,,,airblaster,AB17MP2_054,0,1,1,0
2081,abwvlp_01 woven loop,,,abwvlp_01 (supplied by sml),,,,inside center back waist seam,1,,,black/gold,black/gold,black/gold,black/gold,,,,,airblaster,AB17MP2_054,0,1,1,0
2082,branding,,,abpa_77 freedom seam label,,,,"right cargo poacket, see placement page for detail",1,,,black/oxblood,black/oxblood,brown/dark brown,black/oxblood,,,,,airblaster,AB17MP2_054,0,1,1,0
2083,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB17MP2_054,0,1,1,0
2084,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB17MP2_054,0,1,1,0
2085,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,centered on poly bag,1,,,black,black,black,black,,,,,airblaster,AB17MP2_054,0,1,1,0
2086,country of origin sticker (supplied by your side),,,made in china sticker,,,,centered above upc sticker,1,,,white,white,white,white,,,,,airblaster,AB17MP2_054,0,1,1,0
2087,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,lookers right bottom corner,1,,,white,white,white,white,,,,,airblaster,AB17MP2_054,0,1,1,0
2088,main fabric,,,94% spun polyester 6%spandex single jersey + wicking               r21103023,,,,main body,none,,,black,moose,pizza,mens fish,,,,,airblaster,AB18KNJ1_002,1,0,1,0
2089,binding,,,94% spun polyester 6%spandex single jersey + wicking                      r21103023,,,,hood opening,none,,,black,moose,pizza,mens fish,,,,,airblaster,AB18KNJ1_002,1,0,1,0
2090,thread,,,none,,,,flatlock seams upper body,none,,,black,black,black,excalibur 18-3905,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2091,thread,,,none,,,,flatlock seams lower body,none,,,black,red 19-1763tpx,black,olive 18-0420tpx,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2092,zipper,,,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,,,,c.f. zipper,1,,,black,red 519,black,dk grey 155,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2093,zipper,,,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,,,,waistband zipper,1,,,black,red 519,black,dk grey 155,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2094,main label,,,abtr_538v transfer label 100% polyester,,,,"inside c.b. neck, 3  cm below neck seam",1,,,white,white,black,white,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2095,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from waistband seam",1,,,black,black,black,black,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2096,embroidery,,,ninja star abem_015a 2-color ,,,,"at wearer's left chest, sewn directly to chest with sns edge stitch, see palcement page for detail  (a. star color, b. pill color)",1,,,a) metallic silver st101                      b) black,,yellow/red/black/brown,,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2097,embroidery,,,abem_310 pizza ninja star,,,,"at wearer's left chest, sewn directly to chest with sns edge stitch",1,,,,tbd,tbd,none,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2098,hangtag,,,none,,,,c.f. zipper. use white color webbing rope to attach. supplied by sml.,1,,,tbd,clear,clear,none,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2099,size sticker,,,clear size indication zipper,,,,2 pcs placed on each designated white square on side of packing box.,2,,,clear,white,white,none,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2100,upc sticker,,,sticker width 3.5 cm,,,,"at bottom side of ninja suit packaging box.  place in looker's lower right corner, 2 cm from each edge.  upc sticker to be provided by factory for 12/13.",1,,,white,black,black,none,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2101,ninja packing box,,,see sample,,,,garment folded neatly and placed in packing box.  will advise ordering information when available.,1,,,black,,,,,,,,airblaster,AB18KNJ1_002,0,1,1,0
2102,shell fabric,,,sota074-r01 100% polyester  cire coating,,,,"main body, sleeves, pockets",none,,,black,olive night,oxblood,sea pine,,,,,airblaster,AB19WJ3_088,1,0,1,0
2103,other,,,"1x1 rib knit,good quality arcylic/spandex",,,,"cuffs, collar",none,,,black,black,black,black,,,,,airblaster,AB19WJ3_088,0,1,1,0
2104,lining,,,210t taffeta 100% nylon emb07 terry emboss supplied by ecoya,,,,inside lininglower pocket bag,none,,,black,old gold,old gold,black,,,,,airblaster,AB19WJ3_088,1,0,1,0
2105,pellon,,,lightweight interfacing (item# tbd),,,, collar,none,,,white,white,white,white,,,,,airblaster,AB19WJ3_088,1,0,1,0
2106,zipper,,,"ykk no.5 metalux vislon zipper,auto-lock sliders da8lh, right hand puller,left hand insert ",,,,c.f.,1,,,black tape with vymj matte black teeth,olive night 173 tape with vymj matte black teeth,oxblood 097 tape with vymj matte black teeth,sea pine 320 tape with vymj matte black teeth,,,,,airblaster,AB19WJ3_088,0,1,1,0
2107,hardware,,,"snap buttons absnp_01 (sets), 17mm  (incl. washers)",,,,(2) pockets,2,,,bz black copper,bz black copper,bz black copper,bz black copper,,,,,airblaster,AB19WJ3_088,0,1,1,0
2108,main label,,,tbd,,,,centered 1.5cm below cb neck,1,,,black/moonbeam,black/moonbeam,black/moonbeam,black/moonbeam,,,,,airblaster,AB19WJ3_088,0,1,1,0
2109,size label,,,abwv_207 made in vietnam woven label,,,,sewn in and centered below abwv_84,1,,,black/neutral gray,black/neutral gray,black/neutral gray,black/neutral gray,,,,,airblaster,AB19WJ3_088,0,1,1,0
2110,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",1,,,black,black,black,black,,,,,airblaster,AB19WJ3_088,0,1,1,0
2111,loop label,,,abwvlp_205 loop label,,,,inside center back neck seam,1,,,black,black,black,black,,,,,airblaster,AB19WJ3_088,0,1,1,0
2112,woven label,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ3_088,0,1,1,0
2113,woven label,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ3_088,0,1,1,0
2114,hangtag,,,aquapel hangtag,,,,cf zipper,1,,,black/white,black/white,black/white,black/white,,,,,airblaster,AB19WJ3_088,0,1,1,0
2115,hangtag,,,tbd,,,,tbd,1,,,black/white,black/white,black/white,black/white,,,,,airblaster,AB19WJ3_088,0,1,1,0
2116,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ3_088,0,1,1,0
2117,country of origin sticker (supplied by your side),,,made in china sticker,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ3_088,0,1,1,0
2118,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ3_088,0,1,1,0
2119,shell fabric,,,sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),,,,"main body, sleeves, pockets, collar",none,,,black,bronze brown,pineneedle,sterilng blue,rose smoke,,,,airblaster,AB19MJ2_105,1,0,1,0
2120,lining,,, soto048-p velvety tricot -  smooth side used as face side (supplied by solis),,,,"inside body lining, pocket bag",none,,,night jungle,night jungle,night jungle,night jungle,night jungle,,,,airblaster,AB19MJ2_105,1,0,1,0
2121,lining,,,210t-e emb07 taffeta emboss 100% nylon (supplied by ecoya),,,,sleeves,none,,,black,black,black,black,black,,,,airblaster,AB19MJ2_105,1,0,1,0
2122,pellon,,,lightweight interfacing (item# tbd)  (supplied by you),,,,"collar, placket, cuffs, welts",none,,,white,white,white,white,white,,,,airblaster,AB19MJ2_105,1,0,1,0
2123,hardware,,,"snap buttons absnp_01 (sets), 17mm (incl. washers)  (supplied by you)",,,,(5)c.f.,5,,,bz black copper,bz black copper,bz black copper,sno antique silver,sno antique silver,,,,airblaster,AB19MJ2_105,0,1,1,0
2124,hardware,,,"metal eyelets, 12mm (incl. washers)  (supplied by you)",,,, (2) inside bottom hem,2,,,bz black copper,bz black copper,bz black copper,sno antique silver,sno antique silver,,,,airblaster,AB19MJ2_105,0,1,1,0
2125,stopper,,,leather stopper abstpr_134 leather pig nose  stopper,,,, (2) bottom hem drawcord,2,,,black,black,black,black,black,,,,airblaster,AB19MJ2_105,0,1,1,0
2126, drawcord,,,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm  (supplied by you),,,,bottom hem,1,,,black,black,black,black,black,,,,airblaster,AB19MJ2_105,0,1,1,0
2127,elastic ,,, 2.5 cm flat elastic  (supplied by you),,,,(2) cuffs,2,,,black,black,black,black,black,,,,airblaster,AB19MJ2_105,0,1,1,0
2128,main label,,,tbd,,,,centered 1.5cm below cb neck,1,,,black/moonbeam,black/moonbeam,black/moonbeam,black/moonbeam,black/moonbeam,,,,airblaster,AB19MJ2_105,0,1,1,0
2129,size label,,,abwv_207 made in vietnam woven label,,,,sewn in and centered below main label,1,,,black/neutral gray,black/neutral gray,black/neutral gray,black/neutral gray,black/neutral gray,,,,airblaster,AB19MJ2_105,0,1,1,0
2130,w/c label,,,satin label with print  (supplied by you),,,,"wearer's left side seam, 10 cm up from bottom edge",1,,,black,black,black,black,black,,,,airblaster,AB19MJ2_105,0,1,1,0
2131,abwvlp_01 woven loop,,,abwvlp_205 loop label,,,,inside center back neck seam,1,,,black,black,black,black,black,,,,airblaster,AB19MJ2_105,0,1,1,0
2132,branding,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB19MJ2_105,0,1,1,0
2133,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB19MJ2_105,0,1,1,0
2134,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB19MJ2_105,0,1,1,0
2135,polybag w/ warning matter,,,airpill logo print:  16 cm (supplied by you),,,,centered on poly bag,1,,,clear,clear,clear,clear,clear,,,,airblaster,AB19MJ2_105,0,1,1,0
2136,country of origin sticker (supplied by your side),,,made in china sticker  (supplied by you),,,,centered above upc sticker,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB19MJ2_105,0,1,1,0
2137,upc sticker (supplied by your side),,,sticker width 3.5 cm  (supplied by you),,,,lookers right bottom corner,1,,,tbd,tbd,tbd,tbd,tbd,,,,airblaster,AB19MJ2_105,0,1,1,0
2138,shell fabric,,,sotp069-c1-h 100% polyester 15k/10k dwr+breathable coating (supplied by solis),,,,"main body, hood, sleeves, pockets, sleeve tabs, back neck self fabric patch",none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2139,lining,,,210t-e emb07 terry emboss taffeta (supplied by ecoya),,,,"front and back body, powder skirt, pocket bag, sleeve lining,  hood",none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2140,other ,,, velvety tricot - soto048-1 (supplied by solis),,,,"comfort chin guard, inner front pocket bag panel",none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2141,other,,,100% poly mesh - sotc025-1 (supplied by solis),,,,"vents, large internal goggle pocket",none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2142,other,,,nylon/elastic lycra - sono029-1 (supplied by solis),,,,"powder skirt, hood drawcord tunnel, wrist gaiter",none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2143,other,,,lycra binding tape,,,,internal mesh pocket opening,none,,,black,black,black,black,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2144,other,,,gripper elastic,,,,powder skirt,none,,,black,black,black,black,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2145,other,,,clear pvc,,,,pass pocket window opening at outside of powder skirt,none,,,clear,clear,clear,clear,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2146,insulation,,,80gm insulation,,,,"main body, hood, sleeves",none,,,white,white,white,white,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2147,pellon,,,lightweight interfacing (item# tbd),,,,"inner storm flap, powder skirt closure flaps",none,,,white,white,white,white,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2148,pellon,,,heavyweight interfacing (item# tbd),,,,hood brim,none,,,white,white,white,white,,,,,airblaster,AB19WJ1_075F,1,0,1,0
2149,zipper,,,"ykk no.5 metalux vislon zipper,auto-lock sliders da8lh, right hand puller,left hand insert ",,,,(1)c.f.,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2150,zipper,,,ykk no.5 nylon coil  zipper.  auto-lock puller da8lh1. (zip closes down),,,, (2) hand pockets,2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2151,zipper,,,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)",,,, (2)vents,2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2152,zipper,,,"ykk no.5 nylon coil open end, hidden chain zipper, auto-lock slider da8lh",,,,removable powder skirt,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2153,zipper,,,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zip closes up)",,,,(1) napoleon pocket ,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2154,zipper pull,,,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),,,,"(2) pockets, (1) c.f. (2) vents, (1)napoleon pocket",6,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2155,velcro,,,hook; l: 3.8 .cm x h: 1.6cm,,,,cuff adjustment tab,2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2156,velcro,,,loop; l: 8cm x h: 1.6cm,,,,cuff adjustment at cuff,2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2157,velcro,,,hook and loop; w: 1.6 cm x h: 5cm,,,,(4)storm flap,4,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2158,velcro,,,hook and loop,,,,pass pocket at powder skirt,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2159,hand pulls,,,round barrel stopper - k-018 ,,,," (2) hood, (2) waistband adjustment",2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2160,webbing,,,"flat webbing tape, 8mm",,,, key clip attachment at inside wearer's right pocket,1,,,black,black,black,black,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2161,webbing,,,flat webbing tape 2cm width,,,,pass pocket pull tab,1,,,black,black,black,black,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2162,hardware,,,"metal eyelets, 12mm  (incl. washers)",,,,(4) at hood opening,4,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2163,hardware,,,"snap buttons absnp_01 (sets), 17mm  (incl. washers)",,,,"(1) snap tabs at inside bottom hem,  (2) at powder skirt",3,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2164,hardware,,,"snap buttons absnp_01 (male side only), 17mm  (incl. washers)",,,,(2) powder skirt,2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2165, drawcord,,,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,,,,"hood opening, (1) waist adjustment",2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2166,key clip,,,plastic key clip attched with webbing loop,,,,inside wearers right pocket.,1,,,black,black,black,black,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2167,main label,,,tbd,,,,"inside c.b. neck, see q/a for details",1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2168,size label,,,abwv_69v vietnam size label,,,,sewn in and centered below abwv_109,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2169,w/c label,,,satin label with print,,,,"wearer's left side seam, 10 cm up from bottom edge",1,,,black,black,black,black,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2170,abwvlp_01 woven loop,,,abwvlp_01 (supplied by sml),,,,inside center back neck seam,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2171,branding,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2172,branding,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2173,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2174,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2175,polybag w/ warning matter,,,airpill logo print:  16 cm,,,,centered on poly bag,1,,,clear,clear,clear,clear,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2176,country of origin sticker (supplied by your side),,,made in china sticker,,,,centered above upc sticker,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2177,upc sticker (supplied by your side),,,sticker width 3.5 cm,,,,lookers right bottom corner,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WJ1_075F,0,1,1,0
2178,shell fabric,,,sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis),,,,main body,none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,1,0,1,0
2179,lining,,,210t-e emb07 terry emboss taffeta - (supplied by ecoya),,,,inside lining,none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,1,0,1,0
2180,other,,, velvety tricot - soto048-1 (supplied by solis),,,,"at inside waistband, inside hand pockets at front panels only, inside fly",none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,1,0,1,0
2181,other,,,nylon/elastic lycra - sono029-1 (supplied by solis),,,,"lower leg gators, internal crotch gusset",none,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,1,0,1,0
2182,zipper,,,"no.5 ykk nylon coil zippers, auto-lock slider da8lh ",,,,fly ,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2183,zipper,,,"no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam)",,,,back pockets,2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2184,zipper pull,,,abzp_01 utility cord pulls,,,,(2) pockets,2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2185,hardware,,,"snap buttons absnp_01 (sets), 17mm  (incl. washers)",,,,"bang snaps (2), cf closure(2)",4,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2186,hardware,,,12mm metal eyelet  (incl. washers),,,,front waistband 5cm each side of center front (2),2,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2187,hardware,,,"abel_01 metal airblaster eyelet (incl. washers, supplied by wellsucceed)",,,,front left belt loop,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2188,hardware,,,metal hook closure,,,,at inside waistband,1,,,black oxidized,black oxidized,black oxidized,black oxidized,,,,,airblaster,AB19WP3_056,0,1,1,0
2189,hardware,,,metal lace hooks,,,,at inside lower leg gaiters,2,,,black oxidized,black oxidized,black oxidized,black oxidized,,,,,airblaster,AB19WP3_056,0,1,1,0
2190,drawcord,,,polyester flat lace drawcord with metal sealed ends.  w:1 cm,,,,waistband,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2191,elastic,,,gripper elastic,,,,at inside lower leg gators,1,,,black,black,black,black,,,,,airblaster,AB19WP3_056,0,1,1,0
2192,key clip,,,plastic key clip attched with webbing loop,,,,inside w. right pocket,1,,,black,black,black,black,,,,,airblaster,AB19WP3_056,0,1,1,0
2193,webbing,,,8 mm width webbing,,,,key clip attachment  at wearer's right inside pocket,1,,,black,black,black,black,,,,,airblaster,AB19WP3_056,0,1,1,0
2194,main label,,,tbd,,,,inside c.b. waist see q/a for detail,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2195,size label,,,abwv_69v vietnam size label,,,,sewn in and centered below main label,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2196,w/c label/content,,,satin with print (same as 12/13 label),,,,"at inside side seam, 8 cm down from waistband seam",1,,,black,black,black,black,,,,,airblaster,AB19WP3_056,0,1,1,0
2197,flag label,,,ablt_01 logo flag label (airpill side),,,,inside of right back pocket 3cm from top of pocket,1,,,black/white,black/white,black/white,black/white,,,,,airblaster,AB19WP3_056,0,1,1,0
2198,abwvlp_01 woven loop,,,abwvlp_01 (supplied by sml),,,,inside center back waist seam,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2199,branding,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2200,branding,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
2201,hangtag,,,tbd,,,,tbd,1,,,tbd,tbd,tbd,tbd,,,,,airblaster,AB19WP3_056,0,1,1,0
