,material,interfacing
3224,", , zippers, coil zip3mmautolock, close end1 way, dalh slider, , , , hand pockets",0
3225,", , zippers, coil zip3mmautolock, close end1 way, dalh slider, , , , ski pass pocket",0
3226,", , zippers, coil zip3mmnon lock, close end1 way, dfbw slider, , , , airventsslider at bottom when closed",0
3227,", , zippers, reversed coil zip3mmnon lock, close end1 way, dfbw slider, , , , inner pocket",0
3228,", , zippers, coil zip3mmautolock, open end1 way, da slider, , , , removable hood12 cm",0
3229,", , trims, puller rubberref: eiw18-03supplier : dragon times, , , , center front opening",0
3230,", , trims, puller rubberref: eis19-05supplier : dragon times, , , , skipass pocket",0
3231,", , trims, puller rubberref: eis19-05supplier : dragon times, , , , hand pockets",0
3232,", , trims, puller rubberref: eis19-05supplier : dragon times, , , , chest pocket",0
3233,", , trims, drawcord ref: eis15u-xmco01supplier: yf zippernot elastic, , , , inner pocket",0
3234,", , trims, drawstring outdoorref: ew026supplier: yf zipperelastic, , , , hoodbody hem",0
3235,", , trims, cord lockref: eiw17-02supplier: dragon timesuse with 2mm drawstring, , , , hood",0
3236,", , trims, rubber stopper ref: eis15u-xmstp01supplier: unitex2cm x 1cm, , , , back hoodbody hem",0
3237,", , trims, colored eyelet ref: eis15u-xmoei01supplier: unitex9mm, , , , body hem",0
3238,", , trims, eyeleteis15u-xmoei01, , , , back hood",0
3239,", , trims, colored pearleis15u-xmper01supplier: unitex, , , , back hood",0
3240,", , trims, colored pearleis15u-xmper01supplier: unitex, , , , body hem",0
3241,", , trims, colored webbing ref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers, , , , back hood",0
3242,", , trims, colored webbing ref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers, , , , body hem",0
3243,", , trims, eider hang loop ref  : eiw18-01supplier : 'yf zipper4mm diameter, , , , hang loop at collar",0
3244,", , trims, soft webbing for lining ref:eiw17-15  supplier:  dragon times1cm, , , , above inner pocketabove snowskirt",0
3245,", , trims, eider snapref : eiw18-04supplier : unitex17mm, , , , front flapcuff flaps",0
3246,", , trims, no slip elastic 25mmsilicone ref: eis17-08supplier: benefit, , , , snowskirt",0
3247,", , trims, small plastic snapref : eiw16-16supplier : unitex12mm, , , , removable hoodsnowskirt openingsnowskirt elasticsnowskirt garage (check my comments for details)",0
3248,", , trims, large elastic ref: ew17-14supplier: wilson, , , , for phone pocket",0
3249,", , trims, lycra bias unicolorref: a00a-l11133/20supplier: wilson, , , , goggle pocket",0
3250,", , trims, elastic webbing 10mm18cm fininshed lenghtlocal sourcing, , , , goggle cleaner",0
3251,", , trims, herringbone webbing supplier : wilson, , , , cf stormflap",0
3252,", , trims, velcrounder front flap1,2cm widthlocal sourcing, , , , ",0
3253,", , trims, rubber earphone holeref: pa-a2  mp3 rubbert bsupplier: yf zipper, , , , inner pocket",0
3254,", , labels, new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm, , , , sewn on left shoulder",0
3255,", , labels, woven big labelref: eiw18-11supplier: sml120x120mm, , , , sewn inside back",0
3256,", , labels, newsize woven label mmgalpha men topsupplier: smlref: lws18-01with rn + ca numbers, , , , below the hang loop at collar",0
3257,", , labels, canadian labelfor paddinglocal sourcing, , , , inside left",0
3258,", , labels, satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml, , , , inside left",0
3259,", , hangtas, plastic pinlocal sourcingto be confirmed10cm, white, , , , to attach the hangtag",0
3260,", , hangtas, biggencode sticker local sourcing5cm x 5cm, , , , sticked at back of corporate hangtag",0
3261,", , hangtas, brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: , , , , position 1",0
3262,", , hangtas, engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star, , , , position 2",0
3263,", , hangtas, engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star, , , , position 3",0
3264,", , hangtas, fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star, , , , position 4",0
3265,", , fabric 1, defenderdiscovery 2, 88% pes 12% pu, 0, 0, main fabric",0
3266,", , fur, fake fur
ref: f1g0405klxe049n
supplier: nanjing hg-nice gain fabric co
compo: mac 100% weight: 1400g/m width: 152cm+/-2, , , , hood",0
3267,", , lining, 210t nylon, , , , front panel + inside sleeves + hood + hand pocket bag+ back pannel + hand pockets inner side only
",0
3268,", , lining, cormax, , , , inside hand pockets+ triangles + back part of inside front flap",0
3269,", , lining, shell, , , ,  - cuffs facing
 - front zip facing
 - under triangle facing
 - bottom hem facing
 - hood facing
",0
3270,", , lining, cormax non brushed side, , , , collar + back of chinflap",0
3271,", , pockets, cormax, , , , outer side of hand pocket bags",0
3272,", , pockets, 210t nylon, , , , inner pocket bags + side zipped pocket + inner side of hand pocket bags",0
3273,", , waterproofness, seamtape 2ls
22mms, , , , critical seams ",0
3274,", , threads, bartacks, , , , all",0
3275,", , threads, topstitchings, , , , all",0
3276,", , fabric 1, smu fleece, 100% pes, 0, 0, main shell inside & outside garment ",0
3277,", , lining, cormax, , , ,  - hand pockets
 - collar",0
3278,", , threads, topstitchings, , , , all
",0
3279,", , threads, bartacks, , , , all
",0
3280,", , zippers, vislon zip 5mmzipper dalhopen end - 1 way right insert - autolock, , , , front opening",0
3281,", , zippers, vislon zip ias system5mm ref ykk , , , , for ias system",0
3282,", , zippers, coil zip 3mmclose end - 1wayzipper dalh, , , , side hand pockets ",0
3283,", , zippers, coil zip 3mmslider daopen end, , , , removable hood",0
3284,", , zippers, reversed zip 3mmzipper dalhnew trim, , , , inside left pocket",0
3285,", , trims, new trimbig puller ref: eiw18-03supplier: dragon timesnew trim, , , , full front opening",0
3286,", , trims, new trimlittle  puller ref: eis19-05supplier: dragon timesnew trim, , , , hand pockets ",0
3287,", , trims, new trimtricolordrawstring outdoorref: en-wb001elastic, , , , back adjustable hood",0
3288,", , trims, drawcord ref: eis15u-xmco01supplier: yf zippernot elastic, , , , left pocket inside garment",0
3289,", , trims, colored stopper supplier unitex
ref eis15u-xmstp01colored webbing 
supplier yf
ref eis15u-xmtre01, , , , back adjustable hood",0
3290,", , trims, colored webbing 
supplier yf
ref eis15u-xmtre01, , , , back adjustable hood",0
3291,", , trims, colored pearlref: eis15u-xmper01supplier: unitex eyelet 9mm 
supplier unitex 
ref eis15u-xmoei01, , , , back hood",0
3292,", , trims, eyelet 12mm 
, , , , back adjustable hood ",0
3293,", , trims, velcro + hook local sourcing, , , , tab cuff ",0
3294,", , labels, woven hang loop eiderref: eiw15-07supplier: smlnew labelsize woven label mmg, , , , inside middle back at top",0
3295,", , labels, new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers, , , , under shell fabric yoke at back",0
3296,", , labels, satin ribbon, , , , inner back of jacket with skirt",0
3297,", , zippers, vislon zip ias system5mm ref ykk slider ducoil zip 3mm, , , , for ias system",0
3298,", , zippers, vislon zip ias system5mm ref ykk slider ducoil zip 3mm, , , , hand pockets ",0
3299,", , zippers, coil zip 3mmclose end - 1wayslidder dablh, , , , hand pockets ",0
3300,", , trims, drawcord ref: eis 15u-xmco01supplier: yz zippernew trim, , , , front opening",0
3301,", , trims, drawcord ref: eis 15u-xmco01supplier: yz zippernew trim, , , , hand pockets ",0
3302,", , trims, new trimtricolordrawstring outdoorref: en-wb001elastic, , , , for loop on bottom sleeves",0
3303,", , trims, new trimtricolordrawstring outdoorref: en-wb001elastic, , , , collar  ias system",0
3304,", , labels, new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers, , , , inside collar",0
3305,", , labels, wash care label 
supplier sml quality satinwoven hang loop eider
supplier sml
ref eiw15-07, , , , inside left side seam15cm of bottom",0
3306,", , labels, woven hang loop eider
supplier sml
ref eiw15-07, , , , inside collar",0
3307,", , hangtas, new hangtagcorporate eider largeref triple star /  eidht01, , , , check the charter quality for to know the position",0
3308,", , hangtas, new hangtagfur free hang tagref triple star /  eidht023, , , , inside hangtag corporate eider large position 1",0
3309,", , hangtas, new hangtagdefender  5k / 5k(critical seams sealed)ref triple star / eidht0300, , , , inside hangtag corporate eider large position 2",0
3310,", , hangtas, fake fur informationlocal sourcingeiv3668, , , , inside leftsew with care label",0
3311,", , , top11008-3.5l
stretch poly, , , , hood, upper body, under storm flap",0
3312,", , , top11008-3.5l
stretch poly, , , , lower body",0
3313,", , , top11008-3.5l
stretch poly, , , , sleeves",0
3314,", , , top11008-3.5l
stretch poly, , , , hood, upper body, under storm flap",0
3315,", , , top11008-3.5l
stretch poly, , , , lower body",0
3316,", , , top11008-3.5l
stretch poly, , , , sleeves",0
3317,", , , top11008-3.5l
stretch poly, , , , hood, upper body, under storm flap",0
3318,", , , top11008-3.5l
stretch poly, , , , lower body",0
3319,", , , top11008-3.5l
stretch poly, , , , sleeves",0
3320,", , , taupe / pavement / stone, , , , hood, upper body, under storm flap",0
3321,", , , taupe / pavement / stone, , , , lower body",0
3322,", , , taupe / pavement / stone, , , , sleeves",0
3323,", , , 210t nylon coated plain taffeta, , , , powder skirt",0
3324,", , , 210t nylon un-coated plain taffeta, , , , media pocket",0
3325,", , , #c-062 tricot, , , , inner collar, chin guard",0
3326,", , , #a-012 mesh, , , , goggle pocket, pit vents, media pocket, beverage holder",0
3327,", , , #jik-1186  lycra, , , , inner hand gaiters, zip-to-pant section",0
3328,", , , union line # ul-20320; tricot/tricot with clear lamination , , , , pocket bags",0
3329,", , , pelon, , , , collar, cuffs, windbreak",0
3330,", , , 37.5 seam tape 3.5l 2cm wide, , , , fully seam sealed",0
3331,", , , ykk #5 vt10 aquaguard zipper 2-way open-end, #da8lh1 auto-lock slider + dag8 2-way slider, 32""
(for size large), , , cf zipper",0
3332,", , , ykk #5 vt10 aquaguard zipper 2-way open-end, #da8lh1 auto-lock slider + dag8 2-way slider, , , , cf zipper",0
3333,", , , ykk #5 vt10 aquaguard zipper 2-way open-end, #da8lh1 auto-lock slider + dag8 2-way slider, , , , cf zipper",0
3334,", , , ykk #5 vt10 aquaguard  zipper. slider #da8lh1 swivel , 7"", , , chest pocket (1)",0
3335,", , , ykk #5 vt10 aquaguard  zipper. slider #da8lh1 swivel , , , , chest pocket (1)",0
3336,", , , ykk #5 vt10 aquaguard  zipper. slider #da8lh1 swivel , , , , chest pocket (1)",0
3337,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 5"", , , beverage holder (1)",0
3338,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , beverage holder (1)",0
3339,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , beverage holder (1)",0
3340,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
3341,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , vents",0
3342,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , vents",0
3343,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 8"", , , hand pocket",0
3344,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, , , , hand pocket",0
3345,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, , , , hand pocket",0
3346,", , , ykk #3 regular facing coil zipper.  slider #dalh, 6"", , , sleeve pass pocket",0
3347,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , sleeve pass pocket",0
3348,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , sleeve pass pocket",0
3349,", , , ykk #3 regular facing coil zipper.  slider #dalh, 8"", , , inner media pocket",0
3350,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , inner media pocket",0
3351,", , , ykk #3 regular facing coil zipper.  slider #dalh, , , , inner media pocket",0
3352,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3353,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , , , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3354,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , , , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3355,", , , #1819-rl-001-20
""ride 20k"" woven label , , , , inside neck labeling",0
3356,", , , #1819-rl-007
size label , , , , adult woven size label. see labeling spec",0
3357,", , , #1819-rl-021
inner main woven label , , , , inside labeling. see labeling spec",0
3358,", , , #rt-005
inner woven loop , , , , cb hanger loop sewn into neck seam",0
3359,", , , #coc-cc37.5-logo-wvn-gr-h
37.5 woven label-, , , , right side seam, under lift ticket grommet",0
3360,", , , #rm-08
grommet for lift ticket, , , , right side seam, above 37.5 woven label",0
3361,", , , #rl-lthr-001
""ride"" deboss leather patch, , , , above wearer's right waist seam, close to cf zipper",0
3362,", , , #rl-pin
leather patch w/ metal logo, , , , left sleeve",0
3363,", , , ""zipnrip"" screen print, , , , on power skirt",0
3364,", , , #rt-lthr-zp
leather zipper puller, , , , cf zipper puller",0
3365,", , , 8mm logo rivet, , , , cf zipper puller",0
3366,", , , #rt-003
silicone zipper puller, , , , chest pocket(1), beverage pocket(1), hand pocket(2), vent(2), pass pocket(1), media pocket(1), zip-to-pant(1)",0
3367,", , , #s301
cordlock , , , , front hood(2), hem(2)",0
3368,", , , #s080
cordlock, , , , back hood adjustment",0
3369,", , , #p221
platic bead, , , , front hood",0
3370,", , , #zm057
cordura grip tab, , , , back hood adjustment",0
3371,", , , #0350219
small cord tip, , , , hem drawcords in pockets",0
3372,", , , 3mm elastic bungee cord , , , , hood & hem",0
3373,", , , 1/4""  herringbone webbing, , , , front/back hood & hem- leash for cordlock",0
3374,", , , #0509
ykk 15mm metal snap, , , , beverage flap(1 full set s-spring), hand pocket tab(cap only)",0
3375,", , , #1414
14mm plastic stock snap (set), , , , powder skirt",0
3376,", , , #1414
14mm plastic stock snap (male part), , , , powder skirt 2nd row for adjustment ",0
3377,", , , 12mm non-logo grommet, , , , back hood drawcord exit ",0
3378,", , , 10mm non-logo grommet, , , , hem(4), front hood drawcord exit(6) ",0
3379,", , , #a108-1 key clip, , , , inside right hand pocket",0
3380,", , , stock gripper, , , , powder skirt",0
3381,", , , 1/2"" plain metal rivet, , , , cuff adjustment tab",0
3382,", , , 4mm plastic wire, , , , beverage holder top edge",0
3383,", , , 20mm elastine binding, , , , media pocket cord outlet, inner mesh pocket",0
3384,", , , 10mm tape, , , , zip to pant zipper tape back side clean finish binding",0
3385,", , , welding film, , , , flap at hood, windbreak, hand pocket, sleeve pockets, cuffs",0
3386,", , , clear tpu, , , , media pocket",0
3387,", , , velcro 1 1/2"" l x 1"" w hook, , , , cuff adjustment tab",0
3388,", , , velcro 4 1/2"" l x 3/8"" w loop, , , , cuff adjustment (2 rows per cuff)",0
3389,", , , top11008-3.5l stretch poly, , , , main pant",0
3390,", , , ul-7908+bonded fleece, , , , upper bib",0
3391,", , , sotp026
peached plain weave
15k, , , , upper bib inner facing",0
3392,", , , nt-13566
melange, , , , back left belt loop",0
3393,", , , hc5536
reinforced fabrics, , , , knee patch, inner leg panel, hem, back hip",0
3394,", , , top11008-3.5l stretch poly, , , , main pant",0
3395,", , , ul-7908+bonded fleece, , , , upper bib",0
3396,", , , sotp026
peached plain weave
15k, , , , upper bib inner facing",0
3397,", , , nt-13566
melange, , , , back left belt loop",0
3398,", , , hc5536
reinforced fabrics, , , , knee patch, inner leg panel, hem, back hip",0
3399,", , , top11008-3.5l stretch poly, , , , main pant",0
3400,", , , ul-7908+bonded fleece, , , , upper bib",0
3401,", , , sotp026
peached plain weave
15k, , , , upper bib inner facing",0
3402,", , , nt-13566
melange, , , , back left belt loop",0
3403,", , , hc5536
reinforced fabrics, , , , knee patch, inner leg panel, hem, back hip",0
3404,", , , 210t nylon coated plain taffeta, , , , gaitor",0
3405,", , , 210t nylon un-coated plain taffeta, , , , pocket bags",0
3406,", , , #c062 tricot, , , , inner waist, fly inner facing, front pocket bags",0
3407,", , , #jik-1186  lycra, , , , gaitor",0
3408,", , , union line # ul-20320
tricot/tricot with clear lamination, , , , pocket bags, back label patch, knee pad pocket",0
3409,", , , pelon, , , , as needed",0
3410,", , , 37.5 20mm 3.5l seam tape, , , , fully seam sealed",0
3411,", , , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
3412,", , , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
3413,", , , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
3414,", , , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 7"", , , front hand pocket",0
3415,", , , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 7"", , , front hand pocket",0
3416,", , , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 7"", , , front hand pocket",0
3417,", , , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 6"", , , back pocket",0
3418,", , , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 6"", , , back pocket",0
3419,", , , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 6"", , , back pocket",0
3420,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
3421,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
3422,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
3423,", , , ykk #3 regular facing coil zipper.  slider #dalh, 6.5"", , , bib pocket",0
3424,", , , ykk #3 regular facing coil zipper.  slider #dalh, 6.5"", , , bib pocket",0
3425,", , , ykk #3 regular facing coil zipper.  slider #dalh, 6.5"", , , bib pocket",0
3426,", , , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , bib pocket",0
3427,", , , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , bib pocket",0
3428,", , , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , bib pocket",0
3429,", , , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
3430,", , , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
3431,", , , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
3432,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3433,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3434,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3435,", , , #1819-rl-001-20
""ride 20k"" woven label , , , , inside labeling. please follow as 1718 bulk",0
3436,", , , #1819-rl-007
size label , , , , adult woven size label. please follow as 1718 bulk",0
3437,", , , #1819-rl-021
inner main woven label , , , , inside labeling. please follow as 1718 bulk",0
3438,", , , #rt-005
inner woven loop , , , , hanger loop sewn into cb waist seam",0
3439,", , , #1819-rl-001
silicone woven label, , , , below upper bib pocket",0
3440,", , , #coc-cc37.5-logo-wvn-gr-v
37.5 woven label-, , , , set into wr back right yoke seam, aside from back pocket",0
3441,", , , #a108-1 key clip, , , , inside pocket",0
3442,", , , 1/4"" elastic, , , , loop in bib pocket / tether for key clip in wr right hand pocket",0
3443,", , , embroidery ""r"" logo, , , , wr left back lower leg",0
3444,", , , #rl-lthr-001
""ride"" deboss leather patch, , , , below wr right hand pocket zipper",0
3445,", , , #rt-003
silicone zipper puller, , , , bib pocket(2), front hand pocket(2), vent(2),  back pocket(1)",0
3446,", , , #0509
ykk metal snap, , , , waistband",0
3447,", , ,  no. 0178006                                                                             13mm (21l) extra strength plastic snaps (full set), , , , inner leg gatier adjustment",0
3448,", , ,  no. 0178006                                                                             13mm (21l) extra strength plastic snaps (male parts), , , , inner leg gatier adjustment",0
3449,", , , 1""  herringbone webbing, , , , 1/2"" long for boa tab",0
3450,", , , stock gripper, , , , powder skirt",0
3451,", , , 8mm rivet #r102, , , , zipper garages",0
3452,", , , boa screen logo, , , , gaiters",0
3453,", , , welding film, , , , bib pocket flap, vent flange, back pocket zipper gurage",0
3454,", , , boot hook #a7, , , , inner front bottom of boot gatier",0
3455,", , , #844sp  38mm suspender elastic, , , , suspenders",0
3456,", , , #lh38e o-ring, , , , suspenders",0
3457,", , , #050418 back glide, , , , suspenders",0
3458,", , , th-31(3hbb)30mm, , , , suspenders stretch velcro loop",0
3459,", , , velcro 3"" l x 1 "" w loop, , , , waist adjustment(2)",0
3460,", , , velcro 1 1/2"" l x 1"" w hook, , , , waist adjustment(2)",0
3461,", , , velcro 1 1/2"" l x 1"" w hook, , , , suspender",0
3462,", , , velcro 1 1/2"" l x 1/2"" w hook+loop, , , , pocket on bib",0
3463,", , , velcro 5"" x 3/8"" w hook+loop, , , , boa windopw - 5"" around 3 sides of opening",0
3464,", , , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",0
3465,", , , nt-13566
dot melange, , , , wr right back belt loop",0
3466,", , , hc5536
reinforced fabrics, , , , back leg hem",0
3467,", , , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",0
3468,", , , nt-13566
dot melange, , , , wr right back belt loop",0
3469,", , , hc5536
reinforced fabrics, , , , back leg hem",0
3470,", , , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",0
3471,", , , sff003peach-2.5l
melange twill, , , , wr right back belt loop",0
3472,", , , hc5536
reinforced fabrics, , , , back leg hem",0
3473,", , , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",0
3474,", , , sff003peach-2.5l
melange twill, , , , wr right back belt loop",0
3475,", , , hc5536
reinforced fabrics, , , , back leg hem",0
3476,", , , 210t nylon coated plain taffeta, , , , gaitor",0
3477,", , , 210t nylon un-coated plain taffeta, , , , pocket bags, leg lining",0
3478,", , , #c062 tricot, , , , inner waist, pocket bags, leg lining",0
3479,", , , #a-012 mesh, , , , pit vents",0
3480,", , , #b181 closed hole mesh, , , , around front/back rise",0
3481,", , , #jik-1186  lycra, , , , gaitor stretch panel",0
3482,", , , pelon, , , , as needed",0
3483,", , , #st104 bemis 20mm seam tape, , , , fully seam sealed",0
3484,", , , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
3485,", , , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
3486,", , , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
3487,", , , ykk #5 cnt10 aquaguard zipper. slider #da8lh1 swivel, 7"", , , front pocket",0
3488,", , , ykk #5 cnt10 aquaguard zipper. slider #da8lh1 swivel, 7"", , , front pocket",0
3489,", , , ykk #5 cnt10 aquaguard zipper. slider #da8lh1 swivel, 7"", , , front pocket",0
3490,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , thigh pocket",0
3491,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , thigh pocket",0
3492,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , thigh pocket",0
3493,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , back pocket",0
3494,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , back pocket",0
3495,", , , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , back pocket",0
3496,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 14"", , , vents",0
3497,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 14"", , , vents",0
3498,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 14"", , , vents",0
3499,", , , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
3500,", , , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
3501,", , , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
3502,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3503,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3504,", , , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
3505,", , , #1819-rl-001-20
""ride 20k"" woven label , , , , center at inner waistband",0
3506,", , , #rt-005
inner woven loop, , , , set into cb inner waistband",0
3507,", , , #1819-rl-021
inner main woven label , , , , center below hanger loop woven label",0
3508,", , , #1819-rl-007
size label , , , , center below main label",0
3509,", , , #rl-002
back pocket woven loop , , , , set in wr back right pocket seam",0
3510,", , , #coc-cc37.5-logo-wvn-gr-v
37.5 woven label-, , , , back yoke seam",0
3511,", , , #rm-08
grommet for lift ticket, , , , left front belt loop",0
3512,", , , #a108-1 key clip, , , , inside right hand pocket",0
3513,", , , 1/4"" elastic, , , , loop in wr right hand pocket, tether for key clip ",0
3514,", , , embroidery ""r"" logo, , , , wr left back lower leg",0
3515,", , , #rl-lthr-001
""ride"" deboss leather patch, , , , above wr right thigh pocket",0
3516,", , , #rt-003
silicone zipper puller, , , , hand pocket(2), vent(2),  back pocket(2), thigh pocekt(2)",0
3517,", , , #0110085
ean style tach button (full set) , , , , waistband",0
3518,", , ,  no. 0178006                                                                             13mm (21l) extra strength plastic snaps (full set), , , , inner leg gatier adjustment",0
3519,", , ,  no. 0178006                                                                             13mm (21l) extra strength plastic snaps (male parts), , , , inner leg gatier adjustment",0
3520,", , , 1""  herringbone webbing, , , , 1/2"" long for boa tab, 1/2"" long for wb tab",0
3521,", , , stock gripper, , , , powder skirt",0
3522,", , , boa screen logo, , , , gaiters",0
3523,", , , welding film, , , , belt loop, as needed",0
3524,", , , #ot-100
overlap tape, , , , around front pocket zipper",0
3525,", , , boot hook #a7, , , , inner front bottom of boot gatier",0
3526,", , , 2"" elastic, , , , pant adjustment (4"" l piece) ",0
3527,", , , velcro 4 1/2"" l x 1"" w loop, , , , inner waist adjustment (2)",0
3528,", , , velcro 2"" l x 1"" w hook, , , , inner waist adjustment (2)",0
3529,", , , velcro 5"" x 3/8"" w hook+loop, , , , boa windopw - 5"" around 3 sides of opening",0
3530,", , , velcro 2"" l x 1/2"" w hook+loop, , , , thigh pocket flap(2), back pocket flap(2)",0
3531,", , , rpw11001-r1c2 2.5l twill, , , , main body",0
3532,", , , sff003peach-2.5l
melange twill, , , , wr left chest and yoke, hand pocket flap",0
3533,", , , sff003peach-2.5l, , , , under cuffs and inner center front storm flap",0
3534,", , , rpw11001-r1c2 2.5l twill, , , , main body",0
3535,", , , sff003peach-2.5l
melange twill, , , , wr left chest and yoke, hand pocket flap",0
3536,", , , sff003peach-2.5l, , , , under cuffs and inner center front storm flap",0
3537,", , , rpw11001-r1c2 2.5l twill, , , , main body",0
3538,", , , sff003peach-2.5l
melange twill, , , , wr left chest and yoke, hand pocket flap",0
3539,", , , sff003peach-2.5l, , , , under cuffs and inner center front storm flap",0
3540,", , , rpw11001-r1c2 2.5l twill, , , , main body",0
3541,", , , sff003peach-2.5l
melange twill, , , , wr left chest and yoke, hand pocket flap",0
3542,", , , sff003peach-2.5l, , , , under cuffs and inner center front storm flap",0
3543,", , , rpw11001-r1c2 2.5l twill, , , , main body",0
3544,", , , sff003peach-2.5l
melange twill, , , , wr left chest and yoke, hand pocket flap",0
3545,", , , sff003peach-2.5l, , , , under cuffs and inner center front storm flap",0
3546,", , , 210t nylon coated plain taffeta, , , , powder skirt, hand gaitor",0
