DOC_ID,material,brand,style,non material rows,item,description,spec,width:,weight:,position,color_way,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,supplier,ref,qty,price/unit,unit
1887,"body', 'cuff ribbing', 'insulation', '40g ""cs"" polyfill all over', 'seam tape', 'critically taped', 'lining', 'body', 'sleeves, hand pocket lining'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,"all shell is same fabric', 'all shell is same fabric', 'insulation', 'non insulated', 'seam tape', 'critically taped', 'lining', 'main body', 'lower leg', 'waistband & fly', 'hand pocket lining'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,"all shell is same fabric', 'insulation', 'knees & seat', 'seam tape', 'fully taped', 'lining', 'main body & back pocket lining', 'lower leg & gaiter', 'waistband & fly', 'hand pocket lining', '""balls out"" venting'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,"a', 'collar, sleeve hem', 'location ', 'all over', 'location ', 'critically seam sealed', 'location ', 'main body', 'sleeves', 'pocket bags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,"hand pockets', 'leg zip', 'leg vents', 'hem', 'zipper pulls', 'hand pockets', 'leg venting', 'l1 branded trims', 'cf wiast band closure', 'back left knee', 'front left hem', 'snaps', '""finger snap hem adjust"" back leg hem', 'back pocket flaps (hidden)', 'other trims', 'right hand pocket', 'front of leg gaiter', 'webbing & elastic', 'keyclip loop right hand pocket', 'boot hook reinforcement', '""finger snap hem adjust"" reinforcement', 'velcro', 'thread', 'shell seams 1/4"" allowance ', 'seams', 'denim weight topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind main hang tag', 'front left belt loop behind denim dye warning hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,"center front', 'chest pocket vertical', 'hand pockets vertical', 'center front zipper (1), chest pocket zipper (1) hand pocket zippers (2)', 'location', 'front right hem', 'front left sleeve hem', 'back right', 'location', 'hem cord exit', 'hem adjust exposed at lining', 'hem adjust', 'location', 'sleeve hems', 'attach hem cord locks', 'hem', 'location', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '100/2', 'location', 'center back below neck seam', 'center back below main label', 'location', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,"back right pocket', 'leg vents', 'hem', 'zipper pulls', 'leg venting', 'l1 branded trims', 'bib chest pocket, shoulders, side entry', 'top edge of left hand hand pocket, both edges of right hand pocket', 'bottom left hand pocket,  top left back pocket', 'front left hem', 'snaps', '""finger snap hem adjust"" back leg hem', 'other trims', 'strap adjusts', 'right hand pocket', 'front of leg gaiter', 'webbing & elastic', 'keyclip loop right hand pocket', 'boot hook reinforcement', '""finger snap hem adjust"" reinforcement', 'velcro', 'lining chest pocket', 'thread', 'shell seams 1/4"" allowance ', 'seams', 'denim weight topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind main hang tag', 'front left belt loop behind denim dye warning hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,"center front', 'underarms', ' hand pockets', 'zipper pulls', 'center front', 'underarms', ' hand pockets', 'l1 branded trims', 'front left sleeve', 'back right ', 'front placket and pocket flap', 'right hand pocket', 'snaps', 'cf powder skirt closure', 'pow skirt: jacket to pant connection on powderskirt hem', '""snap away powder skirt"" snap powder skirt to front facing when not in use', 'cord locks', 'front hood cord locks', 'front hood shockcord tips', 'hem cord locks', 'hem cord pull', 'grommets', 'front hood adjust cord exit', 'hem adjust cord exit', 'hem adjust cord exit in lining pocket', 'shockcord', 'hood & hem', 'webbing ', 'keyclip loop right hand pocket', 'hem & hood cord lock tie downs', 'right hand pocket', 'inner pocket tab', 'jacket to pant connection center back ', 'jacket to pant connection at side tabs', 'elastic', 'powder skirt gripper elastic', 'goggle pocket', 'lining media pocket cable guide', 'encased in back of sleeve hem', 'jacket to pant connection center back tab', 'velcro', 'cuff ', 'cuff tab', 'cf placket', 'media pocket', 'thread', 'seams', 'topstitch', 'bartacks', 'sleeve gaiter cover stitch', 'marketing', 'left hand pocket zipper head', 'lining cb facing', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,"a', 'back right belt loop', 'location ',  'location ', 'critically taped', 'location ', 'main body', 'secondary pocket bags', 'lower leg ', 'waistband, fly, hand pocket bags', 'location ', 'lower leg front and back'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,"fly ', 'hand pockets', 'back right pocket', '""balls out"" venting', 'hem', 'zipper pulls', 'hand pockets', '""balls out"" venting', 'l1 branded trims', 'bib chest pocket, right leg pocket', 'shoulders, side entry', 'chest, hand & back pocket edges', 'back right waist band', 'front left hem', 'snaps', '""finger snap hem adjust"" back leg hem', 'other trims', 'strap adjusts', 'right hand pocket', 'front of leg gaiter', 'webbing & elastic', 'keyclip loop right hand pocket', 'boot hook reinforcement', '""finger snap hem adjust"" reinforcement', 'velcro', 'chest pockets', 'back left pocket', 'tool pocket top opening', 'tool pocket lower opening', 'thread', 'seams', 'heavy weight topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind pant hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,"a', 'b', 'insulation', '40g ""cs"" polyfill hood and sleeves', '60g ""cs"" polyfill body', 'seam tape', 'critically taped', 'lining', 'hood,  sleeves, front panels, pocket bags', 'back panel', 'lower body & powder skirt ', 'chin', 'goggle pocket & underam vents', 'sleeve gaiter'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,"a', 'location ',  'location ', 'fully seam sealed', 'location ', 'chest pocket bags', 'powder skirt', ' hand pocket bags', 'chin guard', 'media pocket', 'underarm vents, breathing vents', 'goggle pocket', 'sleeve gaiters'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,"location', 'center front, chest pocket, sleeve hem', 'front right hem', 'left chest pocket', 'back right', 'location', 'location', 'location', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '100/2',  'location', 'center back below neck seam', 'center back below main label', 'location', 'lining locker loop', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,"center front', 'sleeve pocket', 'hand pockets vertical', 'side seams', 'removable powder skirt', 'center front', 'sleeve pocket', 'hand pockets vertical', 'location', 'hand pocket flaps', 'front left hand pocket flap', 'front right hem', 'left sleeve hem', 'back right', 'location', 'location', 'pull tab on velcro lining pocket ', 'location', 'supplier/ ref number', '1930/2/1 00:00', 'heavy weight topstitch', '100/2', 'location', 'center back below neck seam', 'center back below main label', 'location', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,"a',  'insulation', 'non insulated', 'seam tape', 'fully taped', 'lining', 'hood,  sleeves, chest and top entry pocket bag', 'front and back panels', 'lower body & powder skirt ', 'chin & side entry pocket bags', 'underam vents', 'goggle pocket', 'sleeve gaiter'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,"a', 'sleeve cuffs', 'location ', 'all over', 'location ', 'critically seam taped', 'location ', 'hood', 'main body', 'sleeves', 'sleeve pocket bag', 'lower body & powder skirt', 'hand pocket bags', 'chin guard', 'underarm vents', 'goggle pocket', 'sleeve gaiters'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,"center front', 'hand pockets vertical', 'center front', 'hand pockets vertical', 'location', 'chest pocket flap', 'chest pocket', 'right hand pocket welt', 'left sleeve hem', 'back right', 'location', 'powder skirt - front closure', 'snap away powder skirt - lining facing ', 'powder skirt - jacket to pant connection', 'hood cord exit front', 'hem cord exit', 'front hood adjust', 'hem adjust exposed at lining', 'hem adjust', 'front hood drawcord ends', 'right hand pocket', 'location', 'attach hem cord lock', 'attach keyclip right hand pocket ', 'lining pocket', 'powder skirt - side tabs jacket to pant connection ', 'jacket to pant connection center back on tab', 'jacket to pant connection center back under snap on gripper elastic', 'jacket to pant connection at side tabs under snaps', 'powder skirt middle tab - jacket to pant connection ', 'back of sleeve cuffs', 'lining cable guide', 'powder skirt hem', 'goggle pocket binding', 'hood', 'hem', 'location', 'lining pocket', 'cuff on body', 'cuff on tab', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '100 / 2',  'location', 'center back below neck seam', 'center back below main label', 'location', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,"center front', 'lining pocket vertical', 'center front', 'lining pocket vertical', 'location', 'center front placket', 'front right hem', 'left sleeve hem', 'location', 'left chest', 'back', 'location', 'hand pocket welts', 'hem cord exit', 'location', 'hem', 'sleeve hems', 'location', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '100/2', 'location', 'center back below neck seam', 'center back below main label', 'location', 'center back locker loop', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,"fly ', 'hand pockets', 'back right pocket', 'balls out venting', 'hand pocket zippers', 'back right pocket', 'balls out venting', 'location', 'front waist band', 'hem wrap on end of belt webbing', 'back pocket bag', 'front left hem', 'location', 'front waist band', 'back gaiter/ pant hem', 'front gaiter', 'right hand pocket', 'location', 'waist band', 'right hand pocket attach keyclip', 'balls out venting mesh guard', 'front gaiter under boot hook', 'back gaiter under finger snap hem adjust', 'pant hem', 'leg gaiters', 'location', 'fly opening', 'back pocket welt', 'front belt loop', 'location', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '100/2',  'location', 'inner front right', 'center back ', 'location', 'left side hand pocket zipper', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,"fly ', 'back right pocket', 'hem gusset ', 'back right pocket', 'location', 'front waist band', 'right hand pocket (2) right hand coin pocket (1) left hand pocket top (1) back left pocket (2)', 'left hand pocket bottom edge', 'back right waist band', 'back left knee', 'hem front left leg', 'location', 'finger snap hem adjust', 'front gaiter', 'right leg pocket', 'location', 'front gaiter under boot hook', 'back gaiter under finger snap hem adjust', 'attach key clip in right leg pocket', 'leg gaiters', 'location', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '1930/2/1 00:00',  '100/2', 'location', 'inner front right', 'center back ', 'location', 'front left belt loop', 'front left belt loop', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,"center front', 'inside pocket', 'zipper pulls', 'center front', 'l1 branded trims', 'front left sleeve', 'back right ', 'hand and chest pockets', 'chest pocket bag', 'snaps', 'cf powder skirt closure', 'pow skirt: jacket to pant connection on powderskirt hem', '""snap away powder skirt"" snap powder skirt to front facing when not in use', 'cord locks', 'hem cord locks', 'hem cord tips', 'grommets', 'hood cord exit', 'hem adjust cord exit', 'shockcord', 'hem', 'drawcord', 'hood', 'webbing ', 'keyclip loop right hand pocket', 'hem cord lock tie down', 'right hand pocket', 'jacket to pant connection center back ', 'jacket to pant connection at side tabs', 'elastic', 'powder skirt gripper elastic', 'jacket to pant connection center back tab', 'encased in back of sleeve hem', 'goggle pocket', 'lining media pocket cable guide', 'velcro', 'cuff ', 'cuff tab', 'thread', 'seams', 'topstitch', 'bartacks', 'sleeve gaiter cover stitch', 'marketing', 'left hand pocket zipper head', 'lining cb facing', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,"a', 'suppler? can you source same quality as other faux leather trims', 'location ',  'location ', 'critically taped', 'location ', '1606b02 (als-16038)', 'secondary pocket bags', 'lower leg & gaiter', 'waistband, fly, hand pocket bags', 'location ', 'lower leg front and back'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,"a', 'back right belt loop', 'location ',  'location ', 'fully taped', 'location ', 'main body', 'upper body', 'pocket bags', 'lower leg & gaiter', 'leg vents'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,"all shell is same fabric', 'insulation', 'shell', 'seam tape', 'critically taped', 'lining', 'main body', 'lower leg & gaiter', 'waistband & fly', 'hand pocket lining'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,"center front', 'chest pocket vertical', 'underarm vents', 'hand pockets vertical', 'lining pocket vertical', 'center front', 'chest pocket vertical', 'under arm vents', 'hand pockets vertical', 'lining pocket', 'location', 'front right hem', 'left hand pocket', 'left sleeve hem', 'back right', 'location', 'front placket chin and hem (hidden)', 'powder skirt - front closure', 'snap away powder skirt - lining facing ', 'powder skirt - jacket to pant connection', 'hood cord exit front', 'front hood adjust', 'hood shockcord tips', 'right hand pocket', 'location', 'attach front hood cord lock', 'attach keyclip right hand pocket ', 'powder skirt - side tabs jacket to pant connection ', 'jacket to pant connection center back on tab', 'jacket to pant connection center back under snap on gripper elastic', 'jacket to pant connection at side tabs under snaps', 'powder skirt middle tab - jacket to pant connection ', 'back of sleeve cuffs', 'lining cable guide', 'powder skirt hem', 'goggle pocket binding', 'hood', 'location', 'chin', 'center front placket', 'cuff on body', 'cuff on tab', 'supplier/ ref number', '1930/2/1 00:00', 'heavy weight topstitch', '100/2', 'location', 'center back below neck seam', 'center back below main label', 'location', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,"fly ', 'hand pockets', 'back pockets', 'balls out venting', 'front and back hand pockets', 'balls out venting', 'location', 'waist band closure', 'front right thigh', 'back right pocket welt', 'hem wrap on end of waist belt', 'hem front left leg', 'location', 'front waist band', 'back gaiter/ pant hem', 'front gaiter', 'right leg pocket', 'right hand pocket', 'location', 'waist band', 'right hand pocket attach keyclip', 'balls out venting mesh guard', 'front gaiter under boot hook', 'back gaiter under finger snap hem adjust', 'pant hem', 'leg gaiters', 'balls out venting mesh guard', 'location', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '100/2',  'location', 'inner front right', 'center back ', 'location', 'left side hand pocket zipper', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,"a', 'b', 'b', 'location ', 'hood and sleeves', 'body', 'location ', 'critically seam taped', 'location ', 'hood', 'main body', 'main body', 'sleeves', 'pocket bags other than hand', 'top entry hand pocket bags', 'lower body & powder skirt', 'side entry hand pocket bags', 'chin guard', 'underarm vents', 'goggle pocket', 'sleeve gaiters'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,"fly ', 'hand pockets', 'back pockets', 'balls out venting', 'hem gusset ', 'hand pocket zippers', 'back pockets', 'balls out venting', 'location', 'front waist band (1) leg pocket (1)', 'back pocket flaps (4) leg pocket (1)', 'front right hand pocket', 'back right waist band', 'hem front left leg', 'location', 'back gaiter/ pant hem', 'front gaiter', 'right leg pocket', 'location', 'front gaiter under boot hook', 'back gaiter under finger snap hem adjust', 'attach key clip in right leg pocket', 'balls out venting mesh guard', 'leg gaiters', 'location', 'waist band', 'right leg pocket (upper)', 'right leg pocket (lower)', 'supplier/ ref number', '1930/2/1 00:00',  '100/2', 'location', 'inner front right', 'center back ', 'location', 'left side hand pocket zipper', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,"fly ', 'back right pocket', 'hem', 'l1 branded trims', 'waist closure', 'hand  & back left pocket edges', 'back right waist band', 'back left pocket ', 'front left hem', 'snaps', '""finger snap hem adjust"" back leg hem', 'other trims', 'right hand pocket', 'front of leg gaiter', 'webbing & elastic', 'keyclip loop right hand pocket', 'boot hook reinforcement', '""finger snap hem adjust"" reinforcement', ' leg gaiter elastic', 'thread', 'shell seams 1/4"" allowance ', 'denim weight topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind main hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,"center front', 'chest pocket vertical', 'hand pockets vertical', 'hand pockets horizontal', 'side entry', 'center front', 'chest pocket', 'hand pockets vertical', 'hand pockets horizontal', 'side entry', 'location', 'horizontal hand pocket flap right side', 'left sleeve shoulder', 'left sleeve hem', 'back right', 'location', 'powder skirt - front closure', 'snap away powder skirt - lining facing ', 'powder skirt - jacket to pant connection', 'hood cord exit front', 'front hood adjust', 'front hood adjust', 'right hand pocket', 'location', 'attach front hood cord lock', 'attach keyclip right hand pocket ', 'powder skirt - side tabs jacket to pant connection ', 'powder skirt - side tabs jacket to pant connection ', 'jacket to pant connection center back on tab', 'jacket to pant connection center back under snap on gripper elastic', 'jacket to pant connection at side tabs under snaps', 'powder skirt middle tab - jacket to pant connection ', 'hood', 'powder skirt hem', 'location', 'cuff on body', 'cuff on tab', 'supplier/ ref number', '1930/2/1 00:00', 'heavy weight topstitch', '100/2', 'location', 'center back below neck seam', 'center back below main label', 'location', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,"a', 'b', 'location ', 'all over', 'location ', 'critically seam taped', 'location ', 'hood', 'center back ', 'hood', 'center back ', 'main body', 'sleeves', 'secondary pocket bags', 'lower body & powder skirt', 'hand pocket bags', 'chin guard', 'underarm vents', 'goggle pocket', 'sleeve gaiters'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,"fly ', 'leg pocket', 'hem', 'l1 branded trims', 'cf fly', 'front right hand pocket, back left hand pocket', 'front pocket edges', 'back left knee', 'front left hem', 'other trims', 'waist drawcord', 'leg pocket', 'webbing & elastic', 'keyclip loop leg pocket', 'thread', 'shell seams 1/4"" allowance ', 'seams', 'denim weight topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind l1 pant hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,"fly ', 'hand pockets', 'right cargo pocket', '""balls out"" venting', 'hem', 'zipper pulls', 'hand pockets', 'right cargo pocket', '""balls out"" venting', 'l1 branded trims', 'waist closure, pocket flaps', 'right cargo pocket flap', 'back left knee', 'front left hem', 'snaps', '""snap away hem"" back leg hem', '""jacket to pant connection"" back 3 belt loops', 'other trims', 'right hand pocket', 'front of leg gaiter', 'webbing & elastic', 'keyclip loop right hand pocket', 'boot hook reinforcement', '""snap away hem"" reinforcement', ' leg gaiter elastic', '""fast stash"" glove holder // right cargo pocket', 'velcro', 'waist band closure', 'cargo pocket flaps', 'thread', 'seams', 'topstitch', 'heavy weight topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind main hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,"a', 'location ', 'all over', 'location ', 'critically seam taped', 'location ', 'hood', 'main body', 'sleeves', 'chest pocket bag', 'lower body & powder skirt', 'hand pocket bags', 'chin guard', 'sleeve gaiters'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,"a', 'b', 'location ', 'all over', 'location ', 'critically taped', 'location ', 'hood', 'main body', 'sleeves', 'secondary pocket bags', 'lower body & powder skirt', 'side entry hand pocket bags', 'chin guard', 'underarm vents', 'goggle pocket', 'sleeve gaiters'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,"a', 'location ', 'all over', 'location ', 'critically seam taped', 'location ', 'hood', 'main body', 'hand pocket bags', 'sleeves', 'chest pocket bag', 'lower body & powder skirt', 'chin guard', 'goggle pocket', 'sleeve gaiters'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,"fly ', 'hand pockets', 'right leg pocket', 'right back pocket ', 'left back pocket', '""balls out"" venting', 'hem', 'zipper pulls', 'hand pockets', '""balls out"" venting', 'back right pocket', 'l1 branded trims', 'waist closure ', 'back right pocket flap', 'back right pocket bag', 'front left hem', 'snaps', '""finger snap hem adjust"" back leg hem', '""jacket to pant connection"" back 3 belt loops', 'other trims', 'right hand pocket', 'front of leg gaiter', 'webbing & elastic', 'keyclip loop right hand pocket', 'boot hook reinforcement', '""finger snap hem adjust"" reniforcement', 'thread', 'seams', 'topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind main hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,"center front', 'hand pockets', 'zipper pulls', 'center front', 'hand pockets', 'inside pocket', 'l1 branded trims', 'front left sleeve', 'back right ', 'lower body', 'left chest', 'snaps', 'cf powder skirt closure', 'pow skirt: jacket to pant connection on powderskirt hem', '""snap away powder skirt"" snap powder skirt to front facing when not in use', 'cord locks', 'hem hood cord lock', 'hem cord lock tip', 'grommets', 'hem adjust cord exit', 'shockcord & drawcord', 'hem ', 'hood', 'webbing ', 'keyclip loop right hand pocket', 'hem cord lock tie downs', 'right hand pocket', 'jacket to pant connection center back ', 'jacket to pant connection at side tabs', 'inner pocket tab', 'elastic', 'powder skirt gripper elastic', 'jacket to pant connection center back tab', 'goggle pocket', 'lining media pocket cable guide', 'encased in back of sleeve hem', 'velcro', 'cuff ', 'cuff tab', 'cf placket', 'hand & chest pocket flaps', 'media pocket', 'thread', 'seams', 'topstitch', 'bartacks', 'sleeve gaiter cover stitch', 'marketing', 'left hand pocket zipper head', 'lining cb facing', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,"back right pocket', 'leg vents', 'hem', 'zipper pulls', 'leg venting', 'l1 branded trims', 'bib chest pocket, shoulders, side entry', 'top edge of left hand hand pocket, both edges of right hand pocket', 'bottom left hand pocket,  top left back pocket', 'front left hem', 'snaps', '""finger snap hem adjust"" back leg hem', 'other trims', 'strap adjusts', 'right hand pocket', 'front of leg gaiter', 'webbing & elastic', 'keyclip loop right hand pocket', 'boot hook reinforcement', '""finger snap hem adjust"" reinforcement', 'velcro', 'lining chest pocket', 'thread', 'shell seams 1/4"" allowance ', 'seams', 'denim weight topstitch', 'bartacks', 'l1 marketing', 'front left belt loop', 'front left belt loop behind l1 pant hang tag', 'center back waist band facing', 'lining front right', 'lining left side seam', 'lining left side seam', 'lining left side seam', 'front left belt loop to attach hang tags'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,"fly ', 'leg pocket vertical ', 'back right pocket', 'hem gusset ', 'back right pocket', 'location', 'front waist band', 'front left hand pocket bottom edge', 'back left pocket flap', 'back right pocket welt', 'back left knee', 'hem front left leg', 'location', 'back gaiter/ pant hem', 'front gaiter', 'right leg pocket', 'location', 'front gaiter under boot hook', 'back gaiter under finger snap hem adjust', 'attach key clip in right leg pocket', 'balls out venting mesh guard', 'leg gaiters', 'waist band', 'location', 'supplier/ ref number', '1930/2/1 00:00', '1930/2/1 00:00', '1930/2/1 00:00',  '100/2', 'location', 'inner front right', 'center back ', 'location', 'front left belt loop', 'front left belt loop', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,"center front', 'chest pocket vertical', 'hand pockets vertical', 'center front', 'chest pocket vertical', 'hand pockets vertical', 'location', 'front right hem', 'left hand pocket', 'left sleeve hem', 'back right', 'location', 'sleeve hem (cab is hidden)', 'hand pocket flaps (hidden)', 'powder skirt - front closure', 'snap away powder skirt - lining facing ', 'powder skirt - jacket to pant connection', 'snap faux fur to hood', 'hood cord exit front', 'waist adjust', 'front hood drawcord ends ', 'waist drawcord ends ', 'hem drawcord ends ', 'right hand pocket', 'hood cord exit', 'waist adjust drawcords', 'location', 'attach keyclip right hand pocket ', 'lining pocket', 'powder skirt - side tabs jacket to pant connection ', 'back hem', 'jacket to pant connection center back on tab', 'jacket to pant connection center back under snap on gripper elastic', 'jacket to pant connection at side tabs under snaps', 'powder skirt middle tab - jacket to pant connection ', 'lining cable guide', 'hood', 'waist', 'hem', 'location', 'lining pocket', 'inner facing of hood where fur facing is attached -  hook on top, loop on bottom', 'shell facing of removable hood  piece - loop on top hook on bottom', 'supplier/ ref number', '1930/2/1 00:00', 'heavy weight topstitch', '100/2', 'location', 'center back below neck seam', 'center back below main label', 'location', 'left side hand pocket zipper', 'location', 'lining left side seam', 'lining left side seam', 'lining left side seam'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,"a',  'hood', 'sleeve cuff', 'location ', 'all over', 'location ', 'critically seam taped', 'location ', 'hood', 'main body', 'hood', 'main body', 'center back panel', 'sleeves', 'secondary pocket bags', 'lower body & powder skirt', 'hand pocket bags', 'chin guard'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,"a', 'back right belt loop', 'location ',  'location ', 'critically taped', 'location ', 'main body', 'secondary pocket bags', 'lower leg & gaiter', 'waistband, fly, hand pocket bags', 'location ', 'lower leg front and back'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,"a', 'a', 'b', 'insulation', '40g ""cs"" polyfill all over', 'seam tape', 'critically taped', 'lining', 'hood,  sleeves, chest and top entry pocket bag, front panels', 'black panel', 'front and back panels', 'lower body & powder skirt ', 'chin & side entry pocket bags', 'underam vents', 'goggle pocket', 'sleeve gaiter'",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
