,brand,style,description,ref,fabric,trims,supplier,position,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,inner,outer
357,lafuma,lfv11463,"insulation 
primaloft black eco 100 grs
",nan,1,0,nan,body & sleeve,nan,standard,standard,standard,standard,nan,1,0
358,lafuma,lfv11463,"zipper nylon # 5 - waterproof
1way - separable - autolock cro-56 mwp-ydt 066 dalh",nan,0,1,shz,front zip,1,384/525,090/003,156/048,313/357,nan,0,1
359,lafuma,lfv11463,"zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",zipper on lining / 3in1 system,1,"grey
183","poppy
818","black
580","north sea
074",nan,0,1
360,lafuma,lfv11463,"zipper reverse # 5
1way - non separable - non lock
sn52max",nan,0,1,"max
zipper","2x hands pockets 
1x chest pocket",3,"grey
183","poppy
818","black
580","north sea
074",nan,0,1
361,lafuma,lfv11463,cord puller,zp072-e,0,1,dragon times,"1 x front opening
2 x front pockets
1x chest pocket",4,port royal,poppy,port royal,north sea,nan,0,1
362,lafuma,lfv11463,"2,5 mm elastic cord ",nan,0,1,local,"bottom adjustment  (1)
hood adjustment (1)",2,"grenat
19-2024 tcx","poppy
17-1664 tcx","grenat
19-2024 tcx","polar blue
15-4717 tcx",nan,0,1
363,lafuma,lfv11463,"mmg cord stopper 
20mm+slit",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment (2)",3,port royal,poppy,port royal,artic ocean,nan,0,1
364,lafuma,lfv11463,plastic pearl,cp-a1,0,1,unitex,hood adjustment (2),2,port royal,poppy,port royal,artic ocean,nan,0,1
365,lafuma,lfv11463,10mm metal eyelet,nan,0,1,local,"bottom adjustment  (2)
hood adjustment (4)",6,antic silver,antic silver,antic silver,antic silver,nan,0,1
366,lafuma,lfv11463,5mm nylon webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (2)
hood adjustment (2)",4,port royal,poppy,port royal,artic ocean,nan,0,1
367,lafuma,lfv11463,12mm nylon webbing ,nan,0,1,local,jkt connection ,3,black,black,black,black,nan,0,1
368,lafuma,lfv11463,8mm plastic snap,nan,0,1,local,jkt connection ,3,black,black,black,black,nan,0,1
369,lafuma,lfv11463,velcro male ( rounded corner) 10x60mm,nan,0,1,local / pahio,3x collar flap (storage hood on collar),3,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan,0,1
370,lafuma,lfv11463,velcro female  ( rounded corner) 10x60mm,nan,0,1,local / pahio,"3x collar
3x bottom back hood (storage hood on collar)",6,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan,0,1
371,lafuma,lfv11463,"velcro female ( rounded corner)
20x100mm",nan,0,1,local / pahio,"back hood adjustment
on  hood",1,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan,0,1
372,lafuma,lfv11463,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio,"back hood adjustment flap
on  hood",1,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan,0,1
373,lafuma,lfv11463,"velcro female ( rounded corner)
20x80mm",nan,0,1,local / pahio," cuff adjustment
on  garment  ",2,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan,0,1
374,lafuma,lfv11463,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio," cuff adjustment
on  flap ",2,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan,0,1
375,lafuma,lfv11463,"zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",front zip,1,864,"poppy
818",301,357,nan,1,0
376,lafuma,lfv11463,5mm webbing ,eis15u-xmtre01,0,1,yf zipper,jkt connection,3,port royal,poppy,black,polar blue,nan,1,0
377,lafuma,lfv11463,elastic binding total width 20mm,eb011-e,0,1,wilson group,"bottom hem
cuff hem",3,wine,poppy,black,polar blue,nan,1,0
378,lafuma,lfv11463,embroidery  lafuma 60 mm,nan,0,1,ming shyang,right front / top,1,"ruby red
f196","poppy
186",10020,"north sea
464",nan,0,1
379,lafuma,lfv11463,embroidery lafuma feuille 20 mm,nan,0,1,ming shyang,left sleeve / top,1,"ruby red
f196","poppy
186",10020,"north sea
464",nan,0,1
380,lafuma,lfv11463, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,"standart 
black","standart 
black","standart 
black","standart 
black",nan,0,1
381,lafuma,lfv11463,embroidery  lafuma 60 mm,nan,0,1,ming shyang,right front / top,1,"port royal
m199","poppy
186","grey
e414","north sea
369",nan,1,0
382,lafuma,lfv11463,embroidery lafuma feuille 20 mm,nan,0,1,ming shyang,left sleeve / top,1,"port royal
m199","poppy
186","grey
e414","north sea
369",nan,1,0
383,lafuma,lfv11463,"insulation 
primaloft black eco 100 grs
",l-2000,0,1,primaloft,right side seam / inside jkt,1,standard,standard,standard,standard,nan,1,0
384,lafuma,lfv11463,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
385,lafuma,lfv11463,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
386,lafuma,lfv11463,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
387,lafuma,lfv11463,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
388,lafuma,lfv11463,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
389,lafuma,lfv11463,care label & p.o. label,lc011-e,0,1,local,left side seam ,nan,white satin ,nan,nan,nan,nan,0,1
390,lafuma,lfv11463,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan,0,1
391,lafuma,lfv11463,hang tag low impact,ht394299,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
392,lafuma,lfv11463,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
393,lafuma,lfv11463,hang tag climactive,"small
ht394146-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan,0,1
394,lafuma,lfv11463,"hang tag"" primaloft"" black eco ",h-3001,0,1,primaloft,nan,1,standard,nan,nan,nan,nan,0,1
395,lafuma,lfv11463,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
396,lafuma,lfv11463,polybag,nan,1,0,local,nan,1,nan,nan,nan,nan,nan,0,1
397,lafuma,lfv11464,"shell 1
6302 5k/5k",nan,1,0,libolon,shell 1,nan,heather grey,heather grey,poppy,anthracite grey,"nightfall 
h07b",0,1
398,lafuma,lfv11464,"nylon 210 t
",nan,1,0,local,"front
sleeves
hood",nan,"steel grey 
18-0201 tcx",black,black,black,black,0,1
399,lafuma,lfv11464,mesh lining,nan,1,0,local,back,nan,"steel grey 
18-0201 tcx",black,black,black,black,0,1
400,lafuma,lfv11464,brushed tricot,nan,1,0,local,"pocket bags
chin protection",nan,"steel grey 
18-0201 tcx",black,black,black,black,0,1
401,lafuma,lfv11464,"seam tape  ( local sourcing)
",nan,0,1,local,full,nan,clear,clear,clear,clear,clear,0,1
402,lafuma,lfv11464,"non woven ( local sourcing)
",nan,1,0,local,flaps + embroideries backside,nan,white,white,white,white,white,0,1
403,lafuma,lfv11467,"inverted coil #5
1way - separable- autolock
sn51ma.rt",nan,0,1,"max
zipper",front zip ,1,"poppy
818","grey
183","poppy
818","black
580","north sea
074",0,1
404,lafuma,lfv11467,"inverted coil #5
1way-  non separable - non lock
sn52max 
",nan,0,1,"max
zipper",hands pockets ,2,"poppy
818","dark grey
156","poppy
818","black
580","north sea
074",0,1
405,lafuma,lfv11467,"zipper vislon # 3 - left insert
- 1way - separable - autolock
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,"ykk 
zipper",inside jkt / 3in1 system,1,"poppy
818","dark grey
156","poppy
818","black
580","north sea
074",0,1
406,lafuma,lfv11467,"inverted coil  #3 
non separable - non lock - drop puller
sn31wdm ",nan,0,1,"max
zipper",inner pocket ,1,"poppy
818","dark grey
156","poppy
818","black
580","north sea
074",0,1
407,lafuma,lfv11467,cord puller,zp072-e,0,1,dragon times,"front zipper 1x
hand pockets 2x",3,poppy,port royal,poppy,port royal,north sea,0,1
408,lafuma,lfv11467,"12mm flat metal snap  
(male & female) 5 (nvisible)",nan,0,1,local,"front opening
",5,antic silver,antic silver,antic silver,antic silver,antic silver,0,1
409,lafuma,lfv11467,12mm nylon webbing ,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,black,0,1
410,lafuma,lfv11467,8mm plastic snap,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,black,0,1
411,lafuma,lfv11467,"2,5 mm elastic cord ",nan,0,1,local,"bottom adjustment (1)
hood adjustment ( 1)",2,"poppy
17-1664 tcx","grenat
19-2024 tcx","poppy
17-1664 tcx","grenat
19-2024 tcx",black,0,1
412,lafuma,lfv11467,"mmg cord stopper 20mm
+ slit 
",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment ( 2)",3,poppy,port royal,poppy,port royal,noir,0,1
413,lafuma,lfv11467,plastic pearl,cp-a1,0,1,unitex,hood adjustment  (2),2,poppy,port royal,poppy,port royal,noir,0,1
414,lafuma,lfv11467,10mm metal eyelet,nan,0,1,local,"hood adjustment (4)
bottom adjustement (2)",6,antic silver,antic silver,antic silver,antic silver,antic silver,0,1
415,lafuma,lfv11467,5mm nylon webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (1)
hood adjustment (2)",3,poppy,port royal,poppy,port royal,noir,0,1
416,lafuma,lfv11467,"velcro female (rounded corner)
12x60mm",nan,0,1,local / pahio,"hood (3)
collar (3)",6,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton,0,1
417,lafuma,lfv11467,"velcro male (rounded corner)
12x60mm",nan,0,1,local / pahio,collar flap (3),3,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton,0,1
418,lafuma,lfv11467,"velcro female ( rounded corner)
20x80mm",nan,0,1,local / pahio," cuff adjustment
on  garment  ",2,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton,0,1
419,lafuma,lfv11467,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio," cuff adjustment
on  flap ",2,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton,0,1
420,lafuma,lfv11467,"velcro female ( rounded corner)
20x100mm",nan,0,1,local / pahio,"back hood adjustment
on  garment  ",1,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton,0,1
421,lafuma,lfv11467,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio,"back hood adjustment 
on  flap ",1,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton,0,1
422,lafuma,lfv11467,bourdon stitching,nan,0,1,"local
ming shang",top pocket / along seam,2,"poppy
188","grenat
6333",186,10020,"north sea
464",0,1
423,lafuma,lfv11467,embroidery  lafuma 60mm,nan,0,1,"local
ming shang",right front / top,1,"poppy
188","grenat
6333",186,10020,"north sea
464",0,1
424,lafuma,lfv11467,embroidery lafuma feuille 20 mm,nan,0,1,"local
ming shang",left sleeve / top,1,"poppy
188","grenat
6333",186,10020,"north sea
464",0,1
425,lafuma,lfv11467, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,standard,standard,standard,standard,standard,0,1
426,lafuma,lfv11467,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
427,lafuma,lfv11467,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
428,lafuma,lfv11467,care label & p.o. label,nan,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
429,lafuma,lfv11467,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan,0,1
430,lafuma,lfv11467,hang tag low impact,ht394299-e,0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan,0,1
431,lafuma,lfv11467,hangtag lafuma corporate,"big
ht-394081-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
432,lafuma,lfv11467,hang tag climactive,"big'
ht394133-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan,0,1
433,lafuma,lfv11467,hang tag pfc free,ht394145-e,0,1,triple star,back of corporate ht,1,standard,nan,nan,nan,nan,0,1
434,lafuma,lfv11467,polybag,nan,0,1,local,for garment packing ,1,standard,nan,nan,nan,nan,0,1
435,lafuma,lfv11468,"shell 1
pfm0025v4 3l",nan,1,0,flying tex,"outer jkt
+ pocket bag",nan,saphir,blue sense,port royal,nan,nan,0,1
436,lafuma,lfv11468,full seam tape,nan,1,0,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan,0,1
437,lafuma,lfv11468,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan,0,1
438,lafuma,lfv11468,"shell 2
pr20 nylon fd (bulk)",nan,1,0,local,inner jacket,nan,insigna blue / local,"polar blue
15-4717 tcx","hortensia
18-1635 tcx",nan,nan,1,0
439,lafuma,lfv11468,"shell 2
pr20 nylon fd (bulk)",nan,1,0,local,inner jacket lining,nan,insigna blue / local,"polar blue
15-4717 tcx","hortensia
18-1635 tcx",nan,nan,1,0
440,lafuma,lfv11468,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan,1,0
441,lafuma,lfv11468,"fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd",nan,1,0,local,front hood ,nan,naturel,naturel,naturel,nan,nan,0,1
442,lafuma,lfv11468,"insulation 
padding sk2 quality 120g",nan,1,0,local,body,nan,120g,120g,120g,nan,nan,0,1
443,lafuma,lfv11468,"insulation 
padding sk2 quality 80g",nan,1,0,local,sleeve - hodd,nan,80g,80g,80g,nan,nan,0,1
444,lafuma,lfv11468,"zipper delrin # 5
2ways - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"eclipse blue
tape : 960
teeth : dark nickel","north sea
tape : 579
teeth : dark nickel","ruby red
tape : 864
teeth : dark nickel",nan,nan,0,1
445,lafuma,lfv11468,"zipper delrin # 3 (left insert)
1way - separable- autolock
sd31ma.rt
",nan,0,1,"max
zipper",inside jacket / 3in1 system,1,"eclipse blue
tape : 960
teeth : dark nickel","north sea
tape : 579
teeth : dark nickel","ruby red
tape : 864
teeth : dark nickel",nan,nan,0,1
446,lafuma,lfv11468,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,eclipse blue,north sea,ruby red,nan,nan,0,1
447,lafuma,lfv11468,"12mm flat metal snap - invisible
(female & male part)",nan,0,1,local,"6x front opening
2x cuff adjustement
2x pocket",10,antic silver,antic silver,antic silver,nan,nan,0,1
448,lafuma,lfv11468,"12mm flat metal snap  
(male part)",nan,0,1,local,"2x cuff adjustement
",2,antic silver,antic silver,antic silver,nan,nan,0,1
449,lafuma,lfv11468,"12mm flat metal snap  
(female part)",nan,0,1,local,"jkt connection 
1x inside middle hood
(refer to hood detail page)",1,antic silver,antic silver,antic silver,nan,nan,0,1
450,lafuma,lfv11468,invisible plastic snap button ,nan,0,1,local,"jkt connection 
1x back neckline webbing
2x bottom sleeve webbing",3,black,black,black,nan,nan,0,1
451,lafuma,lfv11468,webbing 10mm width,nan,0,1,local,"jkt connection 
1x back neckline
2x bottom sleeve ",3,black,black,black,nan,nan,0,1
452,lafuma,lfv11468,"velcro female ( rounded corner)
20x100mm",nan,0,1,local,"back hood adjustment
on  garment  ",1,tone on tone,tone on tone,tone on tone,nan,nan,0,1
453,lafuma,lfv11468,"velcro male ( rounded corner)
20x60mm",nan,0,1,local,"back hood adjustment 
on  flap ",1,tone on tone,tone on tone,tone on tone,nan,nan,0,1
454,lafuma,lfv11468,"zipper delrin #3 (right insert)
1 way-separable-autolock - reversible puller
sd31maxr8",nan,0,1,"max
zipper",front zip,1,"eclipse blue
tape : 960
teeth : dark nickel","north sea
tape : 579
teeth : dark nickel","ruby red
tape : 864
teeth : dark nickel",nan,nan,1,0
455,lafuma,lfv11468,mmg webbing 5mm,eis15u-xmtre01,0,1,yf zipper,"1x back neckline
2x bottom sleeve",3,saphir,polar blue,hortensia,nan,nan,1,0
456,lafuma,lfv11468,10mm elastic,nan,0,1,local,bottom sleeve,2,white,white,white,nan,nan,1,0
457,lafuma,lfv11468,"12mm flat metal snap  
(male part)",nan,0,1,local,"jkt connection 
1x under middle hood
(refer to the sketches)",1,antic silver,antic silver,antic silver,nan,nan,1,0
458,lafuma,lfv11468,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
outer jkt",1,"eclipse blue
30055","north sea
30060","ruby red
f196",nan,nan,0,1
459,lafuma,lfv11468,embroidery leaf 20mm,nan,0,1,local / ming shyang,"center on top sleeve / 
outer jkt",1,"eclipse blue
30055","north sea
30060","ruby red
f196",nan,nan,0,1
460,lafuma,lfv11468,woven label climactive,lw050-e,0,1,triple star,left bottom side,1,standard,nan,nan,nan,nan,0,1
461,lafuma,lfv11468,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
inner jkt",1,"eclipse blue
30055","polar blue
464","ruby red
f196",nan,nan,1,0
462,lafuma,lfv11468,embroidery leaf 20mm,nan,0,1,local / ming shyang,"center on top sleeve / 
inner jkt",1,"eclipse blue
30055","polar blue
464","ruby red
f196",nan,nan,1,0
463,lafuma,lfv11468,main woven label big size,lw033-e,0,1,sml, on pocket,1,standard,nan,nan,nan,nan,0,1
464,lafuma,lfv11468,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"on the left pocket
refer to the lining page",1,standard,nan,nan,nan,nan,0,1
465,lafuma,lfv11468,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,standard,nan,nan,nan,nan,0,1
466,lafuma,lfv11468,"woven label
",lw034-e,0,1,sml,"neckline / centered 
",1,nan,nan,nan,nan,nan,0,1
467,lafuma,lfv11468,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"neckline / centered 
inner jacket",1,standard,nan,nan,nan,nan,1,0
468,lafuma,lfv11468,care label & p.o. label,lc011-e,0,1,sml,"left side seam 
inner jacket",1,nan,nan,nan,nan,nan,1,0
469,lafuma,lfv11468,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
470,lafuma,lfv11468,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,front zipper,1,standard,nan,nan,nan,nan,0,1
471,lafuma,lfv11468,"hang tag climactive
","small
ht394146-e",0,1,triple star,inside corporate ht,1,standard,nan,nan,nan,nan,0,1
472,lafuma,lfv11468,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
473,lafuma,lfv11468,polybag,nan,0,1,local,nan,1,standard,nan,nan,nan,nan,0,1
474,lafuma,lfv11489,"shell 1 
06302 5k/5k",nan,1,0,libolon,outer jacket,nan,anthracite grey,heather grey,nightfall h07b,nan,nan,0,1
475,lafuma,lfv11489,"shell 3
highloft fleece ca491",nan,1,0,everwei,hood lining,nan,black,black,deep blue,nan,nan,0,1
476,lafuma,lfv11489,"fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd",nan,1,0,local,front hood,nan,naturel,naturel,naturel,nan,nan,0,1
477,lafuma,lfv11489,"nylon 210 t
",nan,1,0,local,body + sleeves + pockets lining ,nan,black,black,black,nan,nan,0,1
478,lafuma,lfv11489,seam tape critical,nan,0,1,local ,collar + hood + shoulder + armhole,nan,clear,clear,clear,nan,nan,0,1
479,lafuma,lfv11489,"non woven
",nan,1,0,local,collar + flaps + embroideries backside,nan,white,white,white,nan,nan,0,1
480,lafuma,lfv11489,"shell 2
8093 ldf3",nan,1,0,caroltex,inner jacket,nan,noir,noir,polar blue,nan,nan,1,0
481,lafuma,lfv11489,"shell 2
8093 ldf3",nan,1,0,caroltex,inner jacket lining,nan,noir,noir,polar blue,nan,nan,1,0
482,lafuma,lfv11489,"insulation 
padding pk80 - weight 150g",nan,1,0,local,body,nan,150g,150g,150g,nan,nan,1,0
483,lafuma,lfv11489,"insulation 
padding pk80 - weight 100g",nan,1,0,local,sleeves + collar,nan,100g,100g,100g,nan,nan,1,0
484,lafuma,lfv11489,"zipper delrin # 5
2ways - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"anthracite grey
075","heather grey
183","north sea
074",nan,nan,0,1
485,lafuma,lfv11489,"zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",inside jacket / 3in1 system,1,"anthracite grey
075","heather grey
183","north sea
074",nan,nan,0,1
486,lafuma,lfv11489,"zipper inverted coil #5
1way - non separable - non lock 
sn52max",nan,0,1,"max
zipper",2x front pocket,2,"anthracite grey
075","heather grey
183","north sea
074",nan,nan,0,1
487,lafuma,lfv11489,"zipper inverted coil #3  
1way - non separable - non lock 
sn31wdm",nan,0,1,"max
zipper",security pocket,1,"anthracite grey
075","heather grey
183","north sea
074",nan,nan,0,1
488,lafuma,lfv11489,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,noir,nan,nan,0,1
489,lafuma,lfv11489,"12mm flat metal snap - invisible
(female & male part)",nan,0,1,local,"6x front opening
5x bottom hood +  collar flap
2x cuff adjustement
5x removable fake fur on front hood",16,antic silver,antic silver,antic silver,nan,nan,0,1
490,lafuma,lfv11489,"12mm flat metal snap  
(female part)",nan,0,1,local,"
1x middle collar top flap
",1,antic silver,antic silver,antic silver,nan,nan,0,1
491,lafuma,lfv11489,"12mm flat metal snap  
(male part)",nan,0,1,local,2x cuff adjustement,2,antic silver,antic silver,antic silver,nan,nan,0,1
492,lafuma,lfv11489,"velcro female 20mm width
(rounded corner)",nan,0,1,local,"1x back hood
",1,t0536,t0536,to524,nan,nan,0,1
493,lafuma,lfv11489,"velcro male 20mm width
(rounded corner)",nan,0,1,local,"1x back hood flap
",1,t0536,t0536,to524,nan,nan,0,1
494,lafuma,lfv11489,12mm nylon webbing ,nan,0,1,local,"jkt connection 
1x inside back neckline
2x inside bottom sleeve",3,black,black,black,nan,nan,0,1
495,lafuma,lfv11489,8mm plastic snap,nan,0,1,local,"jkt connection 
inside back neckline webbing
inside bottom sleeve webbing",3,black,black,black,nan,nan,0,1
496,lafuma,lfv11489,"zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",front zip,1,"black
580","black
580","north sea
074",nan,nan,1,0
497,lafuma,lfv11489,mmg webbing 5mm width,eis15u-xmtre01,0,1,yf zipper,"1x back neckline
2x bottom sleeve",3,noir,noir,polar blue,nan,nan,1,0
498,lafuma,lfv11489,10mm elastic,nan,0,1,local,bottom sleeve,2,white,white,white,nan,nan,1,0
499,lafuma,lfv11489,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
outer jkt",1,"anthracite grey
m416","heather grey
40030","north sea
464",nan,nan,0,1
500,lafuma,lfv11489,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve / 
outer jkt",1,"anthracite grey
m416","heather grey
40030","north sea
464",nan,nan,0,1
501,lafuma,lfv11489,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
inner jkt",1,"black
9000","black
9000","north sea
369",nan,nan,1,0
502,lafuma,lfv11489,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve / 
inner jkt",1,"black
9000","black
9000","north sea
369",nan,nan,1,0
503,lafuma,lfv11489,"woven label
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
504,lafuma,lfv11489,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
505,lafuma,lfv11489,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
506,lafuma,lfv11489,"woven label climactive
",lw050-e,0,1,triple star,left side seam ,1,standart,nan,nan,nan,nan,0,1
507,lafuma,lfv11489,"woven label
",lw034-e,0,1,sml,"neckline / centered 
",1,orange ,nan,nan,nan,nan,1,0
508,lafuma,lfv11489,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"neckline / centered 
inner jacket",1,standard,nan,nan,nan,nan,1,0
509,lafuma,lfv11489,care label & p.o. label,lc011-e,0,1,sml,"left side seam 
inner jacket",nan,white satin ,nan,nan,nan,nan,1,0
510,lafuma,lfv11489, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
511,lafuma,lfv11489,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan,0,1
512,lafuma,lfv11489,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
513,lafuma,lfv11489,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan,0,1
514,lafuma,lfv11489,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
515,lafuma,lfv11489,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan,0,1
516,lafuma,lfv11492,"shell 1
pfm0025v4 3l",nan,1,0,flying tex,"outer jkt
+ pocket bag",nan,blue sense,noir,grenat,nan,nan,0,1
517,lafuma,lfv11492,full seam tape,nan,0,1,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan,0,1
518,lafuma,lfv11492,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan,0,1
519,lafuma,lfv11492,"shell 2
pr21",nan,1,0,local,inner jacket,nan,insigna blue,"carbone grey
19-0203 tcx","hortensia
18-1635 tcx",nan,nan,0,1
520,lafuma,lfv11492,"shell 3
pr20 nylon fd (bulk)",nan,1,0,local,top & back yoke,nan,insigna blue,black,ruby red,nan,nan,0,1
521,lafuma,lfv11492,taffeta 210t,nan,1,0,local,sleeve lining,nan,black,black,black,nan,nan,0,1
522,lafuma,lfv11492,brushed tricot,nan,1,0,local,pocket bag,nan,black,black,black,nan,nan,0,1
523,lafuma,lfv11492,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan,0,1
524,lafuma,lfv11492,"zipper delrin # 5
1way - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"north sea
tape : 579
teeth : dark nickel","black
tape : 580
teeth : dark nickel","ruby red
tape : 964
teeth : dark nickel",nan,nan,0,1
525,lafuma,lfv11492,"zipper vislon # 3 - 1way - separable - left insert
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,ykk,inside jacket / 3in1 system,1,"north sea
tape : 579
teeth : dark nickel","black
tape : 580
teeth : dark nickel","ruby red
tape : 964
teeth : dark nickel",nan,nan,0,1
526,lafuma,lfv11492,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,north sea,black,ruby red,nan,nan,0,1
527,lafuma,lfv11492,"12mm flat metal snap - invisible
(female & male part)",nan,0,1,local,"5x front opening
2x cuff adjustement
2x pocket",9,antic silver,antic silver,antic silver,nan,nan,0,1
528,lafuma,lfv11492,"12mm flat metal snap  
(male part)",nan,0,1,local,"2x cuff adjustement
",2,antic silver,antic silver,antic silver,nan,nan,0,1
