,brand,style,item,supplier,ref,description,content,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,fabric,trims,outter ,inner
6,#776,ra mens puffer vest spec copy,print 3,,,thin plastisol ink- as per art sheet,,,,left arm above cuff as per art sheet,x1,,,as per art sheet,as per art sheet,none,,,,0,1,,
7,#776,ra mens puffer vest spec copy,front pocket bag lining,,,self fabric,,,,front pockets as per sample,x2,,,pantone 5535c,pantone 2767c,none,,,,1,0,,
8,#776,ra mens puffer vest spec copy,zip on pockets,,,as per mens puffer vest sample- invisible zips ,,,,none,x2,,,d.t.m pantone 5535c,pantone 2767c,none,,,,0,1,,
9,#776,womens sprayjacket design detail,body fabric,,,100% polyester,,,,body,none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,1,0,,
10,#776,womens sprayjacket design detail,panel detail,,,100% polyester,,,,"cuff, hem, back side panels",none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,1,0,,
11,#776,womens sprayjacket design detail,thread,,,100% cotton,,,,all over,none,,,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 109c,,,,0,1,,
12,#776,womens sprayjacket design detail,centre front zip ,,,quality as per womens spray jacket reference sample centre front zip,,,,centre front,x1,,,pantone 540c,pantone 540c,pantone 109c,,,,0,1,,
13,#776,womens sprayjacket design detail,front pocket zips,,,quality as per womens spray jacket reference sample centre front zip,,,,as per sketch/spec,x2,,,pantone 540c,pantone 540c,pantone 109c,,,,0,1,,
14,#776,womens sprayjacket design detail,drawcord ,,,quality as per womens reference sample,,,,at waistband,x1,,,solid black,solid black,solid black,,,,0,1,,
15,#776,womens sprayjacket design detail,print 1,,,silver reflective print - as per artsheet,,,,right arm above cuff as per art sheet & cb hem as per art sheet,x2,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
16,#776,womens sprayjacket design detail,print 2,,,thin plastisol ink- as per art sheet,,,,front left chest as per art sheet,x1,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
17,#776,womens sprayjacket design detail,print 3,,,thin plastisol ink- as per art sheet,,,,left arm above cuff as per art sheet,x1,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
18,#776,womens sprayjacket design detail,print 4,,,thin plastisol ink- as per art sheet,,,,centre back,x3,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
19,#776,womens sprayjacket design detail,front pocket bag,,,100% polyester body fabric,,,,front pockets as per design sketch ,x2,,,pantone 5535c,pantone 540c,pantone 5535c,,,,1,0,,
20,#776,womens sprayjacket design detail,front hood binding,,,100% polyester body fabric,,,,1.5cm binding around hood edge,x1 piece,,,pantone 5535c,pantone 540c,plastisol printed pantone 109c,,,,1,0,,
21,#776,mens trackpant design detail,body fabric,,,80% cotton 20% polyester fleece 280gms brushed,,,,body,none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,1,0,,
22,#776,mens trackpant design detail,rib detail,,,as per sample,,,,hem and waist,none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,0,1,,
23,#776,mens trackpant design detail,thread,,,100% cotton,,,,all over,none,,,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,1,0,,
24,#776,mens trackpant design detail,front pocket edge print,,,thin plastisol ink ,,,,as per art sheet,none,,,pantone 540c,pantone 540c,pantone 109c,,,,0,1,,
25,#776,mens trackpant design detail,back pocket edge print,,,thin plastisol ink ,,,,as per art sheet,none,,,pantone 5535c,pantone 540c,pantone 109c,,,,0,1,,
26,#776,mens trackpant design detail,drawcord ,,,as per sample,,,,at waistband,x1,,,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,0,1,,
27,#776,mens trackpant design detail,print 1,,,silver reflective print - as per artsheet,,,,front top right as per at sheet,none,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
28,#776,mens trackpant design detail,print 2,,,as per art sheet,,,,front left led as per artsheet,none,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
29,#776,mens trackpant design detail,print 3,,,silver reflective print ,,,,bottom of back right leg as per art sheet,none,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
30,#776,mens trackpant design detail,zip,,,ykk quality ,,,,front and back pockets,x3,,,d.tm body,none,d.t.m pantone 109c,,,,0,1,,
31,#776,womens puffer vest design detail,body fabric,,,using sotl072-r01 main fabric,,,,body,na,,,pantone 5535c,pantone 2767c,none,,,,1,0,,
32,#776,womens puffer vest design detail,binding ,,,as per mens puffer vest sample,,,,"cuff, hem",na,,,pantone 5535c,pantone 2767c,none,,,,0,1,,
33,#776,womens puffer vest design detail,thread,,,as per mens puffer vest sample,,,,all over,na,,,d.t.m pantone 5535c,d.t.m pantone 2767c,none,,,,0,1,,
34,#776,womens puffer vest design detail,centre front zip ,,,as per mens puffer vest sample,,,,centre front,x1,,,d.t.m pantone 5535c,pantone 2767c,none,,,,0,1,,
35,#776,womens puffer vest design detail,print 1,,,silver reflective print - as per artsheet,,,,right side panel above hem & cb collar,x2,,,as per art sheet,as per art sheet,none,,,,0,1,,
36,#776,womens puffer vest design detail,print 2,,,thin plastisol ink- as per art sheet,,,,front left chest as per art sheet,x1,,,as per art sheet,as per art sheet,none,,,,0,1,,
37,#776,womens puffer vest design detail,print 3,,,thin plastisol ink- as per art sheet,,,,left arm above cuff as per art sheet,x1,,,as per art sheet,as per art sheet,none,,,,0,1,,
38,#776,womens puffer vest design detail,front pocket bag lining,,,self fabric,,,,front pockets as per sample,x2,,,pantone 5535c,pantone 2767c,none,,,,1,0,,
39,#776,womens puffer vest design detail,zip on pockets,,,as per mens puffer vest sample- invisible zips ,,,,front pockets,x2,,,d.t.m pantone 5535c,pantone 2767c,none,,,,0,1,,
40,#776,womens sprayjacket design detail,body fabric,,,100% polyester,,,,body,none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,1,0,,
41,#776,womens sprayjacket design detail,panel detail,,,100% polyester,,,,"cuff, hem, side panels",none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,1,0,,
42,#776,womens sprayjacket design detail,thread,,,100% cotton,,,,all over,none,,,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 109c,,,,1,0,,
43,#776,womens sprayjacket design detail,centre front zip ,,,quality as per reference sample,,,,centre front,x1,,,pantone 540c,pantone 540c,pantone 109c,,,,0,1,,
44,#776,womens sprayjacket design detail,front pocket zips,,,quality as per reference sample,,,,as per sketch/spec,x2,,,hidden ,hidden,hidden,,,,0,1,,
45,#776,womens sprayjacket design detail,drawcord ,,,quality as per reference sample,,,,at waistband,x1,,,solid black,solid black,solid black,,,,0,1,,
46,#776,womens sprayjacket design detail,print 1,,,silver reflective print - as per artsheet,,,,right arm above cuff as per art sheet & cb hem as per art sheet,x2,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
47,#776,womens sprayjacket design detail,print 2,,,thin plastisol ink- as per art sheet,,,,front left chest as per art sheet,x1,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
48,#776,womens sprayjacket design detail,print 3,,,thin plastisol ink- as per art sheet,,,,left arm above cuff as per art sheet,x1,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
49,#776,womens sprayjacket design detail,print 4,,,thin plastisol ink- as per art sheet,,,,centre back,x3,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
50,#776,womens sprayjacket design detail,front pocket bag,,,body fabric,,,,front pockets as per design sketch ,x2,,,pantone 5535c,pantone 540c,pantone 5535c,,,,0,1,,
51,#776,womens trackpant design detail,body fabric,,,80% cotton 20% polyester fleece 280gms ,,,,body,none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,1,0,,
52,#776,womens trackpant design detail,rib detail,,,as per sample,,,,hem and waist,none,,,pantone 5535c,pantone 540c,pantone 5535c,,,,0,1,,
53,#776,womens trackpant design detail,thread,,,100% cotton,,,,all over,none,,,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,1,0,,
54,#776,womens trackpant design detail,front pocket edge print,,,thin plastisol ink ,,,,as per art sheet,none,,,pantone 540c,pantone 540c,pantone 109c,,,,0,1,,
55,#776,womens trackpant design detail,back pocket edge print,,,thin plastisol ink ,,,,as per art sheet,none,,,pantone 5535c,pantone 540c,pantone 109c,,,,0,1,,
56,#776,womens trackpant design detail,drawcord ,,,as per sample,,,,at waistband,x1,,,d.t.m pantone 5535c,d.t.m pantone 540c,d.t.m pantone 5535c,,,,0,1,,
57,#776,womens trackpant design detail,print 1,,,silver reflective print - as per artsheet,,,,front top right as per at sheet,none,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
58,#776,womens trackpant design detail,print 2,,,as per art sheet,,,,front left led as per artsheet,none,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
59,#776,womens trackpant design detail,print 3,,,silver reflective print ,,,,bottom of back right leg as per art sheet,none,,,as per art sheet,as per art sheet,as per art sheet,,,,0,1,,
60,#776,womens trackpant design detail,zip,,,ykk quality ,,,,front and back pockets,x3,,,d.tm body,none,d.t.m pantone 109c,,,,0,1,,
0,head,821126 _sestriere mens jacket,fabric/ lining,solis,sone 108-3l04-d,3 layer main material,none,,,"all parts except back middle part and hood middle piece, inner storm flap at center front, bonded, sleeve adjustment bonded (a)",none,none,,scarlet red 19-1760 tcx,black,none,none,,,1,0,,
1,head,821126 _sestriere mens jacket,fabric/ lining,solis,none,3 layer main material ,none,,,middle insert on back part body and hood (b),none,none,,dress blue 19-4024 tcx,aurora 12-0642 tcx,none,none,,,1,0,,
2,head,821126 _sestriere mens jacket,3 layer backing,wooju textile,benbug 175g,brushed lining,none,,,"inside collar, inner storm-flap top part, inside chest pocket, side pocket bags",none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,none,none,,,1,0,,
3,head,821126 _sestriere mens jacket,3 layer backing,"g&h international co.,ltd",n/t210t no coating p/d cire,lining for sleeve pocket,none,,,sleeve (ski pass)pocket bag,none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,none,none,,,1,0,,
4,head,821126 _sestriere mens jacket,3 layer backing,dong hwa ind co.ltd,spandex fulldull twoway (280g),lycra material,none,,,tiecord tunnel at hood,none,none,,black,black,none,none,,,1,0,,
5,head,821126 _sestriere mens jacket,velcro,dg dong dae,25m/m,loops,none,,,"velcro cuff adjustment on sleeve, exact shape see detail sketch",2,none,,black,black,none,none,,,0,1,,
6,head,821126 _sestriere mens jacket,velcro,dg dong dae,25m/m,hooks,none,,,"velcro cuff adjustment on sleeve, exact shape see detail sketch",2,none,,black,black,none,none,,,0,1,,
7,head,821126 _sestriere mens jacket,tapes,solis,s30908-blk921f131,seam tape ,none,,,all seams,none,none,,match to solis fabric backing,match to solis fabric backing,none,none,,,0,1,,
8,head,821126 _sestriere mens jacket,tapes,himel - kido,hot melt film (am-120s),hotmelt/welding film,none,,,"cuff flap, wind flap, hem, hood front, front collar facing, earphone loop patch, inner pkt, side pkt, sleeve pkt",none,none,,none,none,none,none,,,0,1,,
9,head,821126 _sestriere mens jacket,logo/ branded trims,clotex,"h la 013, head logo lasercut hipster tape","tab logo, version up to sit on top of the seam",none,,,"on right shoulder at back part, on left sleeve on front part above elbow",2,"0,11$",,"version b :                  
silver c-407 - print black","version b :                  
silver c-407 - print black",none,none,,,0,1,,
10,head,821126 _sestriere mens jacket,logo/ branded trims,dragon times,h-mp 011 db 0692-0,rivet,none,,,"front right side 2,5cm to side seam and 2,5cm from bottom hem",1,"0,10$",,gloss silver db 0692-0,gloss silver db 0692-0,none,none,,,0,1,,
11,head,821126 _sestriere mens jacket,label,clotex,h- aw 131,care and content label,none,,,left side seam,1,none,,white,white,none,none,,,0,1,,
12,head,821126 _sestriere mens jacket,label,avery dennison,h-aw 123,compact ht  wh/or,none,,,inside jacket ,1,none,,anthrazite,anthrazite,none,none,,,0,1,,
13,head,821126 _sestriere mens jacket,zipper,ykk,t8 shiny,#5 ykk coil reversed t8 shiny,none,,,center front zipper,1,none,,"scarlet red 19-1760 tcx 
ykk 519","black 
ykk 580",none,none,,,0,1,,
14,head,821126 _sestriere mens jacket,zipper,ykk,da8blh,slider open right side,none,,,front zipper,1,none,,"scarlet red 19-1760 tcx 
ykk 519","black 
ykk 580",none,none,,,0,1,,
15,head,821126 _sestriere mens jacket,zipper,ykk,#3 ,#3 ykk coil reversed ,none,,,"2x lower front pockets, 2 ventilation zips, 1 sleeve ski pass pocket",5,none,,"scarlet red 19-1760 tcx 
ykk 519","black 
ykk 580",none,none,,,0,1,,
16,head,821126 _sestriere mens jacket,zipper,ykk,dav3lh,slider,none,,,"2x lower front pockets, 2 ventilation zips, 1 sleeve ski pass pocket",5,none,,c5 silver,c5 silver,none,none,,,0,1,,
17,head,821126 _sestriere mens jacket,zipper,ykk,#3 cc,#3 ykk coil reversed ,none,,,1x inner pocket,1,none,,"iron gate 19-3910 tcx 
ykk 182","iron gate 19-3910 tcx 
ykk 182",none,none,,,0,1,,
18,head,821126 _sestriere mens jacket,zipper,ykk,dav3lh,slider,none,,,1x inner pocket,1,none,,"iron gate 19-3910 tcx 
ykk 182","iron gate 19-3910 tcx 
ykk 182",none,none,,,0,1,,
19,head,821126 _sestriere mens jacket,zip puller,dragon times,h-zp007 db 0752-0,head zipper puller with loop,none,,,"1x center front zip, 2x hand pocket zips",3,"0,16$",,gloss silver db 0752-0,gloss silver db 0752-0,none,none,,,0,1,,
20,head,821126 _sestriere mens jacket,zip puller,dragon times,h-el 025,head zipper puller with  rope ,none,,,"2xventilation zips, 1x ski pass pocket",3,none,,black,black,none,none,,,0,1,,
21,head,821126 _sestriere mens jacket,trims,dg.in dal,elastic nylon string,"draw cord 2,5mm",none,,,hood at back side,none,none,,black,black,none,none,,,0,1,,
22,head,821126 _sestriere mens jacket,trims,dg.in dal,gol tape 10m/m,grosgrain tape,none,,,to attach stopper at lower and upper end,none,none,,black,black,none,none,,,0,1,,
23,head,821126 _sestriere mens jacket,trims,dong gwang sa industry,pl stopper dghs-324,cord stopper a,none,,,hood back side,1,none,,black,black,none,none,,,0,1,,
24,head,821126 _sestriere mens jacket,trims,dong gwang sa industry,pl end stopper dgst-beh080,cord end very tiny drop shape,none,,,hood back side,1,none,,black,black,none,none,,,0,1,,
25,head,821126 _sestriere mens jacket,trims,dragon times,h mp 012 db 0691-0,eyelet 8mm,none,,,hood back side,2,none,,"gloss silver
db-0691-0","gloss silver
db-0691-0",none,none,,,0,1,,
26,head,821126 _sestriere mens jacket,trims,dg.in dal,elastic nylon string,"draw cord 2,5mm",none,,,hood front side ,none,none,,black,black,none,none,,,0,1,,
27,head,821126 _sestriere mens jacket,trims,dong gwang sa industry,dg-hs-125,cord stopper a flat version ,none,,,hood front part left and right,2,none,,black,black,none,none,,,0,1,,
28,head,821126 _sestriere mens jacket,trims,dong gwang sa industry,string bell stopper 3mm/dghs-323,cord end ball,none,,,hood front part left and right,2,none,,black,black,none,none,,,0,1,,
29,head,821126 _sestriere mens jacket,trims,dragon times,hmp 012 db 0691-0,eyelet 8mm,none,,,"hood front part left and right side, collar inside and outside",8,none,,gloss silver db 0691-0,gloss silver db 0691-0,none,none,,,0,1,,
30,head,821126 _sestriere mens jacket,trims,dg.in dal,gol tape 10m/m,grosgrain tape,none,,,left and right side seams,none,none,,black,black,none,none,,,0,1,,
31,head,821126 _sestriere mens jacket,trims,dong gwang sa industry,pl stopper dghs-324,cord stopper a,none,,,left and right side seams,2,none,,black,black,none,none,,,0,1,,
32,head,821126 _sestriere mens jacket,trims,dong gwang sa industry,pl end stopper dgst-beh080,cord end very tiny drop shape,none,,,left and right side seams,2,none,,black,black,none,none,,,0,1,,
33,head,821126 _sestriere mens jacket,trims,dong gwang sa industry,eyelet 8mm,eyelet 8mm,none,,,left and right side seams,4,none,,"gloss silver
local color","gloss silver
local color",none,none,,,0,1,,
34,head,821126 _sestriere mens jacket,trims,dg.in dal,elastic nylon string,"draw cord 2,5mm",none,,,bottom hem adjustment,none,none,,black,black,none,none,,,0,1,,
35,head,821126 _sestriere mens jacket,trims,dg.in dal,gol tape 10m/m,ribs tape for  phone card holder,none,,,inside  on neck position ,none,none,,black,black,none,none,,,0,1,,
36,head,821126 _sestriere mens jacket,stitching,kido,vertical bartacks,bartacks,none,,,all all zipper starting and ending points ,none,none,,silver 14-5002 tcx,silver 14-5002 tcx,none,none,,,0,1,,
37,head,821126 _sestriere mens jacket,packaging,vietnam.nhat loi,none,polybag with head print,none,,,size matching garment - follow packing instruction,1,none,, -- , -- ,none,none,,,0,1,,
38,head,821126 _sestriere mens jacket,packaging,vn.cosmo,none,barcode sticker,none,,,attach on polybag - follow packing instruction,1,none,, -- , -- ,none,none,,,0,1,,
39,head,821126 _sestriere mens jacket,packaging,vn.cosmo,none,barcode sticker,none,,,attach on carton- follow packing instruction,1,none,, -- , -- ,none,none,,,0,1,,
40,head,821126 _sestriere mens jacket,packaging,mainetti hk,"h-pa 005 
(ell45cs with bar )","plastic hanger "" head""",none,,,none,1,none,,semi clear,semi clear,none,none,,,0,1,,
41,head,821126 _sestriere mens jacket,hang tags,avery dennsion,h-pa 008,main hang-tag head 360,none,,,attach hang-tag on left front pocket,1,none,, -- , -- ,none,none,,,0,1,,
42,head,821126 _sestriere mens jacket,hang tags,avery dennsion,h-pa 009,head  360  tag inlay ,none,,,inlay inside main hang-tag,1,none,, -- , -- ,none,none,,,0,1,,
43,head,821126 _sestriere mens jacket,hang tags,dg.me qi,he htco-001,cord for hang tag,none,,,to attach hang-tag,1,none,, -- , -- ,none,none,,,0,1,,
44,head,821126 _sestriere mens jacket,hang tags,vn.cosmo,none,barcode sticker,none,,,attach on hang-tag - follow packing instruction,1,none,, -- , -- ,none,none,,,0,1,,
45,head,821126 _sestriere mens jacket,hang tags,ykk,none,ykk general hang-tag,none,,,behind generel hang-tag,1,none,, -- , -- ,none,none,,,0,1,,
46,head,821156 stelvio pants men,fabric/ lining,solis,sone 108-3l04-d,3 layer main material stretch,none,,,"front part at thigh of pant going over to back part, waistband , beltloops, flaps for waistband adjustment, beltloop in cb is with hightlight tape, pocket bags(a)",none,none,,scarlet red 19-1760,aurora  12-0642 tcx,dress blue 19-4024 tcx,black,,,1,0,,
47,head,821156 stelvio pants men,fabric/ lining,solis,sone 108-3l04-d,3 layer main material stretch,none,,,"lower front part , back part (b)",none,none,,dress blue 19-4024 tcx,aurora 12-0642 tcx,dress blue 19-4024 tcx,aurora 12-0642 tcx,,,1,0,,
48,head,821156 stelvio pants men,fabric/ lining,"texland&nexko co., ltd.",tex#1651 ,leg protection ,none,,,"inside legs, for shape keep to design sketch",none,none,,black,black,black,black,,,1,0,,
49,head,821156 stelvio pants men,fabric/ lining,dong hwa ind co.ltd,spandex fulldull twoway (280g),lycra material,none,,,little insert on top end of powder skirt,none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,1,0,,
50,head,821156 stelvio pants men,fabric/ lining,woojutextile,"benbug 175g (75 bonberg, 175g brushed) ",brushed lining,none,,,inside waistband on back part only,none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,1,0,,
51,head,821156 stelvio pants men,fabric/ lining,g&h international co. ltd,n/t 210 pu co,coated taffetta,none,,,lower powder skirt ,none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,1,0,,
52,head,821156 stelvio pants men,seam tape,solis,s30908-blk921f131,seam tape for 3 layer,none,,,all seams,none,none,,light grey,light grey,light grey,light grey,,,0,1,,
53,head,821156 stelvio pants men,velcro,dg dong dae - kido,20m/m,loops,none,,,"waistband adjustment, shape see design sketch",2,none,,black,black,black,black,,,0,1,,
54,head,821156 stelvio pants men,velcro,dg dong dae - kido,20m/m,hooks,none,,,"waistband adjustment, shape see design sketch",2,none,,black,black,black,black,,,0,1,,
55,head,821156 stelvio pants men,logo,clotex,"h-la 013 version up, head logo lasercut",tab logo,none,,,front part at left thigh along powerseam,1,"0,115$",,version b: hipster c-407                      silver- print black,version b: hipster c-407                      silver- print black,version b: hipster c-407                      silver- print black,version b: hipster c-407                       silver- print black,,,0,1,,
56,head,821156 stelvio pants men,logo,dragon times,h-mp 011 db 0692-0,rivet,none,,,"front part, work with plastic washer behind",1,"0,10$",,gloss silver db 0692-0,gloss silver db 0692-0,gloss silver db 0692-0,gloss silver db 0692-0,,,0,1,,
57,head,821156 stelvio pants men,logo,dragon times,h-mp 014 db 0717,press button wishbone,none,,,center front closure,2,"0,18$",,gloss silver db-0717,gloss silver db-0717,gloss silver db-0717,gloss silver db-0717,,,0,1,,
58,head,821156 stelvio pants men,logo,dong gwang sa - kido,pl washer for head,press button press wishbone,none,,,center front closure under,2,none,,white,white,white,white,,,0,1,,
59,head,821156 stelvio pants men,label,avery dennison,h-aw 115,head neck label compact woven loop  -black,none,,,"inside pants, centre back waist band",1,none,,black,black,black,black,,,0,1,,
60,head,821156 stelvio pants men,label,clotex,h- aw 131,care and content label,none,,,below  size label h-aw 115,1,none,,white,white,white,white,,,0,1,,
61,head,821156 stelvio pants men,zipper,ykk,none,"coil reversed #5 o/e, auto lock",none,,,front zipper,1,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,0,1,,
62,head,821156 stelvio pants men,zipper,ykk,dab,"slider, dab",none,,,front zipper,1,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,0,1,,
63,head,821156 stelvio pants men,zipper,ykk,none,#3 concealed zip ,none,,,1x inside pocket,1,none,,scarlet 19-1760 ykk 166,yellow ykk 504,dress blue ykk 160,black ykk580,,,0,1,,
64,head,821156 stelvio pants men,zipper,ykk,dacr-s,slider dacr-s,none,,,1x inside pocket,2,none,,scarlet 19-1760 ykk 166,yellow ykk 504,dress blue ykk 160,black ykk580,,,0,1,,
65,head,821156 stelvio pants men,zipper,ykk,none,#3 coil reverse,none,,,2x  front pockets,2,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,0,1,,
66,head,821156 stelvio pants men,zipper,ykk,dav3lh,slider dav3lh,none,,,2x  front pockets,2,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,0,1,,
67,head,821156 stelvio pants men,zipper,ykk,none,#3 coil reverse,none,,,"2x  ventilation zips, ",2,none,,dress blue ykk 960,yellow ykk 504,dress blue ykk 960,yellow ykk 504,,,0,1,,
68,head,821156 stelvio pants men,zipper,ykk,dav3lh,slider dav3lh,none,,,"2x  ventilation zips, ",2,none,,dress blue ykk 960,yellow ykk 504,dress blue ykk 960,yellow ykk 504,,,0,1,,
69,head,821156 stelvio pants men,stitching,kido,"silver thread , 1cm",bartacks,none,,,"on each zipper ending, ",none,none,,silver c-407,silver c-407,silver c-407,silver c-407,,,0,1,,
70,head,821156 stelvio pants men,stitching,kido,dtm thread,bartacks,none,,,on each belt loop,none,none,,dtm,dtm,dtm,dtm,,,0,1,,
71,head,821156 stelvio pants men,zip puller,dragon times,h-zp007 df 0752-0,head zipper puller with loop,none,,,2x hand pockets,2,none,,gloss silver db 0752-0,gloss silver db 0752-0,gloss silver db 0752-0,gloss silver db 0752-0,,,0,1,,
72,head,821156 stelvio pants men,zip puller,dragon times,h-el 025,rope puller with loop,none,,,2x ventilation,2,none,,black,black,black,black,,,0,1,,
73,head,821156 stelvio pants men,trims,guo zheng webbing co ltd,h-el 004,silicon elastic tape  head 25mm,none,,,snow skirt at leg openings,none,none,,black,black,black,black,,,0,1,,
74,head,821156 stelvio pants men,trims,dg.in dal - kido,tebdm4001,inside  elastic tape,none,,,inside back waistband,none,none,,white,white,white,white,,,0,1,,
75,head,821156 stelvio pants men,trims,himel - kido,hot melt film (am-120s),hotmelt/welding film,none,,,"belt loop, waist adjustment flap, hem, fly",none,none,,none,none,none,none,,,0,1,,
76,head,821156 stelvio pants men,packaging,vietnam.nhat loi,none,polybag with head print,none,,,size matching garment - follow packing instruction,1,none,, -- , -- , -- , -- ,,,0,1,,
77,head,821156 stelvio pants men,packaging,vn.cosmo,none,barcode sticker,none,,,attach on polybag - follow packing instruction,1,none,, -- , -- , -- , -- ,,,0,1,,
78,head,821156 stelvio pants men,packaging,vn.cosmo,none,barcode sticker,none,,,attach on carton - follow packing instruction,none,none,,none,none,none,none,,,0,1,,
79,head,821156 stelvio pants men,trims,mainetti hk,"h-pa 005 
(ell45cs with bar )","plastic hanger "" head""",none,,,none,1,none,,semi clear,semi clear,semi clear,semi clear,,,0,1,,
80,head,821156 stelvio pants men,hang tags,avery dennsion,h-pa 008,main hang-tag head 360,none,,,attach hang-tag on left front pocket,1,none,, -- , -- , -- , -- ,,,0,1,,
81,head,821156 stelvio pants men,hang tags,avery dennsion,h-pa 009,head  360  tag inlay ,none,,,inlay inside main hang-tag,1,none,, -- , -- , -- , -- ,,,0,1,,
82,head,821156 stelvio pants men,hang tags,dg.me qi,he htco-001,cord for hang tag,none,,,to attach hang-tag,1,none,, -- , -- , -- , -- ,,,0,1,,
83,head,821156 stelvio pants men,hang tags,vn.cosmo,none,barcode sticker,none,,,attach on hang-tag - follow packing instruction,1,none,, -- , -- , -- , -- ,,,0,1,,
84,head,821156 stelvio pants men,hang tags,ykk,none,ykk general hang-tag,none,,,behind generel hang-tag,1,none,, -- , -- , -- , -- ,,,0,1,,
0,edier,eiv4439,defender® libolon,libolon,06302 10k/10k,fabric 1,88% pes 12% pu// 100% tpu // 0,"56""",none,"main shell 
(except yokes next to left hand and sleeve pockets)",none,,,aquamarine,dark night,none,none,none,,1,0,1,0
1,edier,eiv4439,defender®h+ motley dull,flying tex,pfw017n35,fabric 2,100% pes// 100% tpu // 0,"56""",162g/m2,"hood + body sides + under sleeves     
     
     
     
     
     
",none,,,aquamarine,dark night,none,none,none,,1,0,1,0
2,edier,eiv4439,nylon downproof planet,caroltex  8093ldf3,none,lining,none,none,none,hood + front body + back sides,none,,,dark night,blue morpho,none,none,none,,1,0,1,0
3,edier,eiv4439,210t nylon ,local sourcing,none,lining,none,none,none,sleeves + inner pocket bag + care label pocket ,none,,,black,black,none,none,none,,1,0,1,0
4,edier,eiv4439,"micromax / polytricot     
","local sourcing     
",none,pockets,none,none,none,hand pockets,none,,,black,black,none,none,none,,1,0,1,0
5,edier,eiv4439,nylon,"local sourcing     
",none,pockets,none,none,none,inner pocket,none,,,black,black,none,none,none,,1,0,1,0
6,edier,eiv4439,"sealed seams       
",all seams,none,"waterproofness
",none,none,none,none,none,,,none,none,none,none,none,,1,0,1,0
7,edier,eiv4439,topstitching,topstitching,none,threads,none,none,none,none,none,,,none,none,none,none,none,,1,0,1,0
8,edier,eiv4439,bartacks,topstitching,none,threads,none,none,none,none,none,,,none,none,none,none,none,,1,0,1,0
9,edier,eiv4439,downproof planet print,caroltex,8093ldf3 + print,fabric 1,none,none,none,main shell,none,,,dark night  / candy pink camo,dark night,none,none,none,,1,0,0,1
10,edier,eiv4439,spacer,local sourcing,none,lining,none,none,none,bottom of body + bottom sleeves,none,,,none,none,none,none,none,,1,0,0,1
11,edier,eiv4439,downproof planet,"caroltex 8093ldf3     
",none,lining,none,none,none, - body,none,,,dark night,aquamarine,none,none,none,,1,0,0,1
12,edier,eiv4439,"210t nylon     
","local sourcing     
",none,lining,none,none,none," - sleeves
",none,,,black,black,none,none,none,,1,0,0,1
13,edier,eiv4439,"micromax - (polytricot approved 03/08/2016)     
","local sourcing     
",none,lining,none,none,none,#NAME?,none,,,black,black,none,none,none,,1,0,0,1
