,material,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,supplier,ref,qty,price/unit,unit,fabric,trims,zipper,outer,inner
341,"sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta - (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), no.5 ykk nylon coil zippers, auto-lock slider da8lh , no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam), abzp_01 utility cord pulls, snap buttons absnp_01 (sets), 17mm  (incl. washers), 12mm metal eyelet  (incl. washers), abel_01 metal airblaster eyelet (incl. washers, supplied by wellsucceed), metal hook closure, metal lace hooks, polyester flat lace drawcord with metal sealed ends.  w:1 cm, gripper elastic, plastic key clip attched with webbing loop, 8 mm width webbing,  abwv_69v vietnam size label, satin with print (same as 12/13 label), ablt_01 logo flag label (airpill side), abwvlp_01 (supplied by sml),     airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta - (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), no.5 ykk nylon coil zippers, auto-lock slider da8lh , no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam), abzp_01 utility cord pulls, snap buttons absnp_01 (sets), 17mm  (incl. washers), 12mm metal eyelet  (incl. washers), abel_01 metal airblaster eyelet (incl. washers, supplied by wellsucceed), metal hook closure, metal lace hooks, polyester flat lace drawcord with metal sealed ends.  w:1 cm, gripper elastic, plastic key clip attched with webbing loop, 8 mm width webbing,  abwv_69v vietnam size label, satin with print (same as 12/13 label), ablt_01 logo flag label (airpill side), abwvlp_01 (supplied by sml),     airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"sotd109-c1-y 10k/8k 10k/8k +2-layer +breathable coating+dwr, 210t-e terry emboss taffeta   (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), ykk no.5 nylon coil zippers, auto-lock slider da8lh, ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close from c.b. to side seam), ykk no.3 nylon conceal zippers, auto-lock slider da8lh1 (zippers close from c.b. to side seam), abzp_01 utility cord pulls (supplied by wei rong), ""abjbt_01 jean button (16.3mm) (air blaster deboss logo), incl. washer"", snap buttons absnp_01 (sets), 17mm  (incl. washers), 12mm metal eyelet  (incl. washers), metal lace hook, polyester flat lace drawcord with metal sealed ends.  w:1 cm, gripper elastic, abwv_67 freedom main label, abwv_69v vietnam size label, satin/printed w/c label   (supplied by your side), abwvlp_01 (supplied by sml), abpa_77 freedom seam label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotd109-c1-y 10k/8k 10k/8k +2-layer +breathable coating+dwr, 210t-e terry emboss taffeta   (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), ykk no.5 nylon coil zippers, auto-lock slider da8lh, ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close from c.b. to side seam), ykk no.3 nylon conceal zippers, auto-lock slider da8lh1 (zippers close from c.b. to side seam), abzp_01 utility cord pulls (supplied by wei rong), ""abjbt_01 jean button (16.3mm) (air blaster deboss logo), incl. washer"", snap buttons absnp_01 (sets), 17mm  (incl. washers), 12mm metal eyelet  (incl. washers), metal lace hook, polyester flat lace drawcord with metal sealed ends.  w:1 cm, gripper elastic, abwv_67 freedom main label, abwv_69v vietnam size label, satin/printed w/c label   (supplied by your side), abwvlp_01 (supplied by sml), abpa_77 freedom seam label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,"sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis), sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), 100% poly mesh - sotc025-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), lycra binding tape, gripper elastic, lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), round barrel stopper - k-018 , k343-2n push stoppers, plastic hand pulls zp11 , flat webbing tape, 8mm, flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,  2.5 mm elastic cord, plastic key clip attched with webbing loop, abwv_67 freedom main label, abwv_69v vietnam size label, satin label with print, abwvlp_01 (supplied by sml), abpa_22 workwear label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis), sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), 100% poly mesh - sotc025-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), lycra binding tape, gripper elastic, lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), round barrel stopper - k-018 , k343-2n push stoppers, plastic hand pulls zp11 , flat webbing tape, 8mm, flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,  2.5 mm elastic cord, plastic key clip attched with webbing loop, abwv_67 freedom main label, abwv_69v vietnam size label, satin label with print, abwvlp_01 (supplied by sml), abpa_22 workwear label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"94% spun polyester 6%spandex single jersey + wicking               r21103023, 94% spun polyester 6%spandex single jersey + wicking                      r21103023,   ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 , ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 , abtr_538v transfer label 100% polyester, satin label with print, ninja star abem_015a 2-color , abem_310 pizza ninja star,  clear size indication zipper, sticker width 3.5 cm, see sample, 94% spun polyester 6%spandex single jersey + wicking               r21103023, 94% spun polyester 6%spandex single jersey + wicking                      r21103023,   ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 , ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 , abtr_538v transfer label 100% polyester, satin label with print, ninja star abem_015a 2-color , abem_310 pizza ninja star,  clear size indication zipper, sticker width 3.5 cm, see sample",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis), sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis), sungrip chic plastic snap button, 13mm (incl. washers),  abwv_207 made in vietnam woven label, satin label with print, abwvlp_205 loop label,    airpill logo print:  16 cm, sticker width 3.5 cm, made in china sticker, sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis), sotf036-1 100% polyester terry jacquard bonded fleece (provided by solis), sungrip chic plastic snap button, 13mm (incl. washers),  abwv_207 made in vietnam woven label, satin label with print, abwvlp_205 loop label,    airpill logo print:  16 cm, sticker width 3.5 cm, made in china sticker",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"sotp013-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), sotp013-pr20-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),  soto048-p velvety tricot -  smooth side used as face side,  soto048-1 velvety tricot -  smooth side used as face side,  soto048-1 velvety tricot -  smooth side used as face side, lightweight interfacing (item# tbd), snap buttons absnp_01 (sets), 17mm (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , metal eyelets, 12mm (incl. washers), leather stopper abstpr_01,  2.5 cm flat elastic , abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abpa_82 leather terry patch,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotp013-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), sotp013-pr20-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),  soto048-p velvety tricot -  smooth side used as face side,  soto048-1 velvety tricot -  smooth side used as face side,  soto048-1 velvety tricot -  smooth side used as face side, lightweight interfacing (item# tbd), snap buttons absnp_01 (sets), 17mm (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , metal eyelets, 12mm (incl. washers), leather stopper abstpr_01,  2.5 cm flat elastic , abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abpa_82 leather terry patch,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"sotm108-2l2-h 100%nylon 10k/8k dwr+breathable coating (supplied by li peng), 210t-e emb07 terry taffeta emboss (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), 100% poly mesh - sotc025-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), sotf104-1 100% polyester fleece, lycra binding tape, gripper elastic, 1x1 rib knit,good quality arcylic/spandex, lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), ykk no.5 nylon coil, hidden chain zipper, auto-lock slider da8lh, abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), barrel stopper k-018, flat webbing tape, 8mm, flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,  2.5 cm flat elastic , plastic key clip attched with webbing loop, abwv_59 glacier main label, abwv_69v vietnam size label, satin label with print, abwvlp_01 (supplied by sml), abpa_105b corey patch, abpa_126 gully suede label, abwv_111 nlgc woven label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotm108-2l2-h 100%nylon 10k/8k dwr+breathable coating (supplied by li peng), 210t-e emb07 terry taffeta emboss (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), 100% poly mesh - sotc025-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), sotf104-1 100% polyester fleece, lycra binding tape, gripper elastic, 1x1 rib knit,good quality arcylic/spandex, lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), ykk no.5 nylon coil, hidden chain zipper, auto-lock slider da8lh, abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), barrel stopper k-018, flat webbing tape, 8mm, flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,  2.5 cm flat elastic , plastic key clip attched with webbing loop, abwv_59 glacier main label, abwv_69v vietnam size label, satin label with print, abwvlp_01 (supplied by sml), abpa_105b corey patch, abpa_126 gully suede label, abwv_111 nlgc woven label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis), sotd109-c1-y 100% polyester 10k/8k +2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta - (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), 40gm insulation, no.5 ykk nylon coil zippers, auto-lock slider da8lh , no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam), abzp_01 utility cord pulls, snap buttons absnp_01 (sets), 17mm  (incl. washers), 12mm metal eyelet  (incl. washers), metal hook closure, metal lace hooks, polyester flat lace drawcord with metal sealed ends.  w:1 cm, gripper elastic, plastic key clip attched with webbing loop, 8 mm width webbing, abwv_67 freedom main label, abwv_69v vietnam size label, satin with print (same as 12/13 label), ablt_01 logo flag label (airpill side), abwvlp_01 (supplied by sml), abpa_115 airblaster pu label, abpa_117 terry pu label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotp069-c1-h 100% polyester  15k/10k+2-layer +breathable coating+dwr (supplied by solis), sotd109-c1-y 100% polyester 10k/8k +2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta - (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), 40gm insulation, no.5 ykk nylon coil zippers, auto-lock slider da8lh , no.5 ykk zippers, auto-lock slider da8lh1 (swivel head) (zippers close from c.b. to side seam), abzp_01 utility cord pulls, snap buttons absnp_01 (sets), 17mm  (incl. washers), 12mm metal eyelet  (incl. washers), metal hook closure, metal lace hooks, polyester flat lace drawcord with metal sealed ends.  w:1 cm, gripper elastic, plastic key clip attched with webbing loop, 8 mm width webbing, abwv_67 freedom main label, abwv_69v vietnam size label, satin with print (same as 12/13 label), ablt_01 logo flag label (airpill side), abwvlp_01 (supplied by sml), abpa_115 airblaster pu label, abpa_117 terry pu label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,"sotp013-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),  soto048-p velvety tricot -  smooth side used as face side (supplied by solis), lightweight interfacing (item# tbd)  (supplied by you), snap buttons absnp_01 (sets), 17mm (incl. washers)  (supplied by you), metal eyelets, 12mm (incl. washers)  (supplied by you), leather stopper abstpr_134 leather pig nose  stopper, flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm  (supplied by you),  2.5 cm flat elastic  (supplied by you), abwv_84 slayer main label, abwv_69v vietnam size  label (supplied by sml), satin label with print  (supplied by you), abwvlp_01 (supplied by sml), abpa_82 leather terry patch,   airpill logo print:  16 cm (supplied by you), made in china sticker  (supplied by you), sticker width 3.5 cm  (supplied by you), sotp013-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),  soto048-p velvety tricot -  smooth side used as face side (supplied by solis), lightweight interfacing (item# tbd)  (supplied by you), snap buttons absnp_01 (sets), 17mm (incl. washers)  (supplied by you), metal eyelets, 12mm (incl. washers)  (supplied by you), leather stopper abstpr_134 leather pig nose  stopper, flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm  (supplied by you),  2.5 cm flat elastic  (supplied by you), abwv_84 slayer main label, abwv_69v vietnam size  label (supplied by sml), satin label with print  (supplied by you), abwvlp_01 (supplied by sml), abpa_82 leather terry patch,   airpill logo print:  16 cm (supplied by you), made in china sticker  (supplied by you), sticker width 3.5 cm  (supplied by you)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"sotd013-r01 100% polyester totex dwr coating, sotd013-pr03 100% polyester totex dwr coating, emb07 taffeta emboss (supplied by li peng), lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (close ended), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), k343-2n push stoppers, plastic hand pulls zp11 , flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers),  2.5 mm elastic cord,  2.5 cm flat elastic , abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abem_402 patagoinia font embroidery, otex woven label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotd013-r01 100% polyester totex dwr coating, sotd013-pr03 100% polyester totex dwr coating, emb07 taffeta emboss (supplied by li peng), lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (close ended), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), k343-2n push stoppers, plastic hand pulls zp11 , flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers),  2.5 mm elastic cord,  2.5 cm flat elastic , abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abem_402 patagoinia font embroidery, otex woven label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"sotp069-q03-ah 100% polyester tpu with wax coating (supplied by solis), sotp069-2l32-ae 100% polyester 80/20dwr tpu membrane (supplied by solis), sotp069-pr03-ae 100% polyester 80/20dwr tpu membrane (supplied by solis), emb07 taffeta emboss (supplied by ecoya), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), barrel stopper k-018, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abpa_82 leather terry patch,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotp069-q03-ah 100% polyester tpu with wax coating (supplied by solis), sotp069-2l32-ae 100% polyester 80/20dwr tpu membrane (supplied by solis), sotp069-pr03-ae 100% polyester 80/20dwr tpu membrane (supplied by solis), emb07 taffeta emboss (supplied by ecoya), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), barrel stopper k-018, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm , abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abpa_82 leather terry patch,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,"sotp069-q03-ah 100% polyester wax coating tpu membrane (supplied by solis), emb07 taffeta emboss (supplied by ecoya), rin knit, snap buttons absnp_01 (sets), 17mm (incl. washers), abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), see see patch, abwv_76 glacier seam label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotp069-q03-ah 100% polyester wax coating tpu membrane (supplied by solis), emb07 taffeta emboss (supplied by ecoya), rin knit, snap buttons absnp_01 (sets), 17mm (incl. washers), abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), see see patch, abwv_76 glacier seam label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis), sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), 100% poly mesh - sotc025-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), lycra binding tape, gripper elastic, lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), round barrel stopper - k-018 , k343-2n push stoppers, plastic hand pulls zp11 , flat webbing tape, 8mm, flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,  2.5 mm elastic cord, plastic key clip attched with webbing loop,  abwv_69v vietnam size label, satin label with print, abwvlp_01 (supplied by sml), abpa_22 workwear label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis), sotp069-c1-h 100% polyester 10k/8k 15k/10k+2-layer +breathable coating+dwr (supplied by solis), 210t-e emb07 terry emboss taffeta (supplied by ecoya),  velvety tricot - soto048-1 (supplied by solis), 100% poly mesh - sotc025-1 (supplied by solis), nylon/elastic lycra - sono029-1 (supplied by solis), lycra binding tape, gripper elastic, lightweight interfacing (item# tbd), heavyweight interfacing (item# tbd), ykk no.5 coil zipper.  auto-lock slider da8lh,   (right hand pull left hand insert), ykk  no.5 nylon coil zippers.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down), ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zipper closes up), abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong), round barrel stopper - k-018 , k343-2n push stoppers, plastic hand pulls zp11 , flat webbing tape, 8mm, flat webbing tape 8mm width, metal eyelets, 12mm (incl. washers), snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,  2.5 mm elastic cord, plastic key clip attched with webbing loop,  abwv_69v vietnam size label, satin label with print, abwvlp_01 (supplied by sml), abpa_22 workwear label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,"sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), sotp069-pr03-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), emb07 taffeta emboss (supplied by ecoya), lightweight interfacing (item# tbd), shirt buttons  17mm , snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abwv_75  glacier seam label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm, sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), sotp069-pr03-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis), emb07 taffeta emboss (supplied by ecoya), lightweight interfacing (item# tbd), shirt buttons  17mm , snap buttons absnp_01 (sets), 17mm (incl. washers), male snap only (incl. washers), abwv_84 s.layer main label, abwv_69 inside joke label, satin label with print, abwvlp_01 (supplied by sml), abwv_75  glacier seam label,   airpill logo print:  16 cm, made in china sticker, sticker width 3.5 cm",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
