,material,fabric
718,", nylon, pockets, , , , inner pocket",1
719,", sealed seams, waterproofness, , , , all seams",1
720,", topstitching, threads, , , , all",0
721,", bartacks, threads, , , , all",0
722,", downproof planet, fabric 1, , , , main shell",1
723,", downproof planet, lining, , , ,  - body",1
724,", 210t nylon, lining, , , ,  - sleeves
",1
725,", micromax - (polytricot approved 03/08/2016), lining, , , , #NAME?",1
726,", fake down primaloft black, insulation, , , 133g,  - body
 - sleeves
- collar",1
727,", e loft, insulation, , , 60gr,  - collar",1
728,", topstitching, threads, , , , all",0
729,", bartacks, threads, , , , all",0
730,", vislon zip5mmautolock, open end1 way, dalh slider, zippers, , , , front opening",0
731,", 5mm reversible vislonopen end, 1 waydu slider, zippers, , , , for ias system",0
732,", reversed coil zip3mmnon lock, close end1 way, dfbw slider, zippers, , , , inner pocket",0
733,", reversed coil zip3mmnon lock, close end1 way, dfbw slider, zippers, , , , hand pockets",0
734,", vislon zip5mmautolock, close end1 way, dalh slider, zippers, , , , right chest pocket",0
735,", coil zip3mmautolock, open end1 way, da slider, zippers, , , , removable hood12 cm",0
736,", puller rubberref: eiw18-03, trims, , , , center front opening ",0
737,", puller rubberref: eis19-05supplier : dragon times, trims, , , , hand pockets",0
738,", puller rubberref: eis19-05supplier : dragon times, trims, , , , chest pocket",0
739,", drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic, trims, , , , hood",0
740,", drawcordref: eis15u-xmco01supplier: yf zippernot elastic, trims, , , , inner pocket",0
741,", colored pearleis15u-xmper01supplier: unitex, trims, , , , back hood",0
742,", rubber stopperref: eis15u-xmstp01supplier: unitex, trims, , , , back hood",0
743,", colored webbingref: eis15u-xmtre01supplier: yf zipperto hold stoppers, trims, , , , body hemback hood",0
744,", eyelet 12mmlocal sourcing, trims, , , , back hood",0
745,", small plastic snapref : eiw16-16supplier : unitex12mm, trims, , , , removable hoodcuff flaps3 in 1 connection / 3 points",0
746,", eider hangloopref : eiw18-01supplier : 'yf zipper4mm diameter, trims, , , , hangloop at collar",0
747,", new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm, labels, , , , sewn on left shoulder of outside jacket",0
748,", woven hangloop eiderref: eiw15-07supplier: sml, labels, , , , inside collar",0
749,", size woven label mmgalpha women topsupplier: smlref: lws18-04with rn + ca numbers, labels, , , , inside collar under hangloop",0
750,", canadian labelfor paddinglocal sourcing, labels, , , , inside left",0
751,", satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml, labels, , , , under snow skirt, left side at 16cm from the bottommust be out of the store pocket for sms",0
752,", plastic pinlocal sourcingto be confirmed10cm, white, hangtas, , , , to attach the hangtag",0
753,", biggencode stickerlocal sourcing5cm x 5cm, hangtas, , , , sticked at back of corporate hangtag",0
754,", brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: triple star, hangtas, , , , position 1",0
755,", engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star, hangtas, , , , position 2",0
756,", engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star, hangtas, , , , position 3",0
757,", fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star, hangtas, , , , position 4",0
758,", ykkreversed zip5mmref slider dalh, zippers, , , , front opening for ias system",0
759,", ykkreversible injected zip5mmref slider #du, zippers, , , , front opening for ias system",0
760,", drawcordref: eis15u-xmco01supplier: yf zippernot elastic, trims, , , , center front opening",0
761,", new under dev.drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic, trims, , , , loop at back collar",0
762,", new under dev.drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic, trims, , , , line for connexionloops at bottom of sleeves for connexion",0
763,", lycra bias unicolorref: a00a-l11133/20supplier: wilson, trims, , , , hand pockets finishings",0
764,", woven hangloop eiderref: eiw15-07supplier: sml, labels, , , , inside collar",0
765,", made in women topmade in / women/ bl1eitph00esupplier: sml, labels, , , , inside collar",0
766,", canadian labelfor paddinglocal sourcing, labels, , , , inside left",0
767,", satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml, labels, , , , inside left",0
768,", new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm, labels, , , , sewn on left shoulder of inside jacket",0
769,", defender discovery 2, fabric 1, 88% pes 12% pu // 100% tpu // 0, 56"", 0, full jacket",1
770,", shell fabric, lining, , , , facing",1
771,", black nylon , lining, , , , sleeves + inner pocket bag + care label pocket
",1
772,", lycra, lining, , , , inner cuffs",1
773,", thermo honeycomb biface, lining, , , , inner cuffs",1
774,", downproof planet, lining, , , , collar + body",1
775,", mesh stretch, lining, , , , goggle pocket",1
776,", goggle cleaner, lining, , , , inside goggle pocket",1
777,", cire taffetas, lining, , , , snowskirt + under snowskirt",1
778,", foam reinforcement, lining, , , , hood peak",1
779,", micromax, pockets, , , , hand pockets",1
780,", nylon, pockets, , , , chest pocket + skipass pocket + inner pocket",1
781,", eloft / pm quality, insulation, , , 100 g, body",1
782,", eloft / pm quality, insulation, , , 80g, sleeves",1
783,", eloft / pm quality, insulation, , , 40g, hood + collar",1
784,", sealed seams, waterproofness, , , , critical seam taped",0
785,", topstitching, threads, , , , no visible topstitching",0
786,", bartacks, threads, , , , all/ vertical",0
787,", vislon zip5mmautolock, open end1 way, dalh slidersupplier : ykk, zippers, , , , front opening",0
788,", waterproofvislon zip5mmautolock, close end1 way, dalh slider, zippers, , , , chest pocket",0
789,", coil zip3mmautolock, close end1 way, dalh slider, zippers, , , , hand pockets",0
790,", coil zip3mmautolock, close end1 way, dalh slider, zippers, , , , ski pass pocket",0
791,", coil zip3mmnon lock, close end1 way, dfbw slider, zippers, , , , airventsslider at bottom when closed",0
792,", reversed coil zip3mmnon lock, close end1 way, dfbw slider, zippers, , , , inner pocket",0
793,", coil zip3mmautolock, open end1 way, da slider, zippers, , , , removable hood12 cm",0
794,", puller rubberref: eiw18-03supplier : dragon times, trims, , , , center front opening",0
795,", puller rubberref: eis19-05supplier : dragon times, trims, , , , skipass pocket",0
796,", puller rubberref: eis19-05supplier : dragon times, trims, , , , hand pockets",0
797,", puller rubberref: eis19-05supplier : dragon times, trims, , , , chest pocket",0
798,", drawcordref: eis15u-xmco01supplier: yf zippernot elastic, trims, , , , inner pocket",0
799,", drawstring outdoorref: ew026supplier: yf zipperelastic, trims, , , , hoodbody hem",0
800,", cord lockref: eiw17-02supplier: dragon timesuse with 2mm drawstring, trims, , , , hood",0
801,", rubber stopperref: eis15u-xmstp01supplier: unitex2cm x 1cm, trims, , , , back hoodbody hem",0
802,", colored eyeletref: eis15u-xmoei01supplier: unitex9mm, trims, , , , body hem",0
803,", eyeleteis15u-xmoei01, trims, , , , back hood",0
804,", colored pearleis15u-xmper01supplier: unitex, trims, , , , back hood",0
805,", colored pearleis15u-xmper01supplier: unitex, trims, , , , body hem",0
806,", colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers, trims, , , , back hood",0
807,", colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers, trims, , , , body hem",0
808,", eider hangloopref : eiw18-01supplier : 'yf zipper4mm diameter, trims, , , , hangloop at collar",0
809,", soft webbing for liningref:eiw17-15  supplier:  dragon times1cm, trims, , , , above inner pocketabove snowskirt",0
810,", eider snapref : eiw18-04supplier : unitex17mm, trims, , , , front flapcuff flaps",0
811,", no slip elastic 25mmsiliconeref: eis17-08supplier: benefit, trims, , , , snowskirt",0
812,", small plastic snapref : eiw16-16supplier : unitex12mm, trims, , , , removable hoodsnowskirt openingsnowskirt elasticsnowskirt garage (check my comments for details)",0
813,", large elasticref: ew17-14supplier: wilson, trims, , , , for phone pocket",0
814,", lycra bias unicolorref: a00a-l11133/20supplier: wilson, trims, , , , goggle pocket",0
815,", elastic webbing 10mm18cm fininshed lenghtlocal sourcing, trims, , , , goggle cleaner",0
816,", herringbone webbingsupplier : wilson, trims, , , , cf stormflap",0
817,", velcrounder front flap1,2cm widthlocal sourcing, trims, , , , ",0
818,", rubber earphone holeref: pa-a2  mp3 rubbert bsupplier: yf zipper, trims, , , , inner pocket",0
819,", new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm, labels, , , , sewn on left shoulder",0
820,", woven big labelref: eiw18-11supplier: sml120x120mm, labels, , , , sewn inside back",0
821,", newsize woven label mmgalpha men topsupplier: smlref: lws18-01with rn + ca numbers, labels, , , , below the hangloop at collar",0
822,", canadian labelfor paddinglocal sourcing, labels, , , , inside left",0
823,", satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml, labels, , , , inside left",0
824,", plastic pinlocal sourcingto be confirmed10cm, white, hangtas, , , , to attach the hangtag",0
825,", biggencode stickerlocal sourcing5cm x 5cm, hangtas, , , , sticked at back of corporate hangtag",0
826,", brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: , hangtas, , , , position 1",0
827,", engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star, hangtas, , , , position 2",0
828,", engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star, hangtas, , , , position 3",0
829,", fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star, hangtas, , , , position 4",0
830,", defenderç°§discovery 2, fabric 1, 88% pes 12% pu, 0, 0, main fabric",1
831,", fake fur
ref: f1g0405klxe049n
supplier: nanjing hg-nice gain fabric co
compo: mac 100% weight: 1400g/m width: 152cm+/-2, fur, , , , hood",1
832,", 210t nylon, lining, , , , front panel + inside sleeves + hood + hand pocket bag+ back pannel + hand pockets inner side only
",1
833,", cormax, lining, , , , inside hand pockets+ triangles + back part of inside front flap",1
834,", shell, lining, , , ,  - cuffs facing
 - front zip facing
 - under triangle facing
 - bottom hem facing
 - hood facing
",1
835,", cormax non brushed side, lining, , , , collar + back of chinflap",1
836,", cormax, pockets, , , , outer side of hand pocket bags",1
837,", 210t nylon, pockets, , , , inner pocket bags + side zipped pocket + inner side of hand pocket bags",1
838,", seamtape 2ls
22mms, waterproofness, , , , critical seams ",1
839,", bartacks, threads, , , , all",0
840,", topstitchings, threads, , , , all",0
841,", smu fleece, fabric 1, 100% pes, 0, 0, main shell inside & outside garment ",1
842,", cormax, lining, , , ,  - hand pockets
 - collar",1
843,", topstitchings, threads, , , , all
",0
844,", bartacks, threads, , , , all
",0
845,", vislon zip 5mmzipper dalhopen end - 1 way right insert - autolock, zippers, , , , front opening",0
846,", vislon zip ias system5mm ref ykk , zippers, , , , for ias system",0
847,", coil zip 3mmclose end - 1wayzipper dalh, zippers, , , , side hand pockets ",0
848,", coil zip 3mmslider daopen end, zippers, , , , removable hood",0
849,", reversed zip 3mmzipper dalhnew trim, zippers, , , , inside left pocket",0
850,", new trimbig puller ref: eiw18-03supplier: dragon timesnew trim, trims, , , , full front opening",0
851,", new trimlittle  puller ref: eis19-05supplier: dragon timesnew trim, trims, , , , hand pockets ",0
852,", new trimtricolordrawstring outdoorref: en-wb001elastic, trims, , , , back adjustable hood",0
853,", drawcordref: eis15u-xmco01supplier: yf zippernot elastic, trims, , , , left pocket inside garment",0
854,", colored stopper supplier unitex
ref eis15u-xmstp01colored webbing 
supplier yf
ref eis15u-xmtre01, trims, , , , back adjustable hood",0
855,", colored webbing 
supplier yf
ref eis15u-xmtre01, trims, , , , back adjustable hood",0
856,", colored pearlref: eis15u-xmper01supplier: unitexeyelet 9mm 
supplier unitex 
ref eis15u-xmoei01, trims, , , , back hood",0
857,", eyelet 12mm 
, trims, , , , back adjustable hood ",0
858,", velcro + hook local sourcing, trims, , , , tab cuff ",0
859,", woven hangloop eiderref: eiw15-07supplier: smlnew labelsize woven label mmg, labels, , , , inside middle back at top",0
860,", new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers, labels, , , , under shell fabric yoke at back",0
861,", satin ribbon, labels, , , , inner back of jacket with skirt",0
862,", vislon zip ias system5mm ref ykk slider ducoil zip 3mm, zippers, , , , for ias system",0
863,", vislon zip ias system5mm ref ykk slider ducoil zip 3mm, zippers, , , , hand pockets ",0
864,", coil zip 3mmclose end - 1wayslidder dablh, zippers, , , , hand pockets ",0
865,", drawcordref: eis 15u-xmco01supplier: yz zippernew trim, trims, , , , front opening",0
866,", drawcordref: eis 15u-xmco01supplier: yz zippernew trim, trims, , , , hand pockets ",0
867,", new trimtricolordrawstring outdoorref: en-wb001elastic, trims, , , , for loop on bottom sleeves",0
868,", new trimtricolordrawstring outdoorref: en-wb001elastic, trims, , , , collar  ias system",0
869,", new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers, labels, , , , inside collar",0
870,", wash care label 
supplier sml quality satinwoven hangloop eider
supplier sml
ref eiw15-07, labels, , , , inside left side seam15cm of bottom",0
871,", woven hangloop eider
supplier sml
ref eiw15-07, labels, , , , inside collar",0
872,", new hangtagcorporate eider largeref triple star /  eidht01, hangtas, , , , check the charter quality for to know the position",0
873,", new hangtagfur free hang tagref triple star /  eidht023, hangtas, , , , inside hangtag corporate eider large position 1",0
874,", new hangtagdefender  5k / 5k(critical seams sealed)ref triple star / eidht0300, hangtas, , , , inside hangtag corporate eider large position 2",0
875,", fake fur informationlocal sourcingeiv3668, hangtas, , , , inside leftsew with care label",0
876,", , top11008-3.5l
stretch poly, , , , hood, upper body, under storm flap",1
877,", , top11008-3.5l
stretch poly, , , , lower body",1
878,", , top11008-3.5l
stretch poly, , , , sleeves",1
879,", , top11008-3.5l
stretch poly, , , , hood, upper body, under storm flap",1
880,", , top11008-3.5l
stretch poly, , , , lower body",1
881,", , top11008-3.5l
stretch poly, , , , sleeves",1
882,", , top11008-3.5l
stretch poly, , , , hood, upper body, under storm flap",1
883,", , top11008-3.5l
stretch poly, , , , lower body",1
884,", , top11008-3.5l
stretch poly, , , , sleeves",1
885,", , taupe / pavement / stone, , , , hood, upper body, under storm flap",1
886,", , taupe / pavement / stone, , , , lower body",1
887,", , taupe / pavement / stone, , , , sleeves",1
888,", , 210t nylon coated plain taffeta, , , , powder skirt",1
889,", , 210t nylon un-coated plain taffeta, , , , media pocket",1
890,", , #c-062 tricot, , , , inner collar, chin guard",1
891,", , #a-012 mesh, , , , goggle pocket, pit vents, media pocket, beverage holder",1
892,", , #jik-1186  lycra, , , , inner hand gaiters, zip-to-pant section",1
893,", , union line # ul-20320; tricot/tricot with clear lamination , , , , pocket bags",1
894,", , pelon, , , , collar, cuffs, windbreak",1
895,", , 37.5 seam tape 3.5l 2cm wide, , , , fully seam sealed",0
896,", , ykk #5 vt10 aquaguard zipper 2-way open-end, #da8lh1 auto-lock slider + dag8 2-way slider, 32""
(for size large), , , cf zipper",0
897,", , ykk #5 vt10 aquaguard zipper 2-way open-end, #da8lh1 auto-lock slider + dag8 2-way slider, , , , cf zipper",0
898,", , ykk #5 vt10 aquaguard zipper 2-way open-end, #da8lh1 auto-lock slider + dag8 2-way slider, , , , cf zipper",0
899,", , ykk #5 vt10 aquaguard  zipper. slider #da8lh1 swivel , 7"", , , chest pocket (1)",0
900,", , ykk #5 vt10 aquaguard  zipper. slider #da8lh1 swivel , , , , chest pocket (1)",0
901,", , ykk #5 vt10 aquaguard  zipper. slider #da8lh1 swivel , , , , chest pocket (1)",0
902,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 5"", , , beverage holder (1)",0
903,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , beverage holder (1)",0
904,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , beverage holder (1)",0
905,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
906,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , vents",0
907,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, , , , vents",0
908,", , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 8"", , , hand pocket",0
909,", , ykk #5 reverse coil zipper. slider #da8lh1 swivel, , , , hand pocket",0
910,", , ykk #5 reverse coil zipper. slider #da8lh1 swivel, , , , hand pocket",0
911,", , ykk #3 regular facing coil zipper.  slider #dalh, 6"", , , sleeve pass pocket",0
912,", , ykk #3 regular facing coil zipper.  slider #dalh, , , , sleeve pass pocket",0
913,", , ykk #3 regular facing coil zipper.  slider #dalh, , , , sleeve pass pocket",0
914,", , ykk #3 regular facing coil zipper.  slider #dalh, 8"", , , inner media pocket",0
915,", , ykk #3 regular facing coil zipper.  slider #dalh, , , , inner media pocket",0
916,", , ykk #3 regular facing coil zipper.  slider #dalh, , , , inner media pocket",0
917,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
918,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , , , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
919,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , , , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
920,", , #1819-rl-001-20
""ride 20k"" woven label , , , , inside neck labeling",0
921,", , #1819-rl-007
size label , , , , adult woven size label. see labeling spec",0
922,", , #1819-rl-021
inner main woven label , , , , inside labeling. see labeling spec",0
923,", , #rt-005
inner woven loop , , , , cb hanger loop sewn into neck seam",0
924,", , #coc-cc37.5-logo-wvn-gr-h
37.5 woven label-, , , , right side seam, under lift ticket grommet",0
925,", , #rm-08
grommet for lift ticket, , , , right side seam, above 37.5 woven label",0
926,", , #rl-lthr-001
""ride"" deboss leather patch, , , , above wearer's right waist seam, close to cf zipper",0
927,", , #rl-pin
leather patch w/ metal logo, , , , left sleeve",0
928,", , ""zipnrip"" screen print, , , , on power skirt",0
929,", , #rt-lthr-zp
leather zipper puller, , , , cf zipper puller",0
930,", , 8mm logo rivet, , , , cf zipper puller",0
931,", , #rt-003
silicone zipper puller, , , , chest pocket(1), beverage pocket(1), hand pocket(2), vent(2), pass pocket(1), media pocket(1), zip-to-pant(1)",0
932,", , #s301
cordlock , , , , front hood(2), hem(2)",0
933,", , #s080
cordlock, , , , back hood adjustment",0
934,", , #p221
platic bead, , , , front hood",0
935,", , #zm057
cordura grip tab, , , , back hood adjustment",0
936,", , #0350219
small cord tip, , , , hem drawcords in pockets",0
937,", , 3mm elastic bungee cord , , , , hood & hem",0
938,", , 1/4""  herringbone webbing, , , , front/back hood & hem- leash for cordlock",0
939,", , #0509
ykk 15mm metal snap, , , , beverage flap(1 full set s-spring), hand pocket tab(cap only)",0
940,", , #1414
14mm plastic stock snap (set), , , , powder skirt",0
941,", , #1414
14mm plastic stock snap (male part), , , , powder skirt 2nd row for adjustment ",0
942,", , 12mm non-logo grommet, , , , back hood drawcord exit ",0
943,", , 10mm non-logo grommet, , , , hem(4), front hood drawcord exit(6) ",0
944,", , #a108-1 key clip, , , , inside right hand pocket",0
945,", , stock gripper, , , , powder skirt",0
946,", , 1/2"" plain metal rivet, , , , cuff adjustment tab",0
947,", , 4mm plastic wire, , , , beverage holder top edge",0
948,", , 20mm elastine binding, , , , media pocket cord outlet, inner mesh pocket",0
949,", , 10mm tape, , , , zip to pant zipper tape back side clean finish binding",0
950,", , welding film, , , , flap at hood, windbreak, hand pocket, sleeve pockets, cuffs",0
951,", , clear tpu, , , , media pocket",0
952,", , velcro 1 1/2"" l x 1"" w hook, , , , cuff adjustment tab",0
953,", , velcro 4 1/2"" l x 3/8"" w loop, , , , cuff adjustment (2 rows per cuff)",0
954,", , top11008-3.5l stretch poly, , , , main pant",1
955,", , ul-7908+bonded fleece, , , , upper bib",1
956,", , sotp026
peached plain weave
15k, , , , upper bib inner facing",1
957,", , nt-13566
melange, , , , back left belt loop",1
958,", , hc5536
reinforced fabrics, , , , knee patch, inner leg panel, hem, back hip",1
959,", , top11008-3.5l stretch poly, , , , main pant",1
960,", , ul-7908+bonded fleece, , , , upper bib",1
961,", , sotp026
peached plain weave
15k, , , , upper bib inner facing",1
962,", , nt-13566
melange, , , , back left belt loop",1
963,", , hc5536
reinforced fabrics, , , , knee patch, inner leg panel, hem, back hip",1
964,", , top11008-3.5l stretch poly, , , , main pant",1
965,", , ul-7908+bonded fleece, , , , upper bib",1
966,", , sotp026
peached plain weave
15k, , , , upper bib inner facing",1
967,", , nt-13566
melange, , , , back left belt loop",1
968,", , hc5536
reinforced fabrics, , , , knee patch, inner leg panel, hem, back hip",1
969,", , 210t nylon coated plain taffeta, , , , gaitor",1
970,", , 210t nylon un-coated plain taffeta, , , , pocket bags",1
971,", , #c062 tricot, , , , inner waist, fly inner facing, front pocket bags",1
972,", , #jik-1186  lycra, , , , gaitor",1
973,", , union line # ul-20320
tricot/tricot with clear lamination, , , , pocket bags, back label patch, knee pad pocket",1
974,", , pelon, , , , as needed",1
975,", , 37.5 20mm 3.5l seam tape, , , , fully seam sealed",0
976,", , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
977,", , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
978,", , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
979,", , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 7"", , , front hand pocket",0
980,", , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 7"", , , front hand pocket",0
981,", , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 7"", , , front hand pocket",0
982,", , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 6"", , , back pocket",0
983,", , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 6"", , , back pocket",0
984,", , ykk #5 cnt10 waterproof closed end with da8lh1 slider, 6"", , , back pocket",0
985,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
986,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
987,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel, 12"", , , vents",0
988,", , ykk #3 regular facing coil zipper.  slider #dalh, 6.5"", , , bib pocket",0
989,", , ykk #3 regular facing coil zipper.  slider #dalh, 6.5"", , , bib pocket",0
990,", , ykk #3 regular facing coil zipper.  slider #dalh, 6.5"", , , bib pocket",0
991,", , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , bib pocket",0
992,", , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , bib pocket",0
993,", , ykk #3 regular facing coil zipper.  slider #dalh, 7"", , , bib pocket",0
994,", , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
995,", , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
996,", , ykk #5 regular facing coil zipper, 1 end open, dsyg slider, 5"", , , hem zip",0
997,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
998,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
999,", , ykk #5 regular facing coil zipper. slider #da8lh1 swivel (one side only) , 27"", , , zip-to-pant (slider stay on jkt side, 1/2 zipper on jacket)",0
1000,", , #1819-rl-001-20
""ride 20k"" woven label , , , , inside labeling. please follow as 1718 bulk",0
1001,", , #1819-rl-007
size label , , , , adult woven size label. please follow as 1718 bulk",0
1002,", , #1819-rl-021
inner main woven label , , , , inside labeling. please follow as 1718 bulk",0
1003,", , #rt-005
inner woven loop , , , , hanger loop sewn into cb waist seam",0
1004,", , #1819-rl-001
silicone woven label, , , , below upper bib pocket",0
1005,", , #coc-cc37.5-logo-wvn-gr-v
37.5 woven label-, , , , set into wr back right yoke seam, aside from back pocket",0
1006,", , #a108-1 key clip, , , , inside pocket",0
1007,", , 1/4"" elastic, , , , loop in bib pocket / tether for key clip in wr right hand pocket",0
1008,", , embroidery ""r"" logo, , , , wr left back lower leg",0
1009,", , #rl-lthr-001
""ride"" deboss leather patch, , , , below wr right hand pocket zipper",0
1010,", , #rt-003
silicone zipper puller, , , , bib pocket(2), front hand pocket(2), vent(2),  back pocket(1)",0
1011,", , #0509
ykk metal snap, , , , waistband",0
1012,", ,  no. 0178006                                                                             13mm (21l) extra strength plastic snaps (full set), , , , inner leg gatier adjustment",0
1013,", ,  no. 0178006                                                                             13mm (21l) extra strength plastic snaps (male parts), , , , inner leg gatier adjustment",0
1014,", , 1""  herringbone webbing, , , , 1/2"" long for boa tab",0
1015,", , stock gripper, , , , powder skirt",0
1016,", , 8mm rivet #r102, , , , zipper garages",0
1017,", , boa screen logo, , , , gaiters",0
1018,", , welding film, , , , bib pocket flap, vent flange, back pocket zipper gurage",0
1019,", , boot hook #a7, , , , inner front bottom of boot gatier",0
1020,", , #844sp  38mm suspender elastic, , , , suspenders",0
1021,", , #lh38e o-ring, , , , suspenders",0
1022,", , #050418 back glide, , , , suspenders",0
1023,", , th-31(3hbb)30mm, , , , suspenders stretch velcro loop",0
1024,", , velcro 3"" l x 1 "" w loop, , , , waist adjustment(2)",0
1025,", , velcro 1 1/2"" l x 1"" w hook, , , , waist adjustment(2)",0
1026,", , velcro 1 1/2"" l x 1"" w hook, , , , suspender",0
1027,", , velcro 1 1/2"" l x 1/2"" w hook+loop, , , , pocket on bib",0
1028,", , velcro 5"" x 3/8"" w hook+loop, , , , boa windopw - 5"" around 3 sides of opening",0
1029,", , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",1
1030,", , nt-13566
dot melange, , , , wr right back belt loop",1
1031,", , hc5536
reinforced fabrics, , , , back leg hem",1
1032,", , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",1
1033,", , nt-13566
dot melange, , , , wr right back belt loop",1
1034,", , hc5536
reinforced fabrics, , , , back leg hem",1
1035,", , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",1
1036,", , sff003peach-2.5l
melange twill, , , , wr right back belt loop",1
1037,", , hc5536
reinforced fabrics, , , , back leg hem",1
1038,", , rpw11001-r1c2 2.5l                   37.5 twill, , , , main fabric, all inner facing",1
1039,", , sff003peach-2.5l
melange twill, , , , wr right back belt loop",1
1040,", , hc5536
reinforced fabrics, , , , back leg hem",1
1041,", , 210t nylon coated plain taffeta, , , , gaitor",1
1042,", , 210t nylon un-coated plain taffeta, , , , pocket bags, leg lining",1
1043,", , #c062 tricot, , , , inner waist, pocket bags, leg lining",1
1044,", , #a-012 mesh, , , , pit vents",1
1045,", , #b181 closed hole mesh, , , , around front/back rise",1
1046,", , #jik-1186  lycra, , , , gaitor stretch panel",1
1047,", , pelon, , , , as needed",1
1048,", , #st104 bemis 20mm seam tape, , , , fully seam sealed",1
1049,", , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
1050,", , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
1051,", , ykk #5 regular facing coil zipper. auto-lock slider #da8lh, 6""
(for size large), , , cf fly",0
1052,", , ykk #5 cnt10 aquaguard zipper. slider #da8lh1 swivel, 7"", , , front pocket",0
1053,", , ykk #5 cnt10 aquaguard zipper. slider #da8lh1 swivel, 7"", , , front pocket",0
1054,", , ykk #5 cnt10 aquaguard zipper. slider #da8lh1 swivel, 7"", , , front pocket",0
1055,", , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , thigh pocket",0
1056,", , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , thigh pocket",0
1057,", , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , thigh pocket",0
1058,", , ykk #5 reverse coil zipper. slider #da8lh1 swivel, 6 1/2"", , , back pocket",0
